NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Centric diatom,Ciliate,Cyanobacteria,Dinoflagellate,Flagellate,Foraminifera,Pennate diatom,Radiozoa,Silicoflagellate
NSI20140306,North Stradbroke,-27.345,153.562,2014-03-06T10:15:00Z,2014,3,6,10:15:00,104344089.872761,13933359.1426484,5212775.40518836,3761785.58077182,13107231.429015,0,648335.015136226,0,0
ROT20140227,Rottnest Island,-32,115.41667,2014-02-27T12:39:00Z,2014,2,27,12:39:00,21402534.3216619,232421.135179924,44799857.3975045,2051231.47072193,10593827.5287712,95199.696969697,13864058.2681818,0,185936.908143939
YON20140220,Yongala,-19.30847,147.61842,2014-02-20T10:48:00Z,2014,2,20,10:48:00,384634087.739605,1553403.67604801,21546980.8103237,1145358.07834686,6837047.20250169,0,3465057.37734533,0,0
NSI20140213,North Stradbroke,-27.345,153.562,2014-02-13T10:20:00Z,2014,2,13,10:20:00,22031701.2158869,0,51032.9759584146,9424770,16649508.4064327,0,62500,0,0
PHB20140211,Port Hacking,-34.11923,151.22667,2014-02-12T09:57:00Z,2014,2,12,09:57:00,4233400728.28461,0,369474.630376344,2743027054.23085,14768834.8131203,0,929939.516129032,0,2886520.54981519
MAI20140205,Maria Island,-42.59667,148.23333,2014-02-05T11:05:00Z,2014,2,5,11:05:00,5742452.22900391,6745295.19570707,774737.117266414,1276008642.50158,34624128.6609884,0,795395.359848485,0,0
KAI20140122,Kangaroo Island,-35.83217,136.44733,2014-01-22T15:15:00Z,2014,1,22,15:15:00,574933.707219087,440485.447742885,0,3936009.19819666,11079577.0976448,0,868498.527968597,0,0
ROT20140122,Rottnest Island,-32,115.41667,2014-01-22T10:10:00Z,2014,1,22,10:10:00,627317609.85101,13975844.4023569,0,29666038.9033189,29774649.6687109,0,2866401.42525253,0,0
YON20140122,Yongala,-19.30847,147.61842,2014-01-22T10:00:00Z,2014,1,22,10:00:00,121322558.225193,4824607.77680412,242906.443298969,690056.721005155,11133211.9845361,0,210051.546391753,0,0
PHB20140120,Port Hacking,-34.11923,151.22667,2014-01-21T09:43:00Z,2014,1,21,09:43:00,3006303022.32423,0,0,772519509.442656,12880900.9001928,0,6736921.52917505,0,0
ROT20131218,Rottnest Island,-32,115.41667,2013-12-18T10:43:00Z,2013,12,18,10:43:00,391303835.273489,0,24639921.5686275,3402704.72440087,7998349.54044118,0,1672385.62091503,0,0
MAI20131217,Maria Island,-42.59667,148.23333,2013-12-17T11:05:00Z,2013,12,17,11:05:00,1298918991.2108,6516166.00107613,0,9508138821.35482,9807030.57389412,0,3428577.4181376,0,0
NSI20131212,North Stradbroke,-27.345,153.562,2013-12-12T10:20:00Z,2013,12,12,10:20:00,1506521880.35443,4046104.82607979,1709074.6785361,53575347.9607649,102614397.403561,0,10991023.5328058,0,0
YON20131205,Yongala,-19.30847,147.61842,2013-12-05T11:26:00Z,2013,12,5,11:26:00,981132881.446747,8414973.21428571,23508496.5986395,14946889.1368197,50500858.8934949,0,12689537.9860544,0,208704.692814626
PHB20131202,Port Hacking,-34.11923,151.22667,2013-12-03T09:30:00Z,2013,12,3,09:30:00,8003964.10590278,1159227.84159159,0,1325705066.87287,11667129.6541333,0,2644461.96196196,0,0
ROT20131122,Rottnest Island,-32,115.41667,2013-11-22T10:26:00Z,2013,11,22,10:26:00,333950793.092818,4166947.10460526,13423621.37125,46957665.8245277,17573388.3030111,220462.456140351,2525405.77302632,0,0
NSI20131121,North Stradbroke,-27.345,153.562,2013-11-22T09:55:00Z,2013,11,22,09:55:00,2720147757.1437,3165053.59733491,0,5777840.50919707,44529373.5093195,0,9484801.21523114,0,0
MAI20131117,Maria Island,-42.59667,148.23333,2013-11-18T10:50:00Z,2013,11,18,10:50:00,20643955.1215278,22525636.6319444,0,3090583660.70339,16611233.6744639,0,1541593.56725146,15309.8927875244,0
YON20131114,Yongala,-19.30847,147.61842,2013-11-14T10:32:00Z,2013,11,14,10:32:00,355530489.00873,11517474.0927589,13036962.5506073,27918390.3232119,23281967.4172243,0,2559463.56275304,0,0
PHB20131027,Port Hacking,-34.11923,151.22667,2013-10-28T10:17:00Z,2013,10,28,10:17:00,3133855.02462121,1070996.59090909,0,2650278390.13433,6214424.66329966,0,2224388.25757576,0,0
PHB20131020,Port Hacking,-34.11923,151.22667,2013-10-21T09:36:00Z,2013,10,21,09:36:00,1808470143.45588,2863912.95283976,0,22106576.5290737,7716570.26495943,0,33225027.8904665,0,0
ROT20131017,Rottnest Island,-32,115.41667,2013-10-17T08:00:00Z,2013,10,17,08:00:00,30828776.8688725,1754551.70675041,0,1990905.6627451,3390128.09776688,0,276557.096078431,0,0
NSI20131016,North Stradbroke,-27.345,153.562,2013-10-16T10:40:00Z,2013,10,16,10:40:00,645109822.527275,2815467.82943158,0,13515494.8981964,151631637.321278,0,9102442.9190221,0,375395.710590877
YON20131015,Yongala,-19.30847,147.61842,2013-10-15T11:40:00Z,2013,10,15,11:40:00,3962931599.00393,12787493.3184555,40287144.073926,276071239.998509,42945236.0240726,0,7383000.80752512,0,194646.452119695
ROT20131001,Rottnest Island,-32,115.41667,2013-10-01T11:55:00Z,2013,10,1,11:55:00,78748894.0711153,1681995.05722314,0,7876980.84782268,2378501.20091896,0,563015.155075188,0,0
MAI20130924,Maria Island,-42.59667,148.23333,2013-09-24T11:40:00Z,2013,9,24,11:40:00,48763858.1546875,1266909.98104688,899934.635416667,1458625662.64039,10475239.15625,0,1732500,0,562459.147135417
DAR20130916,Darwin,-12.4,130.76805,2013-09-16T11:26:00Z,2013,9,16,11:26:00,95886379.559634,6096928.59285714,0,6902605.13941799,0,0,6673532.64875165,0,216434.496252205
PHB20130915,Port Hacking,-34.11923,151.22667,2013-09-16T08:15:00Z,2013,9,16,08:15:00,765823249.5134,6494498.10669573,0,15415072.0590208,23951068.1275151,0,88437424.5472837,0,1371767.93399285
NSI20130913,North Stradbroke,-27.345,153.562,2013-09-13T10:25:00Z,2013,9,13,10:25:00,1294294461.11661,4762697.96435309,12551109.9295893,173078484.75957,88854544.684804,0,14757407.5409127,0,0
YON20130912,Yongala,-19.30847,147.61842,2013-09-12T11:26:00Z,2013,9,12,11:26:00,986771572.815867,40617653.5208537,420519719.229514,375489544.602351,107373556.358146,0,25244259.875653,0,0
KAI20130827,Kangaroo Island,-35.83217,136.44733,2013-08-28T08:55:00Z,2013,8,28,08:55:00,16533011.8268694,754250.411644345,0,33775144.2263972,21589341.0011574,0,247048.197751323,0,507268.350591105
PHB20130826,Port Hacking,-34.11923,151.22667,2013-08-27T09:30:00Z,2013,8,27,09:30:00,86167967.4415822,1700646.33842176,1257893.89389389,11259670.3054721,11979941.8466085,0,1657267.89289289,0,40947.0668585252
MAI20130821,Maria Island,-42.59667,148.23333,2013-08-21T11:21:00Z,2013,8,21,11:21:00,118659491.143053,3382964.52418495,329043.742382693,17101390.4228557,8390615.43075868,0,933215.265082267,65808.7484765387,822609.355956734
NSI20130819,North Stradbroke,-27.345,153.562,2013-08-19T10:10:00Z,2013,8,19,10:10:00,3294100045.79504,0,0,7551333.88000408,34649889.7058824,0,23128200.3005323,0,626625.609553717
YON20130808,Yongala,-19.30847,147.61842,2013-08-08T10:58:00Z,2013,8,8,10:58:00,202501292.526733,8729835.77640264,10212759.5709571,21909469.3965677,46819281.6625412,0,10767140.1504951,0,0
MAI20130807,Maria Island,-42.59667,148.23333,2013-08-07T11:30:00Z,2013,8,7,11:30:00,326573602.118575,2679037.36020249,0,3919109.05778816,5535706.67834891,0,5477390.77102804,48934.4236760125,600327.509657321
NIN20130806,Ningaloo,-21.99,113.779,2013-08-06T14:03:00Z,2013,8,6,14:03:00,286678462.93699,15733521.3825008,168317.960764919,43478585.4382535,34139025.6544675,0,23025077.1705407,0,1314984.06847593
NSI20130806,North Stradbroke,-27.345,153.562,2013-08-06T10:15:00Z,2013,8,6,10:15:00,1932317605.98192,2478429.61090686,0,30168401.3042484,20533267.9738562,0,7563725.49019608,0,0
PHB20130725,Port Hacking,-34.11923,151.22667,2013-07-26T09:24:00Z,2013,7,26,09:24:00,594555080.123607,3104782.6898067,0,1377606810.58893,31478857.7154309,0,5752506.09332728,0,1127172.63954993
ESP20130725,Esperance,-33.93333,121.85,2013-07-25T09:57:00Z,2013,7,25,09:57:00,342804758.257843,4198286.88668994,137934.229012996,21474177.6826561,32299368.7368282,143451.598173516,4940488.51084475,0,538805.582082016
YON20130719,Yongala,-19.30847,147.61842,2013-07-19T11:08:00Z,2013,7,19,11:08:00,505000465.005921,11513703.442818,7964206.22807018,6682354.83464912,60167878.6549708,110231.228070175,38963913.2419956,0,107647.683662281
ROT20130712,Rottnest Island,-32,115.41667,2013-07-12T12:35:00Z,2013,7,12,12:35:00,214547340.454861,8608623.7452194,0,75205262.5293717,61528179.2703301,278240.660225443,9798871.91123188,0,1679719.89482689
NSI20130706,North Stradbroke,-27.345,153.562,2013-07-07T09:40:00Z,2013,7,7,09:40:00,827859503.732789,14380436.6646341,2451972.68292683,31372827.0132033,61299317.0731707,163464.845528455,4509268.29268293,0,798168.191056911
DAR20130617_15:00,Darwin,-12.4,130.76805,2013-06-18T00:30:00Z,2013,6,18,00:30:00,914606234.26368,15568402.3961461,0,51547737.0354354,646242.987987988,335438.371705038,43180970.5558892,0,327576.534868202
PHB20130611,Port Hacking,-34.11923,151.22667,2013-06-12T09:55:00Z,2013,6,12,09:55:00,50248995.9845464,16142721.2855704,470944.856866899,44356348.3007644,21696964.8346627,0,603501.994017946,0,917634.790939681
YON20130611,Yongala,-19.30847,147.61842,2013-06-11T13:34:00Z,2013,6,11,13:34:00,334057722.01575,23701940.3358801,1247802.24555361,85096271.4144957,51813707.9424474,0,19826105.3924516,0,0
MAI20130611,Maria Island,-42.59667,148.23333,2013-06-11T11:55:00Z,2013,6,11,11:55:00,3635406.94664903,4808655.06393298,0,3983606.76421958,3116656.74603175,0,86805.5555555556,23086.3462669018,360724.160420341
MAI20130528,Maria Island,-42.59667,148.23333,2013-05-28T10:56:00Z,2013,5,28,10:56:00,188728145.844512,1861966.75609756,0,22134417.1536585,30728836.8211382,0,734804.878048781,0,79816.8191056911
NSI20130520,North Stradbroke,-27.345,153.562,2013-05-20T10:05:00Z,2013,5,20,10:05:00,425787635.924716,5072937.32454756,925552.60942761,16544728.8920034,111931208.989373,105777.441077441,3373241.16161616,0,0
ROT20130517,Rottnest Island,-32,115.41667,2013-05-17T10:00:00Z,2013,5,17,10:00:00,93298249.5149019,19973001.4767249,823060.760395708,59405049.0767103,40104623.2231933,0,9575983.11908954,0,1028825.95049463
YON20130515,Yongala,-19.30847,147.61842,2013-05-15T10:30:00Z,2013,5,15,10:30:00,479524463.101852,32832524.3796296,10905805.2857143,38726759.4695326,31720639.7707231,0,5328466.83280423,0,0
PHB20130514,Port Hacking,-34.11923,151.22667,2013-05-15T09:40:00Z,2013,5,15,09:40:00,96194355.6111111,16588051.3652146,0,35239437.1626263,12398649.8671717,0,4985883.02866162,0,929684.540719697
NIN20130509,Ningaloo,-21.99,113.779,2013-05-09T10:20:00Z,2013,5,9,10:20:00,211611295.898923,8475988.6450674,561328.213235294,22920876.3738562,6480812.70424837,102666.339869281,7460660.19056373,0,401040.390114379
KAI20130506,Kangaroo Island,-35.83217,136.44733,2013-05-07T07:55:00Z,2013,5,7,07:55:00,221511614.387031,4148024.07711988,0,40625310.8414555,69087698.6216022,0,2266837.14638158,0,1336234.68425114
MAI20130424,Maria Island,-42.59667,148.23333,2013-04-24T10:50:00Z,2013,4,24,10:50:00,76088493.2976485,944809.863861386,0,477770.518811881,3499295.79207921,0,1805343.81188119,0,0
ROT20130423,Rottnest Island,-32,115.41667,2013-04-23T10:38:00Z,2013,4,23,10:38:00,157387384.529045,3421582.49333207,2474160.47127016,19240770.4482221,15594708.4249756,211128.360215054,7567736.71370968,0,927810.176726311
PHB20130422,Port Hacking,-34.11923,151.22667,2013-04-23T09:32:00Z,2013,4,23,09:32:00,18072405.9473147,2686648.16923157,2210163.81909548,36305519.0891122,163262696.39866,105245.896147404,656092.964824121,13155.7370184255,102779.195456449
NSI20130418,North Stradbroke,-27.345,153.562,2013-04-18T10:05:00Z,2013,4,18,10:05:00,118044190.997939,10238689.0504532,1835943.95915354,4780875.37253937,29477297.7849409,0,1954327.01771654,0,100654.822322014
YON20130416,Yongala,-19.30847,147.61842,2013-04-16T11:35:00Z,2013,4,16,11:35:00,498163101.840153,17284311.6059923,21636635.03561,7624995.1927835,2017850.81408935,0,20315755.0309278,0,0
DAR20130405,Darwin,-12.4,130.76805,2013-04-05T09:40:00Z,2013,4,5,09:40:00,353475577.925734,0,9536454.8349202,732085674.876496,0,0,10508705.1142546,0,222557.779062387
NSI20130326,North Stradbroke,-27.345,153.562,2013-03-26T11:10:00Z,2013,3,26,11:10:00,379616462.070893,1910141.46690205,2520335.90714817,3097351.38957714,139786225.016518,0,3467768.34788466,0,608118.728320119
PHB20130319,Port Hacking,-34.11923,151.22667,2013-03-20T09:27:00Z,2013,3,20,09:27:00,238886017.645134,0,1573942.88577154,9469889.69605879,6828134.57797949,0,5470527.93086172,0,0
MAI20130313,Maria Island,-42.59667,148.23333,2013-03-14T10:00:00Z,2013,3,14,10:00:00,1453485986.08943,1241311.17073171,0,1137102.33170732,2317454.73712737,0,2933333.33333333,0,0
ESP20130314,Esperance,-33.93333,121.85,2013-03-14T09:24:00Z,2013,3,14,09:24:00,68537382.3290899,286016.893364044,0,4475701.86494024,684484.873007968,0,1277842.36387782,5215.12284196547,0
PHB20130227,Port Hacking,-34.11923,151.22667,2013-02-28T08:03:00Z,2013,2,28,08:03:00,336173023.373655,0,8666318.52926337,2688262.68415742,5184468.86562395,0,245225468.232089,0,0
ROT20130221,Rottnest Island,-32,115.41667,2013-02-21T12:55:00Z,2013,2,21,12:55:00,44104050.5085316,1613782.73298817,0,20019839.0756082,7487352.89283366,0,5650234.44475263,0,100853.352543557
YON20130220,Yongala,-19.30847,147.61842,2013-02-20T10:42:00Z,2013,2,20,10:42:00,735138739.927191,10105565.9128544,3980966.70962199,2691376.40214777,1282006.22852234,0,2363631.36967622,0,0
MAI20130214,Maria Island,-42.59667,148.23333,2013-02-14T11:00:00Z,2013,2,14,11:00:00,1072539599.79064,0,0,723184.732512315,937146.442255063,0,515073.891625616,0,0
NIN20130209,Ningaloo,-21.99,113.779,2013-02-09T09:22:00Z,2013,2,9,09:22:00,225772882.279488,2433160.17167075,641664.624183007,47471679.8928221,7058310.86601307,102666.339869281,8599718.04202155,128332.924836601,200520.19505719
YON20130131,Yongala,-19.30847,147.61842,2013-01-31T10:15:00Z,2013,1,31,10:15:00,4075073447.99359,0,32606375.0838364,271386.178403756,895490.10731053,0,3481451.26555164,0,0
MAI20130129,Maria Island,-42.59667,148.23333,2013-01-30T10:33:00Z,2013,1,30,10:33:00,202289336.2925,763406.37,0,4995128.1,87211847.3958333,0,420000,0,0
ROT20130125,Rottnest Island,-32,115.41667,2013-01-25T10:10:00Z,2013,1,25,10:10:00,532507868.380929,13685532.4298161,8616816.71506938,59997374.1723137,4054972.57179735,0,24255373.6334301,0,0
NSI20130123,North Stradbroke,-27.345,153.562,2013-01-23T10:15:00Z,2013,1,23,10:15:00,545861514.919897,466019.086234177,10659755.0984529,1914337.36638537,0,0,4783755.2742616,0,0
NSI20130111,North Stradbroke,-27.345,153.562,2013-01-11T10:40:00Z,2013,1,11,10:40:00,100644394.482422,1822878.96321615,10823631.4652506,3137243.72477214,13805815.4296875,0,22835688.4947662,0,199736.913045247
ROT20121219,Rottnest Island,-32,115.41667,2012-12-19T11:48:00Z,2012,12,19,11:48:00,32268436.1947601,892497.159090909,661109.006734007,7060644.19191919,2065965.64604377,0,3474459.35521886,0,206596.564604377
YON20121219,Yongala,-19.30847,147.61842,2012-12-19T10:20:00Z,2012,12,19,10:20:00,205239027.503333,17855008.5990278,8050237.10861111,4829252.148,2847065.9375,0,19007064.1666667,0,0
PHB20121218,Port Hacking,-34.11923,151.22667,2012-12-19T09:31:00Z,2012,12,19,09:31:00,36801867.7171457,672088.377915822,0,4754477739.11799,1911718.05273834,0,132718620.689655,0,829738.738167681
ESP20121212,Esperance,-33.93333,121.85,2012-12-12T09:10:00Z,2012,12,12,09:10:00,226405353.893876,1939291.64015905,0,11527855.2738569,2699966.55483764,0,30704045.0921968,0,0
DAR20121209_03:00,Darwin,-12.4,130.76805,2012-12-09T12:30:00Z,2012,12,9,12:30:00,1602466808.17074,13383857.2166639,21764858.2564778,18300313.6323013,0,137970.575318401,54358314.5121631,0,404210.669878129
YON20121129,Yongala,-19.30847,147.61842,2012-11-29T10:40:00Z,2012,11,29,10:40:00,159128067.025453,4528045.66177083,11180015.602875,3076114.02841667,7363101.5625,0,1856930.38404688,0,0
ROT20121126,Rottnest Island,-32,115.41667,2012-11-26T11:02:00Z,2012,11,26,11:02:00,7098057936.57962,1581177.87270942,0,17785127.6394415,5825374.12739965,0,7809043.02312391,0,107084.083224258
PHB20121120,Port Hacking,-34.11923,151.22667,2012-11-21T09:30:00Z,2012,11,21,09:30:00,6666901175.79039,0,0,10593916188.1275,32724895.8333333,0,25134914.6586345,0,1026760.03493139
NSI20121114,North Stradbroke,-27.345,153.562,2012-11-14T10:45:00Z,2012,11,14,10:45:00,1421366510.11609,1578953.13867419,0,4672570.71377745,9081550.03987241,0,102343270.764323,0,1003708.00617511
MAI20121112,Maria Island,-42.59667,148.23333,2012-11-13T10:45:00Z,2012,11,13,10:45:00,1789397.30416667,954257.9625,0,301592.64,21958405.1041667,0,465000,0,0
NIN20121107,Ningaloo,-21.99,113.779,2012-11-07T12:00:00Z,2012,11,7,12:00:00,15159758.9074479,2481070.7025,0,7416075.78627475,7723075.41666667,0,25661700.8229167,0,102265.299479167
DAR20121029,Darwin,-12.4,130.76805,2012-10-30T07:51:00Z,2012,10,30,07:51:00,460429762.54865,0,14938068.0693174,0,0,0,33765897.0337873,0,0
YON20121026,Yongala,-19.30847,147.61842,2012-10-26T11:20:00Z,2012,10,26,11:20:00,55686646.24375,0,0,7846121.025,12108211.4583333,0,123035025,0,0
ROT20121019,Rottnest Island,-32,115.41667,2012-10-19T09:54:00Z,2012,10,19,09:54:00,19395981.8829924,723927.763231982,0,471710.21021021,9458772.44431932,0,2506350.51718385,0,102367.667146313
MAI20121017,Maria Island,-42.59667,148.23333,2012-10-18T10:52:00Z,2012,10,18,10:52:00,2614653627.59663,2907107.27341965,0,209266262.749429,18216498.6707004,0,177534273.505331,0,0
NSI20121017,North Stradbroke,-27.345,153.562,2012-10-17T10:20:00Z,2012,10,17,10:20:00,244250482.595355,9648059.56702441,115667.631818182,12002063.7962121,19502715.6986532,0,3206439.39393939,0,0
PHB20121009,Port Hacking,-34.11923,151.22667,2012-10-10T09:44:00Z,2012,10,10,09:44:00,2385803133.88705,11002471.7619347,0,57615287.1574539,11248155.1507538,0,44681541.038526,0,0
MAI20121002,Maria Island,-42.59667,148.23333,2012-10-02T10:15:00Z,2012,10,2,10:15:00,174724963.759635,0,0,2080989.216,639771.713541667,0,11018062.9932812,0,0
ROT20120928,Rottnest Island,-32,115.41667,2012-09-28T11:41:00Z,2012,9,28,11:41:00,106146626.32608,899300.697643979,0,5974434.29417949,4488964.76876091,109654.101221641,6626690.7447644,0,214168.166448517
YON20120918,Yongala,-19.30847,147.61842,2012-09-18T11:00:00Z,2012,9,18,11:00:00,242629376.560427,0,920901.591289782,4087697.98341709,1105081.90954774,0,952889.447236181,0,0
PHB20120917,Port Hacking,-34.11923,151.22667,2012-09-18T09:38:00Z,2012,9,18,09:38:00,275836582.075568,932038.172468354,0,51516203.6027404,9966862.10868382,0,1098804.50070323,0,0
NSI20120912,North Stradbroke,-27.345,153.562,2012-09-12T10:20:00Z,2012,9,12,10:20:00,889554500.424904,34020763.8396014,3155727.65991643,99602439.6766313,5396294.29845709,0,3527097.39633558,0,0
ESP20120910,Esperance,-33.93333,121.85,2012-09-10T12:51:00Z,2012,9,10,12:51:00,192691499.307697,1116749.47864004,0,33100520.7246377,8161922.11549264,0,4663944.24334344,0,206805.459007415
NIN20120827,Ningaloo,-21.99,113.779,2012-08-27T08:05:00Z,2012,8,27,08:05:00,124362830.757856,4216158.22926294,0,8809914.67174144,1240037.64248306,0,12646454.016193,0,472575.321068238
ROT20120824,Rottnest Island,-32,115.41667,2012-08-24T11:06:00Z,2012,8,24,11:06:00,45969085.0746978,967164.797063903,0,9063351.50276338,949530.656303973,0,6639828.61042746,13564.7236614853,211948.807210708
PHB20120821,Port Hacking,-34.11923,151.22667,2012-08-22T09:19:00Z,2012,8,22,09:19:00,184773482.976681,0,106367539.593909,12566650.6638404,5747621.29864636,0,18815207.3559803,0,0
NSI20120821,North Stradbroke,-27.345,153.562,2012-08-21T10:15:00Z,2012,8,21,10:15:00,694728995.449163,3397752.34250399,400840.829346093,29937999.862201,8818498.24561403,0,36420803.0202751,0,0
MAI20120820,Maria Island,-42.59667,148.23333,2012-08-20T11:15:00Z,2012,8,20,11:15:00,35735586.25,381703.185,0,825190.973333334,3076140.20833333,0,30000,0,0
YON20120816,Yongala,-19.30847,147.61842,2012-08-16T00:00:00Z,2012,8,16,00:00:00,124629894.171641,927750.796875,3796087.91666667,409453.896666667,0,0,1126125,0,102265.299479167
NSI20120806,North Stradbroke,-27.345,153.562,2012-08-06T10:15:00Z,2012,8,6,10:15:00,166857030.280205,6202519.00547009,0,140725676.199472,7201002.71950272,0,111059458.688026,0,0
DAR20120729_16:30,Darwin,-12.4,130.76805,2012-07-30T02:00:00Z,2012,7,30,02:00:00,427315631.486394,2077706.87654703,590992.178217822,5368178.95214521,0,0,10453900.375495,0,1539042.13077558
ROT20120727,Rottnest Island,-32,115.41667,2012-07-27T09:55:00Z,2012,7,27,09:55:00,17647274.6000763,719082.146490336,0,669414130.590709,2002052.53265514,0,3576079.25127162,0,166454.200576467
YON20120726,Yongala,-19.30847,147.61842,2012-07-26T11:00:00Z,2012,7,26,11:00:00,725561065.800138,6513056.46186522,0,13133861.4238259,3238752.57731959,0,638463.084636312,0,0
MAI20120724,Maria Island,-42.59667,148.23333,2012-07-24T10:50:00Z,2012,7,24,10:50:00,176714.4375,95425.79625,0,301592.64,2159843.125,0,5250,0,0
PHB20120717,Port Hacking,-34.11923,151.22667,2012-07-17T10:00:00Z,2012,7,17,10:00:00,2744457515.74874,1110015.31092965,8171133.5080402,29076809.958124,1151126.98911223,0,474571104.250157,0,822233.563651591
NSI20120620,North Stradbroke,-27.345,153.562,2012-06-20T10:20:00Z,2012,6,20,10:20:00,73807878.5456095,800366.941902985,3028399.5021874,19730527.2789121,9989324.20075548,0,1874146.61691542,0,0
YON20120615,Yongala,-19.30847,147.61842,2012-06-15T10:41:00Z,2012,6,15,10:41:00,89820021.59375,6986765.26041667,0,1780234.33333333,196349.375,0,10413948.75,0,0
ESP20120612,Esperance,-33.93333,121.85,2012-06-12T09:24:00Z,2012,6,12,09:24:00,575239973.282646,5924218.25601375,1416630.37731959,7959234.45876289,8602936.53350515,0,15262796.8556701,0,210856.287585911
YON20120604,Yongala,-19.30847,147.61842,2012-06-04T10:30:00Z,2012,6,4,10:30:00,355697007.780303,1607817.1043771,1137107.49158249,662061964.051524,8246464.97873472,0,10237852.2727273,0,0
ROT20120523,Rottnest Island,-32,115.41667,2012-05-23T12:22:00Z,2012,5,23,12:22:00,204447082.625814,1830322.04275153,193244.138982642,1125176.55345359,7759377.42261804,0,3843072.5072324,0,986164.893723883
PHB20120517,Port Hacking,-34.11923,151.22667,2012-05-18T09:33:00Z,2012,5,18,09:33:00,996401720.96,0,21184.53,10902190.66,80229990.87,0,12701570.56,0,0
NSI20120511,North Stradbroke,-27.345,153.562,2012-05-11T10:05:00Z,2012,5,11,10:05:00,645446013.896781,382794.14832272,0,741013.857493858,17849943.1818182,0,13273037.7458256,0,0
NIN20120509,Ningaloo,-21.99,113.779,2012-05-09T10:50:00Z,2012,5,9,10:50:00,92840787.1555118,1630608.12161663,425165.969488189,5202051.25603254,1546058.07086614,0,6050726.78780143,0,0
ROT20120504,Rottnest Island,-32,115.41667,2012-05-04T13:00:00Z,2012,5,4,13:00:00,622780496.97,572554.78,0,16915951.04,57156903.56,0,40479204.63,0,0
YON20120424,Yongala,-19.30847,147.61842,2012-04-24T10:50:00Z,2012,4,24,10:50:00,353222236.006012,29645678.5079291,41353848.4660033,344246.366915423,2083973.46600332,0,118204188.677643,0,203513.033789386
DAR20120417,Darwin,-12.4,130.76805,2012-04-17T09:42:00Z,2012,4,17,09:42:00,319172506.515842,0,1055302.89607205,62831.8,0,0,23406372.243571,0,106526.353624132
KAI20120415,Kangaroo Island,-35.83217,136.44733,2012-04-15T10:42:00Z,2012,4,15,10:42:00,14844012.75,0,0,26667451.78,35295960.01,0,1007596.73,0,0
MAI20120412,Maria Island,-42.59667,148.23333,2012-04-12T10:45:00Z,2012,4,12,10:45:00,4943656.1,1929721.66,0,2668737.73,96215277.82,0,13203212.5,0,0
YON20120402,Yongala,-19.30847,147.61842,2012-04-02T10:44:00Z,2012,4,2,10:44:00,1662553231.62615,621729.129454306,11939487.8336621,679380774.39034,6285621.01787102,0,5615130.21174392,0,1907045.21173271
ROT20120329,Rottnest Island,-32,115.41667,2012-03-29T10:03:00Z,2012,3,29,10:03:00,1888728371.26,508937.58,0,26461662.84,95395112.07,0,32192585.27,0,0
MAI20120326,Maria Island,-42.59667,148.23333,2012-03-27T10:40:00Z,2012,3,27,10:40:00,63930675,0,0,29090449.01,23551518.48,0,96000,0,0
PHB20120311,Port Hacking,-34.11923,151.22667,2012-03-12T09:00:00Z,2012,3,12,09:00:00,2774652.29,0,0,81794502.4,60239621.75,0,3942500,0,0
NSI20120229,North Stradbroke,-27.345,153.562,2012-03-01T09:45:00Z,2012,3,1,09:45:00,68110101.985537,95511.756831148,102872215.115604,655061.291912722,22452032.0927724,0,5243181.3632269,0,0
ESP20120229,Esperance,-33.93333,121.85,2012-02-29T10:00:00Z,2012,2,29,10:00:00,1411615455.12,0,424835.64,26541358.69,94194330.67,0,15530306.07,0,0
NIN20120226,Ningaloo,-21.99,113.779,2012-02-26T09:54:00Z,2012,2,26,09:54:00,256994723.56,0,21991.13,6088178.36,44226453.17,0,31326365.9,0,0
MAI20120222,Maria Island,-42.59667,148.23333,2012-02-22T11:00:00Z,2012,2,22,11:00:00,55561960.31,0,0,6052575.78,94669635.18,0,630687.5,0,0
ROT20120221,Rottnest Island,-32,115.41667,2012-02-21T09:40:00Z,2012,2,21,09:40:00,244953783.36,0,34925.84,26248388.69,22385656.37,0,38335648.99,0,0
KAI20120215,Kangaroo Island,-35.83217,136.44733,2012-02-15T11:50:00Z,2012,2,15,11:50:00,950208816.08,0,0,124056468.2,74861406.26,0,643062.5,0,0
NSI20120213,North Stradbroke,-27.345,153.562,2012-02-14T08:00:00Z,2012,2,14,08:00:00,715875518.1,0,536483.83,23653543.19,90658506.72,0,4534650,0,0
PHB20120212,Port Hacking,-34.11923,151.22667,2012-02-13T10:00:00Z,2012,2,13,10:00:00,160556151,0,0,1194667846.13,64933196.46,0,9351162.23,0,0
YON20120208,Yongala,-19.30847,147.61842,2012-02-08T10:49:00Z,2012,2,8,10:49:00,1254983727.61,0,4365239.31,81596807.14,47172348.29,0,14423992.89,0,0
ROT20120130,Rottnest Island,-32,115.41667,2012-01-30T11:09:00Z,2012,1,30,11:09:00,300303872.75,0,278261.62,24583642.33,34238160.47,0,19840403.29,0,0
MAI20120119,Maria Island,-42.59667,148.23333,2012-01-19T12:00:00Z,2012,1,19,12:00:00,29134025.49,0,0,6526632.28,126394451.65,0,156000,0,0
