NRScode,Station,Latitude,Longitude,SampleDateLocal,StationDepth_m,SampleDepth_m,Year,Month,Day,Time_24hr,SampleDateUTC,Biomass_mgm3,Secchi_m,Silicate_umol_L,Phosphate_umol_L,Ammonium_umol_L,Nitrate_umol_L,Nitrite_umol_L,Oxygen_umol_L,TCO2_umol_kg,TAlkalinity_umol_kg,Salinity,Prochlorococcus_cells_ml,Synecochoccus_cells_ml,Picoeukaryotes_cells_ml,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,TSS_mg_L,InorganicFraction_mg_L,OrganicFraction_mg_L,CTDDensity_kgm3,CTDTemperature,CTDPAR_umolm2s,CTDConductivity_sm,CTDSalinity,CTDChlF_mgm3,CTDTurbidity_ntu
NSI20130326,North Stradbroke,-27.345,153.562,2013-03-26 11:10:00,60,50,2013,3,26,11:10:00,2013-03-26T01:10:00Z,,,2.5,0.49,0.05,7,,,2087.52,2326.21,35.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.4695,19.5099,,4.806189,35.513,0.29,0.1668
NSI20130418,North Stradbroke,-27.345,153.562,2013-04-18 10:05:00,60,0,2013,4,18,10:05:00,2013-04-18T00:05:00Z,,,0.4,0.1,0.41,0,,,1980.19,2308.82,35.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.3,0.2,,,,,,,
NSI20130418,North Stradbroke,-27.345,153.562,2013-04-18 10:05:00,60,10,2013,4,18,10:05:00,2013-04-18T00:05:00Z,,,0.4,0.1,0,0,,,1979.23,2311.06,35.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.4642,25.3836,,5.383047,35.2609,0.1424,0.0189
MAI20130313,Maria Island,-42.59667,148.23333,2013-03-14 10:00:00,86,30,2013,3,14,10:00:00,2013-03-13T23:00:00Z,,,0.5,0.19,0.08,0,,248.1,2058.46,2324.79,35.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.7622,17.3829,,4.560364,35.2685,0.6427,0.2111
MAI20130424,Maria Island,-42.59667,148.23333,2013-04-24 10:50:00,86,60,2013,4,24,10:50:00,2013-04-24T00:50:00Z,,,0.2,0.22,0.37,0.8,,241.7,,,35.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.1912,16.38,,4.469619,35.3436,0.3559,0.2209
PHB20121120,Port Hacking,-34.11923,151.22667,2012-11-21 09:30:00,100,60,2012,11,21,09:30:00,2012-11-20T22:30:00Z,,,3.2,0.63,0.63,8,,,2112.64,2323.55,35.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.4314,15.2208,,4.354501,35.348,1.0738,0.0869
PHB20121120,Port Hacking,-34.11923,151.22667,2012-11-21 09:30:00,100,100,2012,11,21,09:30:00,2012-11-20T22:30:00Z,,,4.4,0.79,0.06,10.6,,,2126.58,2317.56,35.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YON20130220,Yongala,-19.30847,147.61842,2013-02-20 10:42:00,28.9,20,2013,2,20,10:42:00,2013-02-20T00:42:00Z,,,1.1,0.13,0.44,0,,,1958.64,2285.38,34.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.2703,28.4499,,5.659472,34.9173,0.1955,0.1656
YON20130416,Yongala,-19.30847,147.61842,2013-04-16 11:35:00,28.9,20,2013,4,16,11:35:00,2013-04-16T01:35:00Z,,,1.1,0.17,0.05,0,,,1938.69,2245.49,34.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.5686,26.3059,,5.361427,34.3974,0.4863,0.2088
PHB20130227,Port Hacking,-34.11923,151.22667,2013-02-28 08:03:00,100,25,2013,2,28,08:03:00,2013-02-27T21:03:00Z,,,3.3,0.67,0.1,7.7,,,,,35.424,,,,0.089,0,0.113,0,,0.035,0.043,0,0,0.013,0.249,0,0,0.007,0.002,0.035,0,0,0.024,0,0,0.009,0,0,0.003,0.003,0,0,0.004,0.02,0.024,0,0.73,0.73,0,0,0,0,,,0.017,0,,,,1025.9471,16.8584,,4.519912,35.3778,2.4172,0.2003
PHB20100413,Port Hacking,-34.11923,151.22667,2010-04-14 09:18:00,100,0,2010,4,14,09:18:00,2010-04-13T23:18:00Z,,,0.5,0.07,0.05,0.1,,,2012.44,2322.45,35.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20100413,Port Hacking,-34.11923,151.22667,2010-04-14 09:18:00,100,40,2010,4,14,09:18:00,2010-04-13T23:18:00Z,,,0.9,0.11,0.05,0.2,,,2020.67,2317.75,35.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.543,18.6338,,4.703664,35.4079,2.6702,0.0958
PHB20120717,Port Hacking,-34.11923,151.22667,2012-07-17 10:00:00,100,0,2012,7,17,10:00:00,2012-07-17T00:00:00Z,,,2.3,0.11,0.22,1.3,,,2041.07,2326.99,35.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.3,0.3,,,,,,,
YON20120604,Yongala,-19.30847,147.61842,2012-06-04 10:30:00,28.9,0,2012,6,4,10:30:00,2012-06-04T00:30:00Z,,,0.5,0.07,0.16,0,,,1968.23,2279.01,35.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.4,,,,,,,
YON20120604,Yongala,-19.30847,147.61842,2012-06-04 10:30:00,28.9,10,2012,6,4,10:30:00,2012-06-04T00:30:00Z,,,0.2,0.11,0.13,0.2,,,1968.45,2279.6,35.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAI20100721,Kangaroo Island,-35.83217,136.44733,2010-07-22 07:00:00,110,20,2010,7,22,07:00:00,2010-07-21T21:30:00Z,,,0.4,0.13,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.5297,15.7334,0.0853,4.456394,35.8222,0.1198,0.6026
KAI20100215,Kangaroo Island,-35.83217,136.44733,2010-02-16 06:30:00,110,90,2010,2,16,06:30:00,2010-02-15T20:00:00Z,,,1.9,0.66,1.57,7.8,,,2121.81,2318.14,35.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.0247,12.4537,,4.065684,35.1744,,0.1027
ROT20120523,Rottnest Island,-32,115.41667,2012-05-23 12:22:00,50,20,2012,5,23,12:22:00,2012-05-23T04:22:00Z,,,2.4,0.04,0.19,0.3,,,2013.1,2310.42,35.261,,,,0.021,0,0.023,0.006,,0,0,0,0,0.005,0.035,0.001,0,0.002,0,0.022,0,0,0.004,0,0,0,0,0,0.017,0,0,0,0.004,0.025,0.029,0.013,0.179,0.192,0,0,0,0,,,0.006,0,,,,1024.3923,22.3858,,5.069936,35.2591,0.7234,0.0985
ROT20120523,Rottnest Island,-32,115.41667,2012-05-23 12:22:00,50,30,2012,5,23,12:22:00,2012-05-23T04:22:00Z,,,2.4,0.05,0.2,0.3,,,,,35.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.4575,22.3351,,5.066186,35.2674,0.6881,0.1051
ESP20120612,Esperance,-33.93333,121.85,2012-06-12 09:24:00,50,20,2012,6,12,09:24:00,2012-06-12T01:24:00Z,,,0.1,0.12,,0,,1.6,2042.4,2331.83,35.577,,,,0.08,0,0.094,0,,0.015,0,0.017,0,0.053,0.073,0.015,0,0.028,0.013,0.122,0.004,0,0.041,0,0,0.025,0,0.005,0.019,0.005,0,0,0,0.132,0.132,0,0.68,0.68,0,0,0,0,,,0.023,0,,,,,,,,,,
ESP20120612,Esperance,-33.93333,121.85,2012-06-12 09:24:00,50,40,2012,6,12,09:24:00,2012-06-12T01:24:00Z,,,0.1,0.12,,0,,1.5,2042.06,2330.62,35.577,,,,0.061,0,0.097,0,,0.011,0,0,0,0.057,0.08,0.013,0,0.029,0.011,0.125,0.004,0,0.036,0,0.006,0.023,0,0.005,0.018,0.003,0,0,0,0.129,0.129,0,0.687,0.687,0,0,0,0,,,0.023,0,,,,,,,,,,
MAI20121002,Maria Island,-42.59667,148.23333,2012-10-02 10:15:00,86,0,2012,10,2,10:15:00,2012-10-02T00:15:00Z,,,1.2,0.46,0.26,4.6,,276.6,2090.12,2310.73,35.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.05,0.3,,,,,,,
NIN20120509,Ningaloo,-21.99,113.779,2012-05-09 10:50:00,30,30,2012,5,9,10:50:00,2012-05-09T02:50:00Z,,,3.7,0.05,0.11,0.2,,,,,34.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.5055,27.1859,,5.485279,34.6254,0.5228,0.1836
NIN20120509,Ningaloo,-21.99,113.779,2012-05-09 10:50:00,30,50,2012,5,9,10:50:00,2012-05-09T02:50:00Z,,,3.7,0.07,0.14,0.3,,,1958.37,2269.07,34.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YON20120918,Yongala,-19.30847,147.61842,2012-09-18 11:00:00,28.9,26,2012,9,18,11:00:00,2012-09-18T01:00:00Z,,,1.3,0.14,0.06,0,,,1984.62,2300.45,35.302,,,,0.016,0,0.032,0,,0.012,0,0,0,0.018,0.041,0,0,0,0.003,0.026,0,0,0.016,0,0,0,0,0,0.065,0,0,0,0.005,0.008,0.013,0.045,0.168,0.213,0,0,0,0,,,0.015,0,,,,,,,,,,
NSI20130111,North Stradbroke,-27.345,153.562,2013-01-11 10:40:00,60,40,2013,1,11,10:40:00,2013-01-11T00:40:00Z,,,1.3,0.17,0.1,0.6,,,,,35.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.6394,22.136,,5.073599,35.4843,0.3855,0.7973
PHB20121009,Port Hacking,-34.11923,151.22667,2012-10-10 09:44:00,100,40,2012,10,10,09:44:00,2012-10-09T22:44:00Z,,,1,0.23,0.4,2.1,,,,,35.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.08,16.6921,,4.511915,35.4485,7.9281,0.3122
PHB20121009,Port Hacking,-34.11923,151.22667,2012-10-10 09:44:00,100,100,2012,10,10,09:44:00,2012-10-09T22:44:00Z,,,4.8,0.69,,10.5,,,,,35.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIN20121107,Ningaloo,-21.99,113.779,2012-11-07 12:00:00,30,20,2012,11,7,12:00:00,2012-11-07T04:00:00Z,,,3.5,0.14,0.05,0.9,,,1995.61,2291.62,34.917,,,,0.004,0,0.085,0,,0.053,0,0.021,0,0.033,0.083,0.009,0,0.025,0.002,0.054,0,0,0.019,0,0.004,0.005,0,0.004,0.039,0,0,0,0.004,0.106,0.11,0.025,0.402,0.427,0,0,0,0,,,0.013,0,,,,1023.9855,22.9141,,5.081008,34.9207,0.9555,0.1845
NIN20121107,Ningaloo,-21.99,113.779,2012-11-07 12:00:00,30,50,2012,11,7,12:00:00,2012-11-07T04:00:00Z,,,4.1,0.18,0.04,2,,,2011.87,2299.46,34.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.3524,22.2239,,5.01808,34.9739,0.333,0.1867
NIN20130209,Ningaloo,-21.99,113.779,2013-02-09 09:22:00,30,0,2013,2,9,09:22:00,2013-02-09T01:22:00Z,,,2.5,0.02,0.03,0,,,1963.69,2284.54,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.25,0.35,,,,,,,
NIN20130209,Ningaloo,-21.99,113.779,2013-02-09 09:22:00,30,30,2013,2,9,09:22:00,2013-02-09T01:22:00Z,,,2.6,0.05,0.1,0,,,,,34.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.2131,28.544,,5.656598,34.8252,0.3046,0.0917
ROT20120928,Rottnest Island,-32,115.41667,2012-09-28 11:41:00,50,10,2012,9,28,11:41:00,2012-09-28T03:41:00Z,,,1.9,0.1,0.06,0,,,,,35.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.4156,18.7532,,4.710636,35.3753,0.3655,0.1151
PHB20101110,Port Hacking,-34.11923,151.22667,2010-11-11 09:10:00,100,25,2010,11,11,09:10:00,2010-11-10T22:10:00Z,,,2.1,0.39,0.83,5.3,,,,,35.259,,,,0.053,0,0.081,0.003,,0,0,0.038,0,0.042,0.053,0.025,0,0.063,0.005,0.131,0.023,0,0.028,0,0.009,0.018,0,0.008,0.027,0.006,0,0,0,0.193,0.193,0,0.728,0.728,0,0,0,0,,,0.024,0,,,,,,,,,,
PHB20101110,Port Hacking,-34.11923,151.22667,2010-11-11 09:10:00,100,50,2010,11,11,09:10:00,2010-11-10T22:10:00Z,,,4.9,0.86,0.01,9.8,,,,,35.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20101110,Port Hacking,-34.11923,151.22667,2010-11-11 09:10:00,100,60,2010,11,11,09:10:00,2010-11-10T22:10:00Z,,,3.3,0.67,0.01,9.9,,,2110.93,2319.29,35.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAI20110427,Kangaroo Island,-35.83217,136.44733,2011-04-28 07:35:00,110,20,2011,4,28,07:35:00,2011-04-27T22:05:00Z,,,0.2,0.11,0.23,0.4,,,,,35.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.9722,18.397,1.4051,4.739725,35.9266,1.2993,0.1919
KAI20110427,Kangaroo Island,-35.83217,136.44733,2011-04-28 07:35:00,110,30,2011,4,28,07:35:00,2011-04-27T22:05:00Z,,,0.3,0.12,0.3,0.3,,,2087.58,2361.1,35.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.0337,18.1913,0.9383,4.715577,35.8971,1.5312,0.2001
KAI20110427,Kangaroo Island,-35.83217,136.44733,2011-04-28 07:35:00,110,90,2011,4,28,07:35:00,2011-04-27T22:05:00Z,,,0.6,0.27,0.47,1.8,,,2108.42,2349.11,35.732,,,,0.021,0,0.016,0.002,,0,0,0,0,0.024,0.027,0.003,0,0.008,0.002,0.02,0,0,0.005,0,0,0,0,0.002,0.003,0,0,0,0,0.025,0.025,0,0.112,0.112,0,0,0,0,,,0.005,0,,,,1026.5394,16.564,0.0123,4.528614,35.6902,1.1246,0.2145
NSI20100214,North Stradbroke,-27.345,153.562,2010-02-15 09:30:00,60,50,2010,2,15,09:30:00,2010-02-14T23:30:00Z,,,2.4,0.52,0,7.5,,,2096.09,2326.55,35.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.8888,17.8814,,4.637169,35.4888,0.2876,0.146
PHB20110420,Port Hacking,-34.11923,151.22667,2011-04-21 09:36:00,100,25,2011,4,21,09:36:00,2011-04-20T23:36:00Z,,,0.1,0.01,0.01,0,,,,,35.343,,,,0.014,0,0.017,0,,0.005,0,0.006,0,0.015,0.011,0.003,0,0.005,0.004,0.03,0.004,0,0.007,0,0,0,0,0,0.066,0.007,0,0,0.005,0.031,0.036,0.047,0.198,0.245,0,0,0,0,,,0.022,0,,,,1024.3898,22.6593,,5.109664,35.3458,1.7845,0.088
PHB20110420,Port Hacking,-34.11923,151.22667,2011-04-21 09:36:00,100,30,2011,4,21,09:36:00,2011-04-20T23:36:00Z,,,0.1,0.01,0.01,0,,,,,35.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.45,22.5901,,5.104241,35.3578,1.911,0.0658
PHB20110420,Port Hacking,-34.11923,151.22667,2011-04-21 09:36:00,100,40,2011,4,21,09:36:00,2011-04-20T23:36:00Z,,,0.6,0.17,0.11,2.2,,,2032.54,2323.18,35.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.5911,21.9374,,5.041107,35.391,3.3127,0.0722
PHB20111206,Port Hacking,-34.11923,151.22667,2011-12-07 09:30:00,100,75,2011,12,7,09:30:00,2011-12-06T22:30:00Z,,,0.5,0.18,1.13,1.1,,,2054.65,2327.44,35.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.1212,17.2217,,4.565736,35.4391,3.1665,0.1052
YON20100909,Yongala,-19.30847,147.61842,2010-09-09 11:00:00,28.9,26,2010,9,9,11:00:00,2010-09-09T01:00:00Z,,,1.2,0.1,0.04,0,,,1973.56,2295.05,35.236,,,,0,0,0,0.01,,0,0,0,0,0.011,0.012,0,0,0,0.002,0.022,0,0,0.008,0,0,0,0,0,0.121,0,0,0,0,0.011,0.011,0.073,0.118,0.191,0,0,0,0,,,0.024,0,,,,,,,,,,
PHB20090422,Port Hacking,-34.11923,151.22667,2009-04-23 09:38:00,100,30,2009,4,23,09:38:00,2009-04-22T23:38:00Z,,,0.9,0.13,0.37,0.7,,,,,35.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20090422,Port Hacking,-34.11923,151.22667,2009-04-23 09:38:00,100,40,2009,4,23,09:38:00,2009-04-22T23:38:00Z,,,0.9,0.14,0.43,0.8,,,2041.22,2324.98,35.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20100316,Port Hacking,-34.11923,151.22667,2010-03-17 09:05:00,100,25,2010,3,17,09:05:00,2010-03-16T22:05:00Z,,,0.5,0.11,0,0.2,,,,,35.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0665,19.9887,,4.8473005,35.4555,13.3046,0.1832
PHB20110619,Port Hacking,-34.11923,151.22667,2011-06-20 09:34:00,100,40,2011,6,20,09:34:00,2011-06-19T23:34:00Z,,,0.2,0.22,0.38,1.1,,,,,35.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.6291,18.7561,,4.725919,35.49015,2.2828,0.21575
PHB20111117,Port Hacking,-34.11923,151.22667,2011-11-18 09:36:00,100,30,2011,11,18,09:36:00,2011-11-17T22:36:00Z,,,1.1,0.24,0.35,1.7,,,,,35.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.9166,16.9236,,4.526369,35.3749,3.2156,0.0914
PHB20111117,Port Hacking,-34.11923,151.22667,2011-11-18 09:36:00,100,60,2011,11,18,09:36:00,2011-11-17T22:36:00Z,,,2.5,0.5,0.15,6.2,,,2094.09,2325.63,35.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.462,15.4691,,4.38762,35.4243,1.2746,0.0726
YON20091215,Yongala,-19.30847,147.61842,2009-12-15 11:25:00,28.9,0,2009,12,15,11:25:00,2009-12-15T01:25:00Z,,,0.9,0.07,0.34,0,,,1968.78,2291.4,35.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,1.05,0.4,,,,,,,
PHB20120517,Port Hacking,-34.11923,151.22667,2012-05-18 09:33:00,100,60,2012,5,18,09:33:00,2012-05-17T23:33:00Z,,,2.5,0.12,0.2,2,,,2035.59,2321.18,35.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.4214,19.8702,,4.839334,35.4776,1.3839,0.2712
MAI20090716,Maria Island,-42.59667,148.23333,2009-07-16 11:36:00,86,75,2009,7,16,11:36:00,2009-07-16T01:36:00Z,,,0.9,0.3,0.09,3.1,,,2094.8,2320.23,35.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.8759,12.8551,,4.102426,35.1596,0.1647,0.25
YON20100729,Yongala,-19.30847,147.61842,2010-07-29 11:22:00,28.9,10,2010,7,29,11:22:00,2010-07-29T01:22:00Z,,,0.6,0.02,0.01,0.1,,,1980.45,2303.55,35.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIN20120226,Ningaloo,-21.99,113.779,2012-02-26 09:54:00,30,40,2012,2,26,09:54:00,2012-02-26T01:54:00Z,,,3.8,0.14,0.05,0.6,,,1988.41,2285.38,34.744,,,,0.045,0,0.041,0.012,,0,0,0.012,0,0.019,0.103,0.005,0,0.012,0.003,0.052,0.011,0,0.01,0,0,0.004,0,0,0.044,0,0,0,0,0.054,0.054,0.032,0.398,0.43,0,0,0.078,0,,,0.034,0,,,,1022.8025,26.6462,,5.444473,34.7341,0.709,0.6247
NIN20120226,Ningaloo,-21.99,113.779,2012-02-26 09:54:00,30,50,2012,2,26,09:54:00,2012-02-26T01:54:00Z,,,4.2,0.13,0.03,0.6,,,1986.7,2279.89,34.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROT20100416,Rottnest Island,-32,115.41667,2010-04-16 08:30:00,50,10,2010,4,16,08:30:00,2010-04-16T00:30:00Z,,,2,0.1,0.18,0,,,,,35.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROT20100416,Rottnest Island,-32,115.41667,2010-04-16 08:30:00,50,30,2010,4,16,08:30:00,2010-04-16T00:30:00Z,,,2,0.17,0.31,0.2,,,,,35.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YON20110414,Yongala,-19.30847,147.61842,2011-04-14 11:27:00,28.9,0,2011,4,14,11:27:00,2011-04-14T01:27:00Z,,,4.4,0.18,0.08,0.2,,,1871.23,2153.7,32.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.85,0.4,,,,,,,
MAI20110812,Maria Island,-42.59667,148.23333,2011-08-12 10:55:00,86,40,2011,8,12,10:55:00,2011-08-12T00:55:00Z,,,0.5,0.34,0.01,4,,269.4,,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.8818,12.225,,4.043917,35.1998,0.1766,0.1984
MAI20090506,Maria Island,-42.59667,148.23333,2009-05-06 11:20:00,86,30,2009,5,6,11:20:00,2009-05-06T01:20:00Z,,,0.5,0.18,0,1.9,,,2071.73,2331.79,35.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.3097,15.8115,,4.429119,35.5021,0.3477,0.238
MAI20090506,Maria Island,-42.59667,148.23333,2009-05-06 11:20:00,86,75,2009,5,6,11:20:00,2009-05-06T01:20:00Z,,,0.9,0.3,0.21,3,,,2082.72,2321.8,35.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.586,14.7516,,4.303205,35.2985,0.126,0.2811
ESP20090512,Esperance,-33.93333,121.85,2009-05-12 12:10:00,50,0,2009,5,12,12:10:00,2009-05-12T04:10:00Z,,,0.1,0.22,,0.1,,1.5,2067.84,2346.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP20090512,Esperance,-33.93333,121.85,2009-05-12 12:10:00,50,10,2009,5,12,12:10:00,2009-05-12T04:10:00Z,,,0.1,0.22,,0.1,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.667,19.2042,,4.814103,35.8559,0.2035,0.2779
PHB20090819,Port Hacking,-34.11923,151.22667,2009-08-20 09:19:00,100,20,2009,8,20,09:19:00,2009-08-19T23:19:00Z,,,0.7,0.11,0.11,0.5,,,2047.75,2329.49,35.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.995,17.0146,,4.5511,35.5151,2.2688,0.0972
MAI20090907,Maria Island,-42.59667,148.23333,2009-09-07 11:25:00,86,75,2009,9,7,11:25:00,2009-09-07T01:25:00Z,,,0.9,0.29,0.18,3,,,2099.53,2321.35,35.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.024,12.3638,,4.060988,35.2199,0.2141,0.235
MAI20091111,Maria Island,-42.59667,148.23333,2009-11-11 11:30:00,86,60,2009,11,11,11:30:00,2009-11-11T00:30:00Z,,,0.9,0.31,0.12,3.7,,273.9,,,35.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.7917,12.6289,,4.071152,35.076,0.1158,0.2294
NSI20091115,North Stradbroke,-27.345,153.562,2009-11-16 08:20:00,60,20,2009,11,16,08:20:00,2009-11-15T22:20:00Z,,,0.1,0.05,0.09,0.1,,,,,35.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.1693,23.5993,,5.219227,35.4353,0.2013,0.0464
MAI20100527,Maria Island,-42.59667,148.23333,2010-05-27 11:30:00,86,0,2010,5,27,11:30:00,2010-05-27T01:30:00Z,,,1,0.28,0.12,3.5,,247.1,2077.74,2332.09,35.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.6,0.3,,,,,,,
MAI20100722,Maria Island,-42.59667,148.23333,2010-07-22 11:10:00,86,40,2010,7,22,11:10:00,2010-07-22T01:10:00Z,,,0.7,0.3,0.07,3.4,,,,,35.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.7148,13.1097,,4.131131,35.2117,0.2165,0.2049
MAI20100722,Maria Island,-42.59667,148.23333,2010-07-22 11:10:00,86,60,2010,7,22,11:10:00,2010-07-22T01:10:00Z,,,0.8,0.3,0.08,3.6,,,,,35.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.805,13.1133,,4.132538,35.2131,0.2186,0.2163
ROT20100924,Rottnest Island,-32,115.41667,2010-09-24 12:22:00,50,0,2010,9,24,12:22:00,2010-09-24T04:22:00Z,,,1.9,0.08,0.05,0,,,2024.32,2329.77,35.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.1,,,,,,,
