NRScode,Station,Latitude,Longitude,SampleDateLocal,StationDepth_m,SampleDepth_m,Year,Month,Day,Time_24hr,SampleDateUTC,Biomass_mgm3,Secchi_m,Silicate_umol_L,Phosphate_umol_L,Ammonium_umol_L,Nitrate_umol_L,Nitrite_umol_L,Oxygen_umol_L,TCO2_umol_kg,TAlkalinity_umol_kg,Salinity,Prochlorococcus_cells_ml,Synecochoccus_cells_ml,Picoeukaryotes_cells_ml,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,TSS_mg_L,InorganicFraction_mg_L,OrganicFraction_mg_L,CTDDensity_kgm3,CTDTemperature,CTDPAR_umolm2s,CTDConductivity_sm,CTDSalinity,CTDChlF_mgm3,CTDTurbidity_ntu
YON20100909,Yongala,-19.30847,147.61842,2010-09-09 11:00:00,28.9,0,2010,9,9,11:00:00,2010-09-09T01:00:00Z,,,1.2,0.1,0.02,0,,,1979.99,2298.7,35.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.65,0.3,,,,,,,
KAI20120116,Kangaroo Island,-35.83217,136.44733,2012-01-17 07:00:00,110,10,2012,1,17,07:00:00,2012-01-16T20:30:00Z,,,0.1,0.08,0.2,0.1,,,2085.86,2351.22,35.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.8658,18.3003,,4.716234,35.815,0.1693,0.1244
KAI20120116,Kangaroo Island,-35.83217,136.44733,2012-01-17 07:00:00,110,40,2012,1,17,07:00:00,2012-01-16T20:30:00Z,,,0.1,0.04,0.19,0,,,,,35.848,,,,0.006,0,0.017,0.004,,0,0,0,0,0.006,0.015,0.003,0,0.008,0.003,0.013,0.005,0,0.004,0,0,0.003,0,0,0.092,0,0,0,0.004,0.033,0.037,0.074,0.146,0.22,0,0,0,0,,,0.022,0,,,,1026.0557,18.0336,,4.691402,35.8248,0.2171,0.1704
PHB20090422,Port Hacking,-34.11923,151.22667,2009-04-23 09:38:00,100,60,2009,4,23,09:38:00,2009-04-22T23:38:00Z,,,0.9,0.15,0.36,1,,,2043.96,2325.77,35.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20090422,Port Hacking,-34.11923,151.22667,2009-04-23 09:38:00,100,75,2009,4,23,09:38:00,2009-04-22T23:38:00Z,,,0.9,0.15,0.37,1.2,,,2047.51,2327.06,35.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20100316,Port Hacking,-34.11923,151.22667,2010-03-17 09:05:00,100,10,2010,3,17,09:05:00,2010-03-16T22:05:00Z,,,0.1,0.03,0.05,0.1,,,,,35.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.29745,22.7817,,5.1210695,35.3404,0.82575,0.10795
PHB20100316,Port Hacking,-34.11923,151.22667,2010-03-17 09:05:00,100,20,2010,3,17,09:05:00,2010-03-16T22:05:00Z,,,0.2,0.08,0,0,,,2011.54,2320.39,35.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.50875,21.8484,,5.029868,35.38195,3.4087,0.12385
PHB20101019,Port Hacking,-34.11923,151.22667,2010-10-20 10:40:00,100,20,2010,10,20,10:40:00,2010-10-19T23:40:00Z,,,0.6,0.27,0.28,1.7,,,2049.87,2334.13,35.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.5928,18.7487,,4.731275,35.5495,1.1996,0.0645
PHB20101019,Port Hacking,-34.11923,151.22667,2010-10-20 10:40:00,100,50,2010,10,20,10:40:00,2010-10-19T23:40:00Z,,,1.1,0.36,0.19,3.4,,,,,35.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.7981,18.3076,,4.686383,35.5392,0.9374,0.0563
YON20120208,Yongala,-19.30847,147.61842,2012-02-08 10:49:00,28.9,0,2012,2,8,10:49:00,2012-02-08T00:49:00Z,,,7.3,0.02,0.07,0,,,1949.29,2263.53,33.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.8,0.1,,,,,,,
PHB20110619,Port Hacking,-34.11923,151.22667,2011-06-20 09:34:00,100,25,2011,6,20,09:34:00,2011-06-19T23:34:00Z,,,0.5,0.18,0.4,0.9,,,,,35.52,,,,0.047,0,0.058,0,,0.02,0,0.005,0,0.052,0.084,0.009,0,0.016,0.005,0.081,0,0,0.026,0,0,0.02,0,0,0.045,0.004,0,0,0,0.064,0.064,0.019,0.491,0.51,0,0,0,0,,,0.025,0,,,,1025.5859,18.7028,,4.720491,35.4961,2.5324,0.2273
PHB20110619,Port Hacking,-34.11923,151.22667,2011-06-20 09:34:00,100,50,2011,6,20,09:34:00,2011-06-19T23:34:00Z,,,0.7,0.2,0.45,1.2,,,,,35.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.7631,18.4142,,4.694204,35.5132,0.3201,0.1343
YON20100119,Yongala,-19.30847,147.61842,2010-01-19 10:45:00,28.9,0,2010,1,19,10:45:00,2010-01-19T00:45:00Z,,,1.5,0.03,0.02,0,,,1959.51,2289.61,35.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.3,0.3,,,,,,,
ROT20100617,Rottnest Island,-32,115.41667,2010-06-17 10:05:00,50,30,2010,6,17,10:05:00,2010-06-17T02:05:00Z,,,2.4,0.13,0.27,0.7,,,,,35.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.89055,21.2546,,4.976498,35.44325,0.5679,0.27055
ROT20100617,Rottnest Island,-32,115.41667,2010-06-17 10:05:00,50,48,2010,6,17,10:05:00,2010-06-17T02:05:00Z,,,2.4,0.16,0.32,0.9,,,2056.17,2333.62,35.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20111117,Port Hacking,-34.11923,151.22667,2011-11-18 09:36:00,100,75,2011,11,18,09:36:00,2011-11-17T22:36:00Z,,,2.1,0.54,1.8,6.4,,,2091.97,2326.29,35.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.5448,15.3532,,4.376007,35.418,1.1564,0.1083
YON20091215,Yongala,-19.30847,147.61842,2009-12-15 11:25:00,28.9,10,2009,12,15,11:25:00,2009-12-15T01:25:00Z,,,0.8,0.06,0.22,0,,,1972.54,2296.76,35.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.7263,27.5064,,5.595156,35.1713,0.1083,0.196
MAI20090716,Maria Island,-42.59667,148.23333,2009-07-16 11:36:00,86,60,2009,7,16,11:36:00,2009-07-16T01:36:00Z,,,0.9,0.31,0.06,3,,,,,35.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.7867,13.1796,,4.138919,35.2123,0.2218,0.2311
NIN20120226,Ningaloo,-21.99,113.779,2012-02-26 09:54:00,30,0,2012,2,26,09:54:00,2012-02-26T01:54:00Z,,,3.5,0.08,0.03,0,,,1970.3,2277.48,34.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.8,0.1,,,,,,,
NIN20120226,Ningaloo,-21.99,113.779,2012-02-26 09:54:00,30,30,2012,2,26,09:54:00,2012-02-26T01:54:00Z,,,3.8,0.11,0.03,0.3,,,,,34.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.6955,26.8743,,5.469647,34.7464,0.6364,0.5978
NIN20110706,Ningaloo,-21.99,113.779,2011-07-06 11:04:00,30,10,2011,7,6,11:04:00,2011-07-06T03:04:00Z,,,2.8,0.08,0.02,0,,,,,34.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP20110512,Esperance,-33.93333,121.85,2011-05-12 10:10:00,50,30,2011,5,12,10:10:00,2011-05-12T02:10:00Z,,,0.1,0.12,,0.1,,1.7,,,35.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.215,20.4638,,4.912293,35.5851,0.362,0.4429
MAI20110812,Maria Island,-42.59667,148.23333,2011-08-12 10:55:00,86,60,2011,8,12,10:55:00,2011-08-12T00:55:00Z,,,0.4,0.35,0.02,4,,264.6,,,35.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.9731,12.1942,,4.04142,35.1957,0.1409,0.2213
MAI20110531,Maria Island,-42.59667,148.23333,2011-05-31 11:38:00,86,0,2011,5,31,11:38:00,2011-05-31T01:38:00Z,,,0.4,0.34,0.09,3,,,2084.62,2313.49,35.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0,0.5,,,,,,,
MAI20090421,Maria Island,-42.59667,148.23333,2009-04-21 11:45:00,86,10,2009,4,21,11:45:00,2009-04-21T01:45:00Z,,,0.6,0.2,0.12,1.8,,,2074.78,2331.13,35.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20090421,Maria Island,-42.59667,148.23333,2009-04-21 11:45:00,86,75,2009,4,21,11:45:00,2009-04-21T01:45:00Z,,,0.6,0.22,0.22,2,,,2077.94,2326.66,35.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20090506,Maria Island,-42.59667,148.23333,2009-05-06 11:20:00,86,20,2009,5,6,11:20:00,2009-05-06T01:20:00Z,,,0.4,0.18,0.05,1.8,,249.2,,,35.519,,,,0.053,0,0.068,0.009,,0,0,0.014,0,0.038,0.031,0.016,0,0.033,0.014,0.096,0,0,0.022,0,0,0.026,0,0,0.027,0,0,0,0,0.143,0.143,0.013,0.547,0.56,0,0,0,0,,,0.025,0,,,,1026.2662,15.8186,,4.429467,35.5029,0.3186,0.2217
PHB20090819,Port Hacking,-34.11923,151.22667,2009-08-20 09:19:00,100,0,2009,8,20,09:19:00,2009-08-19T23:19:00Z,,,0.7,0.11,0.13,0.5,,,2042.75,2331.41,35.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20090907,Maria Island,-42.59667,148.23333,2009-09-07 11:25:00,86,30,2009,9,7,11:25:00,2009-09-07T01:25:00Z,,,1,0.3,0.04,3.2,,,,,35.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.795,12.4182,,4.061881,35.1968,0.352,0.2194
NSI20091006,North Stradbroke,-27.345,153.562,2009-10-07 09:07:00,60,0,2009,10,7,09:07:00,2009-10-06T23:07:00Z,,,0,0.07,0.22,0.1,,,1988.35,2307.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20091111,Maria Island,-42.59667,148.23333,2009-11-11 11:30:00,86,40,2009,11,11,11:30:00,2009-11-11T00:30:00Z,,,0.4,2.3,0.17,1.5,,274.1,,,35.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.6115,13.1634,,4.125817,35.1113,0.3224,0.204
NSI20091115,North Stradbroke,-27.345,153.562,2009-11-16 08:20:00,60,40,2009,11,16,08:20:00,2009-11-15T22:20:00Z,,,1.1,0.25,0.75,1.5,,,,,35.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.4497,22.9213,,5.149625,35.4387,0.1973,0.2406
PHB20100119,Port Hacking,-34.11923,151.22667,2010-01-20 09:20:00,100,75,2010,1,20,09:20:00,2010-01-19T22:20:00Z,,,6.4,0.92,0.4,11,,,2134.73,2323.22,35.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.4243,15.7881,,4.416147,35.3887,0.8858,0.2197
MAI20100527,Maria Island,-42.59667,148.23333,2010-05-27 11:30:00,86,10,2010,5,27,11:30:00,2010-05-27T01:30:00Z,,,1,0.29,0.08,3.5,,247,2078.07,2327.43,35.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.346,15.1336,,4.356515,35.4659,0.1191,0.1895
MAI20100527,Maria Island,-42.59667,148.23333,2010-05-27 11:30:00,86,80,2010,5,27,11:30:00,2010-05-27T01:30:00Z,,,1,0.3,0.08,3.6,,225.4,2079.4,2332.45,35.467,,,,0,0,0.01,0,,0,0,0,0,0.017,0.018,0.005,0,0.014,0.003,0.027,0,0,0.003,0,0,0.005,0,0,0,0,0,0,0,0.048,0.048,0,0.156,0.156,0,0,0,0,,,0.003,0,,,,1026.6805,14.9944,,4.345068,35.4593,0.2036,0.2133
MAI20100722,Maria Island,-42.59667,148.23333,2010-07-22 11:10:00,86,10,2010,7,22,11:10:00,2010-07-22T01:10:00Z,,,0.7,0.29,0,3.4,,,2094.44,2311.13,35.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.5823,13.1231,,4.132001,35.2205,0.1387,0.2026
ROT20100924,Rottnest Island,-32,115.41667,2010-09-24 12:22:00,50,10,2010,9,24,12:22:00,2010-09-24T04:22:00Z,,,1.9,0.08,0.04,0,,,,,35.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.242,19.8141,,4.835138,35.5088,,7.6049
PHB20120212,Port Hacking,-34.11923,151.22667,2012-02-13 10:00:00,100,20,2012,2,13,10:00:00,2012-02-12T23:00:00Z,,,1.8,0.06,0.09,0,,,1990.5,2292.94,34.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.3428,21.632,,4.949452,34.922,1.8115,0.1473
PHB20120212,Port Hacking,-34.11923,151.22667,2012-02-13 10:00:00,100,60,2012,2,13,10:00:00,2012-02-12T23:00:00Z,,,7.3,0.8,1.06,10,,,2126.83,2317.43,35.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.5833,14.3791,,4.26275,35.2705,1.1527,0.359
PHB20120212,Port Hacking,-34.11923,151.22667,2012-02-13 10:00:00,100,75,2012,2,13,10:00:00,2012-02-12T23:00:00Z,,,7.3,0.78,0.24,10,,,2123.82,2317.31,35.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.6772,14.2283,,4.248381,35.2691,1.0336,0.4152
YON20110527,Yongala,-19.30847,147.61842,2011-05-27 10:50:00,28.9,26,2011,5,27,10:50:00,2011-05-27T00:50:00Z,,,2.8,0.15,0.01,0.1,,,1948.09,2247.03,34.303,,,,0.019,0,0.02,0,,0.016,0,0,0,0.013,0.034,0.003,0,0.005,0.003,0.037,0.007,0,0.012,0,0,0.004,0,0,0.069,0,0,0,0,0.023,0.023,0,0.23,0.23,0,0,0,0,,,0.018,0,,,,,,,,,,
PHB20090623,Port Hacking,-34.11923,151.22667,2009-06-24 09:10:00,100,10,2009,6,24,09:10:00,2009-06-23T23:10:00Z,,,0.9,0.15,0.06,0.8,,,,,35.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20090623,Port Hacking,-34.11923,151.22667,2009-06-24 09:10:00,100,75,2009,6,24,09:10:00,2009-06-23T23:10:00Z,,,3.2,0.64,0.12,8.5,,,2098.34,2324.18,35.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YON20090909,Yongala,-19.30847,147.61842,2009-09-09 10:40:00,28.9,26,2009,9,9,10:40:00,2009-09-09T00:40:00Z,,,0.6,0.07,0.18,0.1,,,1982.91,2297.59,35.141,,,,0.013,0,0.019,0,,0,0,0,0,0.008,0.044,0,0,0,0,0.029,0,0,0.015,0,0,0,0,0,0.054,0,0,0,0,0,0,0.028,0.166,0.194,0,0,0,0,,,0.015,0,,,,1023.5921,24.8338,,5.306554,35.1168,0.3125,0.2522
MAI20091013,Maria Island,-42.59667,148.23333,2009-10-13 11:00:00,86,0,2009,10,13,11:00:00,2009-10-13T00:00:00Z,,,0,0.23,0.23,0.5,,286.1,2071.95,2309.63,35.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.1,0.6,,,,,,,
MAI20091013,Maria Island,-42.59667,148.23333,2009-10-13 11:00:00,86,60,2009,10,13,11:00:00,2009-10-13T00:00:00Z,,,0.5,0.39,0.43,2.8,,,,,35.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.8922,12.2073,,4.032056,35.0923,0.3536,0.2194
KAI20100419,Kangaroo Island,-35.83217,136.44733,2010-04-20 07:00:00,110,10,2010,4,20,07:00:00,2010-04-19T21:30:00Z,,,,,,,,,2086.6,2370.23,35.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.0094,17.7073,0.2401,4.655066,35.8109,0.1206,0.5771
KAI20110319,Kangaroo Island,-35.83217,136.44733,2011-03-20 09:40:00,110,50,2011,3,20,09:40:00,2011-03-19T23:10:00Z,,,0.8,0.43,0.44,4,,,2113.42,2329.01,35.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.7289,13.8254,0.0175,4.217879,35.3647,1.0873,0.1307
PHB20100218,Port Hacking,-34.11923,151.22667,2010-02-19 09:05:00,100,40,2010,2,19,09:05:00,2010-02-18T22:05:00Z,,,0.4,0.07,0.19,0.1,,,2035.7,2323,35.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20091215,North Stradbroke,-27.345,153.562,2009-12-16 09:00:00,60,50,2009,12,16,09:00:00,2009-12-15T23:00:00Z,,,1.6,0.32,0.27,3.9,,,2074.21,2330.44,35.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.5564,19.3246,,4.789109,35.5289,0.4199,0.5359
KAI20100315,Kangaroo Island,-35.83217,136.44733,2010-03-16 06:00:00,110,0,2010,3,16,06:00:00,2010-03-15T19:30:00Z,,,0.5,0.09,0.19,0,,,2077.56,2346.94,35.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YON20101101,Yongala,-19.30847,147.61842,2010-11-01 11:45:00,28.9,10,2010,11,1,11:45:00,2010-11-01T01:45:00Z,,,1.3,0.1,0.02,0,,,1972.82,2305.79,35.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP20110818,Esperance,-33.93333,121.85,2011-08-18 10:20:00,50,50,2011,8,18,10:20:00,2011-08-18T02:20:00Z,,,0,0.09,,0.1,,1.3,2039.48,2322.53,35.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.2098,16.2354,,4.45904,35.382,1.3541,0.2771
PHB20110517,Port Hacking,-34.11923,151.22667,2011-05-18 09:25:00,100,100,2011,5,18,09:25:00,2011-05-17T23:25:00Z,,,1.2,0.35,0.63,3.7,,,2061.23,2327.29,35.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20111005,Maria Island,-42.59667,148.23333,2011-10-05 12:24:00,86,50,2011,10,5,12:24:00,2011-10-05T01:24:00Z,,,1.3,0.4,0.21,3.9,,269.3,2096.09,2325.64,35.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.9294,12.4985,,4.078687,35.2752,0.5056,0.1625
PHB20090714,Port Hacking,-34.11923,151.22667,2009-07-15 09:15:00,100,40,2009,7,15,09:15:00,2009-07-14T23:15:00Z,,,2,0.4,0.3,4.7,,,2070.09,2324.83,35.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.066,16.8591,,4.528644,35.4479,1.2352,0.4432
PHB20090518,Port Hacking,-34.11923,151.22667,2009-05-19 09:25:00,100,40,2009,5,19,09:25:00,2009-05-18T23:25:00Z,,,1.2,0.22,0.2,1.9,,,2024.61,2313.69,35.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.982,20.5357,,4.881828,35.2738,2.1161,0.0725
PHB20091206,Port Hacking,-34.11923,151.22667,2009-12-07 09:14:00,100,0,2009,12,7,09:14:00,2009-12-06T22:14:00Z,,,0.4,0.07,0.02,0,,,2033.19,2325.11,35.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.1,0.2,,,,,,,
YON20100817,Yongala,-19.30847,147.61842,2010-08-17 10:15:00,28.9,0,2010,8,17,10:15:00,2010-08-17T00:15:00Z,,,1,0.13,0.06,0,,,1984.82,2307.28,35.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.05,0.25,,,,,,,
YON20100817,Yongala,-19.30847,147.61842,2010-08-17 10:15:00,28.9,26,2010,8,17,10:15:00,2010-08-17T00:15:00Z,,,1,0.12,0.03,0,,,1985.19,2305.51,35.307,,,,0,0,0,0.006,,0,0,0,0,0.008,0.008,0,0,0,0,0.018,0,0,0.005,0,0,0,0,0.007,0.109,0,0,0,0.012,0,0.012,0.082,0.078,0.16,0,0,0,0,,,0.017,0,,,,,,,,,,
ESP20110120,Esperance,-33.93333,121.85,2011-01-20 08:50:00,50,40,2011,1,20,08:50:00,2011-01-20T00:50:00Z,,,0.1,0.05,,0.1,,1.3,2062.14,2346.39,35.864,,,,0.048,0,0.053,0,,0.013,0,0.012,0,0.043,0.07,0.009,0,0.025,0.007,0.069,0,0,0.018,0,0.005,0.01,0,0.005,0.039,0,0,0,0,0.085,0.085,0.034,0.431,0.465,0,0,0,0,,,0.02,0,,,,1025.682,19.4426,,4.832247,35.7907,0.1799,0.2668
MAI20101214,Maria Island,-42.59667,148.23333,2010-12-14 11:05:00,86,10,2010,12,14,11:05:00,2010-12-14T00:05:00Z,,,0,0.18,0,0,,288.4,,,34.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.2007,14.0504,,4.197145,34.9816,0.7327,0.2945
MAI20101214,Maria Island,-42.59667,148.23333,2010-12-14 11:05:00,86,30,2010,12,14,11:05:00,2010-12-14T00:05:00Z,,,0.1,0.22,0.12,0.7,,273.1,,,34.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.3531,13.738,,4.16734,34.9793,0.675,0.2472
NSI20111220,North Stradbroke,-27.345,153.562,2011-12-21 09:15:00,60,0,2011,12,21,09:15:00,2011-12-20T23:15:00Z,,,0.8,0.05,0.16,0,,,1995.53,2329.94,35.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6,0.4,,,,,,,
MAI20120222,Maria Island,-42.59667,148.23333,2012-02-22 11:00:00,86,75,2012,2,22,11:00:00,2012-02-22T00:00:00Z,,,3.3,0.65,0.09,9.2,,204.9,2117.33,2321.08,35.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.714,14.1196,,4.2401,35.2915,0.0516,0.2278
NSI20110412,North Stradbroke,-27.345,153.562,2011-04-13 09:25:00,60,50,2011,4,13,09:25:00,2011-04-12T23:25:00Z,,,1.6,0.24,0.16,5.6,,,2078.49,2332.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.2433,20.4732,,4.90975,35.5492,0.1949,0.197
YON20110720,Yongala,-19.30847,147.61842,2011-07-20 11:37:00,28.9,20,2011,7,20,11:37:00,2011-07-20T01:37:00Z,,,1.9,0.15,0.03,0.1,,,1972.12,2271.31,34.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.2172,21.7118,,4.939522,34.7789,0.1643,0.1421
PHB20091011,Port Hacking,-34.11923,151.22667,2009-10-12 09:28:00,100,40,2009,10,12,09:28:00,2009-10-11T22:28:00Z,,,0.9,0.21,0.85,1.7,,,2052.69,2328.66,35.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.7008,18.3129,,4.675227,35.4434,1.9404,0.218
PHB20091011,Port Hacking,-34.11923,151.22667,2009-10-12 09:28:00,100,75,2009,10,12,09:28:00,2009-10-11T22:28:00Z,,,1.5,0.27,0.83,2.5,,,2060.25,2327.12,35.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP20100322,Esperance,-33.93333,121.85,2010-03-22 09:40:00,50,20,2010,3,22,09:40:00,2010-03-22T01:40:00Z,,,0,0.21,,0.1,,0.9,2076.46,2341.3,35.638,,,,0.023,0,0.041,0,,0,0,0.036,0,0.03,0.036,0.007,0,0.016,0.004,0.069,0.01,0,0.02,0,0,0.012,0,0,0.063,0,0,0,0,0.071,0.071,0.02,0.404,0.424,0,0,0,0,,,0.028,0,,,,1025.5599,18.9809,,4.765975,35.6414,0.3633,0.342
PHB20110203,Port Hacking,-34.11923,151.22667,2011-02-04 09:58:00,100,20,2011,2,4,09:58:00,2011-02-03T22:58:00Z,,,0.1,0.11,0,0.1,,,2017.17,2326.95,35.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.8647,20.6778,,4.919244,35.4657,2.7617,0.0903
NSI20120213,North Stradbroke,-27.345,153.562,2012-02-14 08:00:00,60,30,2012,2,14,08:00:00,2012-02-13T22:00:00Z,,,2.2,0.08,0.08,0,,,1978,2306.75,35.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.4891,25.4338,,5.399514,35.3369,0.1822,0.0555
MAI20120326,Maria Island,-42.59667,148.23333,2012-03-27 10:40:00,86,10,2012,3,27,10:40:00,2012-03-26T23:40:00Z,,,0,0.1,0.05,0.1,,245.1,2058.15,2327.57,35.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.8516,17.1641,,4.55649,35.4343,0.1497,0.1906
