NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acanthostomella norvegica,Actinoptychus senarius,Akashiwo sanguinea,Alexandrium pseudogonyaulax,Amphisolenia bidentata,Asterionellopsis glacialis,Asteromphalus hyalinus,Bacillaria paxillifera,Bacteriastrum comosum,Bacteriastrum delicatulum,Bacteriastrum elongatum,Bacteriastrum furcatum,Bacteriastrum hyalinum,Cerataulina pelagica,Ceratocorys horrida,Ceratoperidinium falcatum,Chaetoceros aequatorialis,Chaetoceros affinis,Chaetoceros anastomosans,Chaetoceros atlanticus,Chaetoceros brevis/laciniosus,Chaetoceros coarctatus,Chaetoceros coarctatus (+ciliates),Chaetoceros compressus,Chaetoceros concavicorne,Chaetoceros convolutus,Chaetoceros criophilus,Chaetoceros curvisetus,Chaetoceros danicus,Chaetoceros debilis,Chaetoceros decipiens < 15 µm cell width,Chaetoceros decipiens > 15 µm cell width,Chaetoceros densus,Chaetoceros dichaetus,Chaetoceros didymus,Chaetoceros eibenii,Chaetoceros laeve,Chaetoceros lorenzianus,Chaetoceros messanense,Chaetoceros minimus,Chaetoceros neglectus,Chaetoceros peruvianus < 40 µm cell width,Chaetoceros peruvianus > 40 µm cell width,Chaetoceros radicans,Chaetoceros rostratus,Chaetoceros similis,Chaetoceros simplex,Chaetoceros socialis,Chaetoceros subtilis,Cladopyxis brachiolata,Climacocylis scalaroides,Climacodium frauenfeldianum,Codonellopsis morchella,Codonellopsis pusilla,Corethron pennatum,Coscinodiscus jonesianus,Coscinodiscus radiatus,Coscinodiscus wailesii,Cylindrotheca closterium,Cymatosira lorenziana,Cyttarocylis ampulla,Dactyliosolen blavyanus,Dactyliosolen fragilissimus,Dactyliosolen phuketensis,Dadayiella ganymedes,Detonula pumila,Dictyocha crux,Dictyocha fibula,Dictyocha fibula var. pentagona,Dictyocha speculum,Dictyocysta elegans,Dinophysis acuminata,Dinophysis acuta,Dinophysis caudata,Dinophysis dens,Dinophysis fortii,Dinophysis miles,Dinophysis tripos,Dinophysis truncata,Ditylum brightwellii < 40 µm width,Ditylum brightwellii > 40 µm width,Epiplocylis healdi,Eucampia cornuta,Eutintinnus apertus,Eutintinnus lususundae,Eutintinnus medius,Favella ehrenbergii,Goniodoma polyedricum,Gonyaulax birostris,Gossleriella tropica,Grammatophora oceanica,Guinardia cylindrus,Guinardia delicatula,Guinardia flaccida <150 µm length,Guinardia flaccida >150 µm length,Guinardia striata,Guinardia striata (with Richelia),Gymnodinium catenatum,Haslea wawrikae,Helicotheca tamesis,Laboea strobila,Lauderia annulata < 70 µm length,Lauderia annulata > 70 µm length,Leptocylindrus danicus,Leptocylindrus mediterraneus,Leptocylindrus minimus,Mesodinium rubrum,Mesoporos perforatus,Meuniera membranacea,Navicula septentrionalis,Neostreptotheca subindica,Nitzschia bicapitata,Nitzschia closterium - INVALID use Ceratoneis closterium,Nitzschia longissima,Noctiluca scintillans,Octactis octonaria,Ornithocercus quadratus,Oxytoxum caudatum,Oxytoxum laticeps,Oxytoxum parvum,Oxytoxum scolopax,Oxytoxum subulatum,Palmerina hardmaniana,Palmerina ostenfeldii,Paralia sulcata,Phalacroma mitra,Phalacroma rotundatum,Planktoniella blanda,Planktoniella sol,Podolampas elegans,Podolampas palmipes,Podolampas spinifera,Proboscia alata,Proboscia alata ~ 50 µm cell width,Proboscia alata f. indica,Pronoctiluca pelagica,Prorocentrum arcuatum,Prorocentrum concavum,Prorocentrum cordatum,Prorocentrum dentatum,Prorocentrum gracile,Prorocentrum lima,Prorocentrum mexicanum,Prorocentrum micans,Prorocentrum minimum/cordatum,Prorocentrum rhathymum,Prorocentrum triestinum,Protoperidinium oceanicum,Protoperidinium ovatum,Protoperidinium pellucidum,Protorhabdonella simplex,Pseudo-nitzschia delicatissima complex <=3 µm,Pseudo-nitzschia seriata complex >3 µm,Pseudosolenia calcar-avis,Pyrocystis fusiformis,Pyrocystis lunula,Pyrocystis noctiluca,Pyrocystis robusta,Pyrophacus horologicum,Rhabdonella amor,Rhabdonella spiralis,Rhaphoneis amphiceros,Rhizosolenia bergonii,Rhizosolenia castracanei,Rhizosolenia clevei,Rhizosolenia fallax,Rhizosolenia formosa,Rhizosolenia hebetata,Rhizosolenia imbricata,Rhizosolenia imbricata (with Richelia),Rhizosolenia pungens,Rhizosolenia robusta,Rhizosolenia setigera,Rhizosolenia simplex,Rhizosolenia striata,Rhizosolenia temperei,Salpingella acuminata,Salpingella costata,Salpingella subconica,Scrippsiella trochoidea,Stephanopyxis palmeriana,Stephanopyxis turris,Striatella unipunctata,Thalassionema bacillare,Thalassionema frauenfeldii,Thalassionema nitzschioides,Thalassiosira gravida,Tintinnopsis radix,Tintinnopsis tocantinensis,Toxarium undulatum,Triadinium polyedricum,Tripos arietinus,Tripos axialis,Tripos brevis,Tripos candelabrum,Tripos carriensis,Tripos contortus var. karstenii,Tripos euarcuatus,Tripos falcatus,Tripos furca,Tripos furca type,Tripos fusus,Tripos fusus type,Tripos gibberus,Tripos hexacanthus,Tripos horridus,Tripos limulus,Tripos lineatus,Tripos longirostrus,Tripos macroceros,Tripos massiliensis,Tripos muelleri,Tripos muelleri type,Tripos pentagonus,Tripos pentagonus var.tenerus,Tripos symmetricus,Tripos trichoceros,Tryblionella compressa,Undella claparedi,Xystonella treforti,Xystonellopsis cymatica
YON20200904,Yongala,-19.30847,147.61842,2020-09-04 11:11:00,2020,9,4,11:11:00,0,0,0,0,0,0,0,0,0,9932339.81292517,6363823.49330357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243992.85714286,0,0,0,0,0,0,0,0,9617112.24489796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306122.448979592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33392750.8503401,0,0,0,0,0,0,0,0,0,7237878.74681122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22573499.5748299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394557.82312925,1683673.46938775,656528195.918367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300534757.653061,0,1020.41,0,0,0,0,0,0,0,0,0,0,0,0,297619.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11540534.6938776,0,0,0,0,0,0,0,0,662512.176870748,0,0,0,0,0,0,0,0,0,0
PHB20200831,Port Hacking,-34.11923,151.22667,2020-09-01 09:44:00,2020,9,1,09:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18555015.9375,0,0,0,0,0,0,0,0,0,329866950,0,0,0,0,0,0,0,0,0,0,0,0,56548620,0,0,0,0,0,0,0,7e+05,0,0,0,0,113097240,0,0,0,2045305.98958333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19909826.625,0,0,0,0,0,0,30041454.375,0,0,0,17023490.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235619.25,0,0,0,0,6e+05,1050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6283180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20200825,Rottnest Island,-32,115.41667,2020-08-25 10:40:00,2020,8,25,10:40:00,51017.2735042735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899929.23076923,80553.5897435898,0,0,0,0,0,0,338325.076923077,0,0,0,0,0,0,0,0,0,0,0,0,235897.435897436,0,0,0,0,0,0,0,0,0,0,0,51017.2735042735,0,0,0,0,0,0,2084324.13461538,0,0,0,0,0,0,0,0,0,0,0,0,161333.333333333,0,0,5034599.35897436,0,0,0,0,151037.980769231,1540587.40384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104887.486645299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701694.58333333,0,0,0,0,0,0,0,704843.91025641,0,0,0,0,0,0,0,0,0,0,507692.307692308,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527572.310427351,0,0,0,0,0,0,448717.948717949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295363.162393162,0,0
NSI20200817,North Stradbroke,-27.345,153.562,2020-08-18 09:50:00,2020,8,18,09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695102.51798561,0,0,0,0,0,0,0,0,0,5811780.06166495,0,0,0,1937260.02055498,0,0,0,0,0,0,0,0,0,81364920.8633094,0,0,9040546.76258993,0,0,0,924974.30626927,0,0,0,0,3874520.04110997,269063.891743748,0,0,0,0,0,204488.557725248,0,0,0,0,0,0,0,0,0,0,0,1937260.02055498,0,0,0,0,0,0,0,0,0,0,100898959.403905,0,43588350.4624872,0,0,0,0,0,0,0,5686160.85720709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13641539.311408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212744.09044193,894141.829393628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20200812,Port Hacking,-34.11923,151.22667,2020-08-13 09:55:00,2020,8,13,09:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957436.952380952,0,0,0,0,0,0,0,0,0,7539816,0,0,0,0,0,0,186999.404761905,0,0,3590388.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60952.380952381,0,0,0,0,0,0,0,0,467498.511904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19388098.2857143,0,0,0,0,0,0,0,0,0,0,2762804.00571429,0,0,0,0,0,0,0,0,0,0,0,0,0,224399.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22857.1428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4787184.76190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20200810,Darwin,-12.4,130.76805,2020-08-11 08:25:00,2020,8,11,08:25:00,0,0,0,0,0,2801128.74727414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440409.813084112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884735.202492212,0,0,0,0,0,0,0,0,509733.579958463,0,0,0,0,0,0,0,0,0,0,0,0,27912772.5856698,0,0,0,0,0,0,0,0,0,0,0,0,36700817.7570093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21580080.8411215,0,0,0,0,0,0,0,8269917.60124611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859813.08411215,93457.9439252336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6220788.60981308,0,0,0,0,62.31,0,0,0,0,0,0,0,0,0,0,0,0,3489096.57320872,0,12080278.0581516,0,0,0,0,0,0,0,0,0,0,0,587213.08411215,0,0,0,0,0,0,0,0,0,0,0,1213573.70716511,0,0,0,0,0,0,0,0,0
MAI20200810,Maria Island,-42.59667,148.23333,2020-08-10 10:05:00,2020,8,10,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,409061.197916667,0,57517.2769166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387706.5746875,0,0,0,0,0,1622238.53625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17671443.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8901171.66666667,523598.333333333,0,0,0,0,0,0,438513.604166667,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20200802,Yongala,-19.30847,147.61842,2020-08-03 09:15:00,2020,8,3,09:15:00,0,0,0,0,0,0,0,123697.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276041.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382598.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728283.56119792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72916.6666666667,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299978.211805556,0,0
ROT20200730,Rottnest Island,-32,115.41667,2020-07-30 09:27:00,2020,7,30,09:27:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678583.44,0,0,1130972.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6031852.8,502654.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172860.26666667,0,0,0,144000,0,0,0,0,0,0,0,0,327248.958333333,0,0,0,0,0,0,0,0,0,0,0,1e+06,0,0,565486.2,0,0,0,0,0,0,0,0,0,0,15707950,0,3392917.2,0,0,235619.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195890.24,0,327248.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309287.1,0,0,0,0,0,0,0,366518.833333333,0,0,0,0,0,0,0,0,0,0,808000,264000,0,0,0,0,1507963.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20200720,North Stradbroke,-27.345,153.562,2020-07-20 10:30:00,2020,7,20,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330108.66935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5700465.72580645,0,0,0,0,0,0,0,0,0,0,0,0,0,239419560.483871,0,0,2955797.04301075,0,0,0,483870.967741936,0,0,0,0,0,0,0,0,412360.078545027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408446.76915323,79173135.0806452,0,119709780.241935,0,0,4156589.59173387,0,0,0,0,1287058.27715474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1895161.29032258,423387.096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654497.916666667,0,0,0,0,0,0,0,0,0
YON20200710,Yongala,-19.30847,147.61842,2020-07-11 09:25:00,2020,7,11,09:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984162.10526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729824.561403509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3929824.56140351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5952486.31578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202834.80701754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16300442.8508772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7017.54385964912,84210.5263157895,203178199.578947,0,0,0,0,0,4592967.83625731,0,0,0,0,0,0,0,0,0,0,0,0,105.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220462.456140351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20200710,Rottnest Island,-32,115.41667,2020-07-10 10:25:00,2020,7,10,10:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172430.451136364,342718.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356998.863636364,0,158666.161616162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480884.17508418,0,0,0,494949.494949495,0,0,0,0,0,0,0,0,206596.564604377,0,58098.2595117845,0,0,0,0,0,0,0,0,0,0,0,0,475998.484848485,0,0,0,0,0,0,0,0,0,804437.439393939,19833270.2020202,0,0,0,0,0,0,0,7139977.27272727,0,1719544.52651515,0,0,0,0,0,0,0,0,0,0,0,619789.693813131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231388.152356902,0,0,0,0,0,0,0,0,0,0,949494.94949495,181818.181818182,97484489.6969697,0,0,0,0,0,0,0,0,0,0,0,101.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502525.25252525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14279954.5454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20200630,Port Hacking,-34.11923,151.22667,2020-07-01 09:18:00,2020,7,1,09:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,70630797.175,0,0,0,0,455216.391,0,0,0,0,0,0,0,0,4948004.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14660753.3333333,0,0,0,20000,0,0,0,0,188495400,0,0,0,409061.197916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19634937.5,0,203575032,0,0,0,0,0,84822930,0,3404698.1625,0,0,1145109.555,0,35342887.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6636608.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860000,450000,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20200628,Maria Island,-42.59667,148.23333,2020-06-29 09:45:00,2020,6,29,09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618500.53125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,57517.2769166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387706.5746875,883572.1875,0,0,0,0,1145109.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3141590,0,7068577.5,0,0,0,0,0,438513.604166667,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20200625,North Stradbroke,-27.345,153.562,2020-06-25 10:35:00,2020,6,25,10:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37699080,0,0,0,0,0,0,0,0,0,121797027.692308,0,0,0,0,0,0,1476923.07692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30630502.5,90622788.4615385,0,52198726.1538462,0,0,0,0,0,0,0,654749.646634615,0,0,0,0,18124557.6923077,0,0,0,0,1506848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10210167.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215384.61538462,461538.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20200611,Yongala,-19.30847,147.61842,2020-06-12 09:09:00,2020,6,12,09:09:00,0,0,0,0,0,0,0,0,0,0,0,1514695.17857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4616213.87755102,0,0,0,3846844.89795918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310204.081632653,0,0,0,0,6154951.83673469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323134971.428571,0,0,0,0,0,0,0,0,868545.449617347,0,0,0,0,0,0,0,0,0,199888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138775.510204082,12244.8979591837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178571.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20200609,Port Hacking,-34.11923,151.22667,2020-06-10 09:32:00,2020,6,10,09:32:00,99483.6833333333,0,0,0,0,0,0,0,0,0,0,0,0,6232129.1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164933.475,0,339291.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49480042.5,248709.208333333,0,0,0,0,0,5000,0,0,0,0,61261005,0,0,0,204530.598958333,0,57517.2769166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120573.25,0,0,0,0,0,0,0,0,0,0,667980.57375,0,4712385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20200605,Rottnest Island,-32,115.41667,2020-06-05 09:13:00,2020,6,5,09:13:00,0,0,0,0,0,0,0,0,0,0,6349938.7875,0,0,0,0,0,0,0,0,1645050.76363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594998.106060606,0,0,0,475998.484848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327272.727272727,0,0,0,0,9139170.90909091,0,0,0,495831.755050505,0,69717.9114141414,0,0,0,0,0,0,0,0,0,0,0,0,856797.272727273,0,0,0,0,0,0,0,0,0,0,47599848.4848485,0,0,0,0,0,0,0,17135945.4545455,0,515863.357954546,0,0,0,0,0,0,0,0,0,0,0,247915.877525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380798.787878788,0,8044374.39393939,0,0,0,0,0,0,0,0,0,0,0,0,0,28559.9090909091,0,0,0,0,981818.181818182,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,242.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366545.454545455,1166666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369136.825,0,0,0,0
NSI20200528,North Stradbroke,-27.345,153.562,2020-05-28 11:00:00,2020,5,28,11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,7270817.35625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254468.79,0,0,0,0,0,0,0,0,0,0,942477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,24504402,0,0,0,102265.299479167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235619.25,0,0,0,0,0,0,0,0,3534288.75,0,14726203.125,0,19085159.25,0,0,0,0,0,0,0,2447126.80429688,235619.25,0,0,0,0,0,0,0,0,0,1308995833.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4977456.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205000,112500,0,0,0,0,0,0,0,0,0,39269875,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20200520,Port Hacking,-34.11923,151.22667,2020-05-20 10:01:00,2020,5,20,10:01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4748288.88571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387761.965714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837757.333333333,0,0,0,97142.8571428572,0,0,0,0,28005030.8571429,0,0,0,0,0,0,0,0,0,1161266.30357143,0,0,0,2322532.60714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227540.875714286,0,0,26658635.1428571,0,0,0,0,0,0,0,1459156.35535714,807837.428571429,30293.9035714286,545290.264285714,0,16156748.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3792347.92857143,0,0,0,0,0,0,0,0,0,0,431968.625,0,0,0,0,0,0,0,17142.8571428571,17142.8571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
