NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acanthostomella norvegica,Actinoptychus senarius,Akashiwo sanguinea,Alexandrium pseudogonyaulax,Amphisolenia bidentata,Asterionellopsis glacialis,Asteromphalus hyalinus,Bacillaria paxillifera,Bacteriastrum comosum,Bacteriastrum delicatulum,Bacteriastrum elongatum,Bacteriastrum furcatum,Bacteriastrum hyalinum,Cerataulina pelagica,Ceratocorys horrida,Ceratoperidinium falcatum,Chaetoceros aequatorialis,Chaetoceros affinis,Chaetoceros anastomosans,Chaetoceros atlanticus,Chaetoceros brevis/laciniosus,Chaetoceros coarctatus,Chaetoceros coarctatus (+ciliates),Chaetoceros compressus,Chaetoceros concavicorne,Chaetoceros convolutus,Chaetoceros criophilus,Chaetoceros curvisetus,Chaetoceros danicus,Chaetoceros debilis,Chaetoceros decipiens < 15 µm cell width,Chaetoceros decipiens > 15 µm cell width,Chaetoceros densus,Chaetoceros dichaetus,Chaetoceros didymus,Chaetoceros eibenii,Chaetoceros laeve,Chaetoceros lorenzianus,Chaetoceros messanense,Chaetoceros minimus,Chaetoceros neglectus,Chaetoceros peruvianus < 40 µm cell width,Chaetoceros peruvianus > 40 µm cell width,Chaetoceros radicans,Chaetoceros rostratus,Chaetoceros similis,Chaetoceros simplex,Chaetoceros socialis,Chaetoceros subtilis,Cladopyxis brachiolata,Climacocylis scalaroides,Climacodium frauenfeldianum,Codonellopsis morchella,Codonellopsis pusilla,Corethron pennatum,Coscinodiscus jonesianus,Coscinodiscus radiatus,Coscinodiscus wailesii,Cylindrotheca closterium,Cymatosira lorenziana,Cyttarocylis ampulla,Dactyliosolen blavyanus,Dactyliosolen fragilissimus,Dactyliosolen phuketensis,Dadayiella ganymedes,Detonula pumila,Dictyocha crux,Dictyocha fibula,Dictyocha fibula var. pentagona,Dictyocha speculum,Dictyocysta elegans,Dinophysis acuminata,Dinophysis acuta,Dinophysis caudata,Dinophysis dens,Dinophysis fortii,Dinophysis miles,Dinophysis tripos,Dinophysis truncata,Ditylum brightwellii < 40 µm width,Ditylum brightwellii > 40 µm width,Epiplocylis healdi,Eucampia cornuta,Eutintinnus apertus,Eutintinnus lususundae,Eutintinnus medius,Favella ehrenbergii,Goniodoma polyedricum,Gonyaulax birostris,Gossleriella tropica,Grammatophora oceanica,Guinardia cylindrus,Guinardia delicatula,Guinardia flaccida <150 µm length,Guinardia flaccida >150 µm length,Guinardia striata,Guinardia striata (with Richelia),Gymnodinium catenatum,Haslea wawrikae,Helicotheca tamesis,Laboea strobila,Lauderia annulata < 70 µm length,Lauderia annulata > 70 µm length,Leptocylindrus danicus,Leptocylindrus mediterraneus,Leptocylindrus minimus,Mesodinium rubrum,Mesoporos perforatus,Meuniera membranacea,Navicula septentrionalis,Neostreptotheca subindica,Nitzschia bicapitata,Nitzschia closterium - INVALID use Ceratoneis closterium,Nitzschia longissima,Noctiluca scintillans,Octactis octonaria,Ornithocercus quadratus,Oxytoxum caudatum,Oxytoxum laticeps,Oxytoxum parvum,Oxytoxum scolopax,Oxytoxum subulatum,Palmerina hardmaniana,Palmerina ostenfeldii,Paralia sulcata,Phalacroma mitra,Phalacroma rotundatum,Planktoniella blanda,Planktoniella sol,Podolampas elegans,Podolampas palmipes,Podolampas spinifera,Proboscia alata,Proboscia alata ~ 50 µm cell width,Proboscia alata f. indica,Pronoctiluca pelagica,Prorocentrum arcuatum,Prorocentrum concavum,Prorocentrum cordatum,Prorocentrum dentatum,Prorocentrum gracile,Prorocentrum lima,Prorocentrum mexicanum,Prorocentrum micans,Prorocentrum minimum/cordatum,Prorocentrum rhathymum,Prorocentrum triestinum,Protoperidinium oceanicum,Protoperidinium ovatum,Protoperidinium pellucidum,Protorhabdonella simplex,Pseudo-nitzschia delicatissima complex <=3 µm,Pseudo-nitzschia seriata complex >3 µm,Pseudosolenia calcar-avis,Pyrocystis fusiformis,Pyrocystis lunula,Pyrocystis noctiluca,Pyrocystis robusta,Pyrophacus horologicum,Rhabdonella amor,Rhabdonella spiralis,Rhaphoneis amphiceros,Rhizosolenia bergonii,Rhizosolenia castracanei,Rhizosolenia clevei,Rhizosolenia fallax,Rhizosolenia formosa,Rhizosolenia hebetata,Rhizosolenia imbricata,Rhizosolenia imbricata (with Richelia),Rhizosolenia pungens,Rhizosolenia robusta,Rhizosolenia setigera,Rhizosolenia simplex,Rhizosolenia striata,Rhizosolenia temperei,Salpingella acuminata,Salpingella costata,Salpingella subconica,Scrippsiella trochoidea,Stephanopyxis palmeriana,Stephanopyxis turris,Striatella unipunctata,Thalassionema bacillare,Thalassionema frauenfeldii,Thalassionema nitzschioides,Thalassiosira gravida,Tintinnopsis radix,Tintinnopsis tocantinensis,Toxarium undulatum,Triadinium polyedricum,Tripos arietinus,Tripos axialis,Tripos brevis,Tripos candelabrum,Tripos carriensis,Tripos contortus var. karstenii,Tripos euarcuatus,Tripos falcatus,Tripos furca,Tripos furca type,Tripos fusus,Tripos fusus type,Tripos gibberus,Tripos hexacanthus,Tripos horridus,Tripos limulus,Tripos lineatus,Tripos longirostrus,Tripos macroceros,Tripos massiliensis,Tripos muelleri,Tripos muelleri type,Tripos pentagonus,Tripos pentagonus var.tenerus,Tripos symmetricus,Tripos trichoceros,Tryblionella compressa,Undella claparedi,Xystonella treforti,Xystonellopsis cymatica
NSI20150528,North Stradbroke,-27.345,153.562,2015-05-28 10:15:00,2015,5,28,10:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42533.0812854442,0,0,0,0,0,61861.806868305,0,0,289977.21969518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4008645.08506616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139189.065453686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28355.3875236295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82703.213610586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20150526,Maria Island,-42.59667,148.23333,2015-05-26 10:35:00,2015,5,26,10:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,511326.497395833,0,86275.915375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114864.384375,0,0,589048.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7068577.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20150518,Port Hacking,-34.11923,151.22667,2015-05-19 09:43:00,2015,5,19,09:43:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272167.45049505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68586197.5247525,0,0,0,0,0,0,39603.9603960396,0,0,0,0,5598873.26732673,0,0,0,0,0,0,0,0,0,1006047.54022277,0,0,0,0,0,618811.881188119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4199154.95049505,0,0,0,0,0,874823.948019802,0,1158777.2211479,1166431.93069307,26244.7184405941,0,0,2332863.86138614,0,0,0,0,0,0,0,0,0,0,0,145803.991336634,0,0,0,0,0,0,0,0,0,0,0,4928174.90717822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54455.4455445545,51980.198019802,0,0,0,0,0,0,3240088.69636964,0,0,0,0,0,0,0,0,0,0,8748239.48019802,0,24.75,0,0,0,0,0,0,0,0,0,0,0,199603.96039604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850090.64562706,0,0,0,0,0,0,0
NSI20150512,North Stradbroke,-27.345,153.562,2015-05-12 10:15:00,2015,5,12,10:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95766.1290322581,0,0,0,0,5700465.72580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4948320.94254032,0,4275349.29435484,0,0,0,0,0,0,0,107254.856429562,237519.405241936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148449.62827621,0,0,0,0,0,0,0,0,0,0,0,25087987.1786794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519153.225806452,378024.193548387,48643974.1935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53441866.1794355,0,378.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7125582.15725806,0,0,0,0,1326150.01260081,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20150507,Rottnest Island,-32,115.41667,2015-05-07 09:36:00,2015,5,7,09:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359341.82692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19230.7692307692,0,0,0,0,0,0,0,0,196664.037459936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18879747.5961538,0,8156050.96153846,0,0,0,0,0,0,0,0,1359341.82692308,0,0,0,0,0,0,0,0,0,0,98332.018729968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211538.461538462,43269.2307692308,0,0,0,0,0,0,0,0,0,37759495.1923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20150430,Yongala,-19.30847,147.61842,2015-04-30 12:10:00,2015,4,30,12:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182741.116751269,0,0,0,0,1913658.88324873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149504.600253807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97696272.7791878,99669733.5025381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53299.4923857868,244948337.055838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53821656.0913706,0,152.28,0,0,0,0,0,0,0,0,0,0,0,460507.614213198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1647872.92724196,0,0,0,0,0,0,0,0,0
MAI20150421,Maria Island,-42.59667,148.23333,2015-04-21 10:50:00,2015,4,21,10:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181372.549019608,0,0,0,0,0,0,0,0,300780.292585784,0,0,0,1005308.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57749816.1764706,0,2078993.38235294,0,0,0,0,936355.519485294,0,0,938795.44921875,0,25987.4172794118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626619.82230392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299019.607843137,88235.2941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543529.411764706,0,0,0,0,0,0,0,0,0,0,3507338.83578431,0,0,0,0,0,0,6929977.94117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAI20150408,Kangaroo Island,-35.83217,136.44733,2015-04-09 07:11:00,2015,4,9,07:11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14577.2594752187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508841.917719469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20150330,Port Hacking,-34.11923,151.22667,2015-03-31 09:32:00,2015,3,31,09:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,7198829.06559406,0,0,0,0,0,83983.099009901,0,0,0,1555242.57425743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466572.772277228,0,0,0,0,0,0,0,0,0,274344790.09901,0,0,0,0,0,0,79207.9207920792,0,0,0,0,44790986.1386139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43741197.4009901,0,18896197.2772277,0,0,145803.991336634,0,0,2624471.84405941,0,2106867.67481436,699859.158415842,52489.4368811881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39425399.2574257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108910.891089109,126237.623762376,0,0,0,0,0,0,3240088.69636964,0,0,0,0,0,0,0,0,0,0,8748239.48019802,0,74.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063630.39653465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20150324,Yongala,-19.30847,147.61842,2015-03-24 15:15:00,2015,3,24,15:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4908734.375,0,4241146.5,0,0,147262.03125,0,0,0,0,212793.63515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252191137.25,490873437.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,48254822.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,100800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20150323,North Stradbroke,-27.345,153.562,2015-03-23 11:40:00,2015,3,23,11:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1048121.28531786,0,0,0,0,0,0,0,237759.081735621,0,0,0,0,0,0,0,0,7874580.78708375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5045.40867810293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19813256.8113017,0,113411081.987891,0,0,0,0,0,0,0,1288357.02415489,0,151571.414606458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3467319.9419778,0,0,0,10045321.20333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580221.997981837,310292.63370333,0,0,0,0,0,0,0,0,0,0,0,0,50.45,0,0,0,0,0,0,277.5,0,0,0,0,0,0,151452.53506559,0,0,2774.97477295661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618082.63958964
ROT20150319,Rottnest Island,-32,115.41667,2015-03-19 11:47:00,2015,3,19,11:47:00,0,0,0,0,0,0,0,296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,65449.7916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531984.087890625,0,0,0,0,2356192.5,0,0,0,0,0,0,0,0,0,0,88357.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20150316,Darwin,-12.4,130.76805,2015-03-17 08:35:00,2015,3,17,08:35:00,0,0,0,0,0,0,0,612113.402061856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971625.773195876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288659.793814433,0,0,0,0,19432515.4639175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80824742.2680412,0,0,0,0,0,0,0,0,0,0,0,0,50605509.0206186,0,0,0,0,0,0,0,1821798.32474227,0,2851873.46085696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130926572.938144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371134.020618557,1360824.74226804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18217983.2474227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9787371.13402062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14574386.5979381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20150312,Maria Island,-42.59667,148.23333,2015-03-13 09:33:00,2015,3,13,09:33:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155963.302752294,0,0,0,0,0,0,0,0,93821.3756689603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878505.833213876,0,56743.1680045872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490825.688073395,48165.1376146789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369908.256880734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20150304,North Stradbroke,-27.345,153.562,2015-03-04 10:30:00,2015,3,4,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29644.2687747036,14822.1343873518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20150225,Port Hacking,-34.11923,151.22667,2015-02-26 09:37:00,2015,2,26,09:37:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57142.8571428571,0,0,0,0,0,74799.7619047619,0,0,0,0,0,0,585951.414857143,0,0,0,0,0,1161266.30357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5937605.1,0,0,0,0,0,0,0,24319272.5892857,0,0,0,0,8078374.28571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7584695.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,154285.714285714,0,0,8616.93257142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088554.98571429,0,0,0,598398.095238095,0,16156748.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20150224,Maria Island,-42.59667,148.23333,2015-02-25 10:20:00,2015,2,25,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147619.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967721.919642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454801.252321429,0,0,4053212.09821429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328571.428571429,85714.2857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAI20150224,Kangaroo Island,-35.83217,136.44733,2015-02-25 08:55:00,2015,2,25,08:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956395405.24781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49459434.4023324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286223.578717201,0,0,0,0,0,0,0,0,445236.678004535,0,0,0,0,0,0,0,0,0,0,38872.6919339164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2035367.67087788,0,0,27477463.5568513,0,976340.429624231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20150224,Yongala,-19.30847,147.61842,2015-02-24 10:40:00,2015,2,24,10:40:00,0,0,0,0,0,0,0,361675.126903553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3827317.76649746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121827.411167513,0,0,0,0,27748053.8071066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6458598.73096447,0,0,598018.401015229,0,0,0,0,216034.147366751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5053255.48857868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65989.8477157361,7614.21319796954,97979334.822335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26910828.0456853,0,0,0,0,0,0,0,0,0,0,0,0,0,1176852.79187817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531571.912013536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20150224,Rottnest Island,-32,115.41667,2015-02-24 10:17:00,2015,2,24,10:17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29249286.2068966,0,0,0,0,0,0,4926.10837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9672383.00492611,0,6267704.18719212,0,0,0,0,0,0,0,0,928548.768472906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14778.3251231527,14778.3251231527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
