NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acartia (Acanthacartia) fossae,Acartia (Acanthacartia) pietschmani,Acartia (Acanthacartia) sinjiensis,Acartia (Acanthacartia) tonsa,Acartia (Acartia) danae,Acartia (Acartia) negligens,Acartia (Acartiura) clausi,Acartia (Acartiura) simplex,Acartia (Acartiura) tranteri,Acartia (Odontacartia) australis,Acartia (Odontacartia) pacifica,Acrocalanus gibber,Acrocalanus gracilis,Acrocalanus longicornis,Acrocalanus monachus,Aetideus acutus,Amallothrix tenuiserrata,Bestiolina similis,Calanoides carinatus,Calanoides macrocarinatus,Calanoides patagoniensis,Calanopia aurivilli,Calanopia australica,Calanopia elliptica,Calanopia minor,Calanus australis,Calocalanus pavo,Calocalanus plumulosus,Candacia bipinnata,Candacia bradyi,Candacia catula,Candacia cheirura,Candacia discaudata,Candacia ethiopica,Candacia simplex,Candacia truncata,Candacia worthingtoni,Canthocalanus pauper,Centropages australiensis,Centropages bradyi,Centropages elegans,Centropages elongatus,Centropages furcatus,Centropages gracilis,Centropages orsinii,Clausocalanus arcuicornis,Clausocalanus brevipes,Clausocalanus farrani,Clausocalanus furcatus,Clausocalanus ingens,Clausocalanus parapergens,Clytemnestra scutellata,Copilia hendorffi,Copilia mirabilis,Copilia quadrata,Cosmocalanus darwinii,Ctenocalanus vanus,Delibus nudus,Dioithona rigida,Eucalanus elongatus,Eucalanus hyalinus,Euchaeta acuta,Euchaeta concinna,Euchaeta indica,Euchaeta longicornis,Euchaeta marina,Euchaeta marinella,Euchaeta rimana,Euchirella rostrata,Euchirella rostromagna,Euterpina acutifrons,Gladioferens inermis,Haloptilus longicornis,Heterorhabdus lobatus,Heterorhabdus papilliger,Labidocera acuta,Labidocera cervi,Labidocera farrani,Labidocera minuta,Labidocera pavo,Labidocera tasmanica,Lubbockia squillimana,Lucicutia flavicornis,Lucicutia gaussae,Macrosetella gracilis,Mecynocera clausi,Mesocalanus tenuicornis,Metacalanus aurivillii,Metridia lucens,Microsetella norvegica,Microsetella rosea,Nannocalanus minor,Neocalanus gracilis,Neocalanus tonsus,Oculosetella gracilis,Oithona atlantica,Oithona robusta,Oncaea atlantica,Oncaea clevei,Oncaea media,Oncaea mediterranea,Oncaea minima,Oncaea venusta,Paracalanus aculeatus,Paracalanus denudatus,Paracalanus indicus,Paracalanus nanus,Paracalanus parvus,Pareucalanus attenuatus,Pareucalanus sewelli,Parundinella dakini,Parvocalanus crassirostris,Phaenna spinifera,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma piseki,Pleuromamma quadrungulata,Pontella aculeata,Pontellopsis krameri,Pontellopsis macronyx,Pseudodiaptomus aurivillii,Pseudodiaptomus mertoni,Rhincalanus cornutus,Rhincalanus nasutus,Rhincalanus rostrifrons,Sapphirina angusta,Sapphirina nigromaculata,Sapphirina opalina,Sapphirina ovatolanceolata/,Sapphirina scarlata,Sapphirina stellata,Scaphocalanus curtus,Scaphocalanus echinatus,Scolecithricella dentata,Scolecithricella longifurca,Scolecithricella minor,Scolecithrix bradyi,Scolecithrix danae,Scolecitrichopsis ctenopus,Stephos maculosus,Subeucalanus crassus,Subeucalanus longiceps,Subeucalanus monachus,Subeucalanus mucronatus,Subeucalanus pileatus,Subeucalanus subcrassus,Subeucalanus subtenuis,Temora discaudata,Temora stylifera,Temora turbinata,Temoropia mayumbaensis,Tortanus (Tortanus) barbatus,Tortanus (Tortanus) gracilis,Undinula vulgaris
MAI20140408,Maria Island,-42.59667,148.23333,2014-04-08 11:03:00,2014,4,8,11:03:00,0,0,0,0,8.9063,0.5239,0,0,0.5239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0478,0.5239,0,0,0,0.5239,0.5239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0478,0,0.5239,0,0,0,0,0.5239,1.0478,0,0,0,0,5.7629,0,0,0,6.2868,0,0,11.0019,1.0478,0,7.8585,0,0,0,0,0,0,0,0,0,0.5239,0.5239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2447,0,0,0,0
NSI20140404,North Stradbroke,-27.345,153.562,2014-04-04 10:45:00,2014,4,4,10:45:00,0,0,0,0,0,0,0,0,0,0,3.2148,3.2148,3.2148,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,6.4296,0,0,0,0,0,0,0,9.6445,0,0,0,0,9.6445,0,3.2148,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,3.2148,0,0,0,48.2225,0,0,0,0,0,0,0,0,3.2148,12.8593,0,0,0,35.3632,0,12.8593,0,0,0,0,0,41.7928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,16.0741,0,0,0,6.4297
DAR20140403,Darwin,-12.4,130.76805,2014-04-04 08:03:00,2014,4,4,08:03:00,0,0,0,0,0,0,0,0,0,0,13.0975,104.7798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.0722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.047,0,0,0,0,0,0,0,0,26.1949,0,0,0,0,170.2672,0,0,0,0,0,0,0,3470.8306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.195,0,0,0,0,0,0,0,0,0
ROT20140319,Rottnest Island,-32,115.41667,2014-03-19 12:30:00,2014,3,19,12:30:00,47.1509,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.8867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0094,0,0,0,0,0,0,0,0,0,23.5755,0,0,7.8585,7.8585,0,31.4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,23.5755,0,0,0,0
MAI20140318,Maria Island,-42.59667,148.23333,2014-03-19 10:55:00,2014,3,19,10:55:00,0,0,0,0,21.2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,4.715,2.3575,0,0,11.7877,2.3575,0,0,0,0,89.5867,0,0,0,7.0726,0,0,44.7934,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723.7664,0,0,0,0
PHB20140317,Port Hacking,-34.11923,151.22667,2014-03-18 09:48:00,2014,3,18,09:48:00,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,1.7682,0,0,3.5363,0,0,0,0,1.7682,0,0,1.7682,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3045,0,0,0,7.0727,1.7682,0,0,0,0,1.7682,0,0,0,8.8408,1.7682,0,1.7682,3.5363,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0
YON20140317,Yongala,-19.30847,147.61842,2014-03-17 14:07:00,2014,3,17,14:07:00,0,0,0,0,0,0,0,0,0,0,27.2024,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.411,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,13.6012,0,0,27.2024,0,27.2024,54.4049,0,0,0,0,0,0,0,13.6012,0,0,0,0,122.411,0,27.2024,0,0,0,0,0,924.8831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAI20140313,Kangaroo Island,-35.83217,136.44733,2014-03-13 14:00:00,2014,3,13,14:00:00,0.7073,0,0,0,1.4145,0,0,1.4145,12.7307,0,0,0,0,0,0,0,0,0.7073,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1218,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9508,0.7073,0,0,5.6581,8.4871,0,0,0,0,1.4145,0,0,0,0,2.1218,0,2.1218,0,0,1.4146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20140306,North Stradbroke,-27.345,153.562,2014-03-06 10:15:00,2014,3,6,10:15:00,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9335,0,0,0,0,0,0,0,0,0,0,0,0,32.1483,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,3.2148,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,38.578,3.2148,0,16.0741,9.6445,0,16.0742,0,0,0,0,0,9.6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,3.2148,0,0,0,0
ROT20140227,Rottnest Island,-32,115.41667,2014-02-27 12:39:00,2014,2,27,12:39:00,172.8867,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,141.4527,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,15.717,0,0,0,0,55.0094,0,0,0,0,0,0,0,0,0,7.8585,0,0,7.8585,23.5755,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0
YON20140220,Yongala,-19.30847,147.61842,2014-02-20 10:48:00,2014,2,20,10:48:00,0,0,0,0,0,13.6012,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.8097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4049,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,68.0061,0,81.6073,0,0,0,0,0,299.2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20140213,North Stradbroke,-27.345,153.562,2014-02-13 10:20:00,2014,2,13,10:20:00,0,0,0,0,0,0,0,0,1.837,0,0,7.3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.837,0,0,0,0,0,3.6741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1852,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6741,0,0,0,0,20.2075,0,0,0,0,0,0,0,0,3.6741,12.8593,0,0,7.3481,18.3705,0,14.6964,0,0,0,0,0,1.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.837,0,0,0,0,0,0,3.674,0,0,0,0,0,0,0,0,0,3.674,0,0,0,0,0,0
PHB20140211,Port Hacking,-34.11923,151.22667,2014-02-12 09:57:00,2014,2,12,09:57:00,0,0,0,0,1.2408,0,0,0,7.4449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2408,0,0,0,0,0,2.4816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2408,0,0,0,2.4816,0,0,0,0,0,3.7224,0,0,0,2.4816,0,0,0,0,0,7.4449,0,0,0,0,0,1.2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9632,0,0,0,0
MAI20140205,Maria Island,-42.59667,148.23333,2014-02-05 11:05:00,2014,2,5,11:05:00,0,0,0,0,0,0,0,0,4.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551,0,0,0,0,0,0,0,0,0,0,0,0,1.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551,0,0,0,0,0,13.9591,0,0,0,6.2041,0,0,0,0,0,4.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6937,0,0,0,0
MAI20140122,Maria Island,-42.59667,148.23333,2014-01-23 10:50:00,2014,1,23,10:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2868,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5717,0,0,0,0,0,1.5717,0,0,0,0,0,1.5717,0,0,0,0,3.1434,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5717,6.2868,0,0,0,0,23.5755,0,0,0,9.4302,7.8585,0,1.5717,0,0,11.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1491,0,0,0,0
KAI20140122,Kangaroo Island,-35.83217,136.44733,2014-01-22 15:15:00,2014,1,22,15:15:00,4.0415,0,0,4.0415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0208,0,0,0,0,1.0104,0,0,0,0,1.0104,0,0,0,0,0,0,0,0,19.8034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1764,4.0416,0,0,0,0,1.0104,0,0,0,7.0726,1.0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0104,0,0,0,0,0,0,1.0104,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20140122,Rottnest Island,-32,115.41667,2014-01-22 10:10:00,2014,1,22,10:10:00,55.0094,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,117.8773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4339,0,0,7.8585,0,0,86.4434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,0,0
YON20140122,Yongala,-19.30847,147.61842,2014-01-22 10:00:00,2014,1,22,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,0,0,0,6.8006,0,0,0,0,6.8006,0,27.2024,0,0,0,0,0,319.6287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8006,0,0,0,6.8006
PHB20140120,Port Hacking,-34.11923,151.22667,2014-01-21 09:43:00,2014,1,21,09:43:00,0.6076,0,0,0,1.2152,0,0,0,0,0,0,0,0.6076,0,0,0,0,1.2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8228,0,0,0,0,0,0.6076,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2152,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6457,1.2152,0,0,0,1.8228,1.8228,0,0,0,0,1.2152,0,0,0.6076,0,0.6076,0,0,1.2152,0,3.0381,0,0,0,0,0,0.6076,0,0,0,0,0.6076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2152,0,0,0,0
DAR20140117_19:50,Darwin,-12.4,130.76805,2014-01-18 05:20:00,2014,1,18,05:20:00,0,0,0,0,0,0,0,0,0,0,0,7.3673,0,0,0,0,0,22.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.8159,0,0,0,0,0,0,0,7.3673,0,0,0,0,0,0,0,0,0,0,154.7139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3673,0,0,0,0,0,272.5911,0,0,0,0,0,0,0,0,0,7.3673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5713,0,0
ROT20131218,Rottnest Island,-32,115.41667,2013-12-18 10:43:00,2013,12,18,10:43:00,47.1509,0,0,7.8585,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,39.2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.8867,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,62.8679,7.8585,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0
MAI20131217,Maria Island,-42.59667,148.23333,2013-12-17 11:05:00,2013,12,17,11:05:00,0,0,0,0,0,0,0,0,2.2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1051,0,0,0,0,0,0,0,0,0,1.1051,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1051,0,0,0,0,0,11.051,0,0,0,2.2102,2.2102,0,1.1051,0,0,7.7357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.051,0,0,0,0
NSI20131212,North Stradbroke,-27.345,153.562,2013-12-12 10:20:00,2013,12,12,10:20:00,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,57.867,0,0,0,0,0,0,0,0,12.8593,51.4374,0,0,0,6.4297,0,51.4373,0,0,0,0,0,25.7187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1483,0,0,0,0
YON20131205,Yongala,-19.30847,147.61842,2013-12-05 11:26:00,2013,12,5,11:26:00,0,0,0,0,0,0,0,0,0,0,13.6012,27.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,122.411,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,95.2085,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0061,0,136.0122,0,0,0,0,0,666.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20131202,Port Hacking,-34.11923,151.22667,2013-12-03 09:30:00,2013,12,3,09:30:00,2.3575,0,0,0,1.1788,0,0,1.1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1788,1.1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1788,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,1.1788,0,0,0,0,0,0,1.1788,0,0,0,0,0,0,0,0,0,2.3575,1.1788,0,0,1.1788,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1788,0,0,0,0,0,0,0,0,3.5363,0,0,0,0
ROT20131122,Rottnest Island,-32,115.41667,2013-11-22 10:26:00,2013,11,22,10:26:00,39.2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.7358,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,31.4339,0,0,0,0,0,31.4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20131121,North Stradbroke,-27.345,153.562,2013-11-22 09:55:00,2013,11,22,09:55:00,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0077,0,0,0,0,64.2967,0,0,0,0,0,0,0,0,0,231.4681,0,0,32.1483,25.7187,0,12.8593,0,0,0,0,0,57.867,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,12.8594,6.4297,0,0,0
MAI20131117,Maria Island,-42.59667,148.23333,2013-11-18 10:50:00,2013,11,18,10:50:00,0,0,0,0,0,0,0,0,7.1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.947,0,0,0,0,0,0,0,0,0,0,0,0,4.7788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7788,0,0,0,0,28.6728,0,0,0,0,0,0,0,0,0,21.5046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20131114,Yongala,-19.30847,147.61842,2013-11-14 10:32:00,2013,11,14,10:32:00,0,0,0,0,0,0,0,0,0,0,0,6.8006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8006,0,0,0,0,0,6.8006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4018,0,0,0,0,0,0,0,0,6.8006,20.4018,0,0,0,6.8006,0,13.6012,0,0,0,0,0,244.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0
PHB20131027,Port Hacking,-34.11923,151.22667,2013-10-28 10:17:00,2013,10,28,10:17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,10.609,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2179,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,21.2179,3.5363,0,0,0,0,0,0,0,0,17.6816,0,0,3.5363,3.5363,0,14.1453,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,7.0726,0,17.6816,0,0,0,0
