Sample,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Centric diatom,Ciliate,Cyanobacteria,Dinoflagellate,Flagellate,Foraminifera,Pennate diatom,Radiozoa,Silicoflagellate
114,Port Hacking,-34.11923,151.22667,2011-11-18T09:36:00Z,2011,11,18,09:36:00,80964,0,50,19940,489369,0,11134,0,0
133,North Stradbroke,-27.345,153.562,2011-11-16T10:00:00Z,2011,11,16,10:00:00,92359,0,0,6355,419513,0,90019,0,0
204,Kangaroo Island,-35.83217,136.44733,2011-11-15T11:30:00Z,2011,11,15,11:30:00,10339,0,0,1612,347468,0,1211,0,0
77,Ningaloo,-21.99,113.779,2011-11-07T10:00:00Z,2011,11,7,10:00:00,487,0,77,4314,348242,0,3830,0,0
149,Yongala,-19.30847,147.61842,2011-10-27T13:44:00Z,2011,10,27,13:44:00,3245,0,55,2475,486750,0,1595,0,0
203,Kangaroo Island,-35.83217,136.44733,2011-10-26T14:40:00Z,2011,10,26,14:40:00,577,0,231,6412,319605,0,115,0,0
161,Maria Island,-42.59667,148.23333,2011-10-26T11:00:00Z,2011,10,26,11:00:00,38180,103,0,2900,457337,0,223508,0,0
150,Rottnest Island,-32,115.41667,2011-10-20T12:00:00Z,2011,10,20,12:00:00,487,0,0,934,345587,0,1187,0,0
42,Port Hacking,-34.11923,151.22667,2011-10-19T09:31:00Z,2011,10,19,09:31:00,15273,0,1605,20088,583471,0,11438,0,0
60,North Stradbroke,-27.345,153.562,2011-10-13T10:30:00Z,2011,10,13,10:30:00,18079,0,0,2059,284372,0,7274,0,0
59,Maria Island,-42.59667,148.23333,2011-10-05T12:24:00Z,2011,10,5,12:24:00,6999,52,0,4148,569439,0,1374,0,0
45,Darwin,-12.4,130.76805,2011-10-05T09:31:00Z,2011,10,5,09:31:00,2199,0,117,527,29,0,10175,0,0
34,Rottnest Island,-32,115.41667,2011-09-23T09:40:00Z,2011,9,23,09:40:00,3543,0,130,6587,195717,0,1306,0,0
202,North Stradbroke,-27.345,153.562,2011-09-15T11:10:00Z,2011,9,15,11:10:00,52886,0,0,6018,317003,0,8516,0,0
201,Port Hacking,-34.11923,151.22667,2011-09-15T09:43:00Z,2011,9,15,09:43:00,156351,0,0,9266,353391,0,3744,0,0
157,Yongala,-19.30847,147.61842,2011-09-08T11:00:00Z,2011,9,8,11:00:00,5034,0,4372,8744,213230,0,1938,0,0
200,Port Hacking,-34.11923,151.22667,2011-08-29T10:03:00Z,2011,8,29,10:03:00,17441,0,0,6883,412588,0,6265,0,0
108,Rottnest Island,-32,115.41667,2011-08-26T09:43:00Z,2011,8,26,09:43:00,1418,24,95,8390,333610,0,1370,0,0
52,Esperance,-33.93333,121.85,2011-08-18T10:20:00Z,2011,8,18,10:20:00,1176,0,77,5522,454898,0,3139,0,0
130,North Stradbroke,-27.345,153.562,2011-08-16T10:00:00Z,2011,8,16,10:00:00,5230,0,0,6957,434985,0,4941,0,0
3,Maria Island,-42.59667,148.23333,2011-08-12T10:55:00Z,2011,8,12,10:55:00,7914,19,0,1147,262350,0,6390,0,0
85,Yongala,-19.30847,147.61842,2011-08-11T11:00:00Z,2011,8,11,11:00:00,3039,0,179,1839,274122,0,2758,0,0
88,North Stradbroke,-27.345,153.562,2011-07-28T09:30:00Z,2011,7,28,09:30:00,10786,0,279,4956,205135,0,8298,0,0
199,Maria Island,-42.59667,148.23333,2011-07-25T12:15:00Z,2011,7,25,12:15:00,209,167,0,14699,398647,0,688,0,0
160,Rottnest Island,-32,115.41667,2011-07-25T10:20:00Z,2011,7,25,10:20:00,1320,0,0,5357,379679,0,2314,0,0
87,Yongala,-19.30847,147.61842,2011-07-20T11:37:00Z,2011,7,20,11:37:00,2650,0,1175,2350,258600,0,2150,0,0
198,Port Hacking,-34.11923,151.22667,2011-07-18T09:38:00Z,2011,7,18,09:38:00,22316,0,8,3020,393656,0,13487,0,0
159,Ningaloo,-21.99,113.779,2011-07-06T11:04:00Z,2011,7,6,11:04:00,13919,0,0,5207,531031,0,13196,0,0
22,Darwin,-12.4,130.76805,2011-06-27T13:48:00Z,2011,6,27,13:48:00,4179,0,0,1643,252588,0,4230,0,0
132,North Stradbroke,-27.345,153.562,2011-06-23T10:25:00Z,2011,6,23,10:25:00,101671,0,0,1579,267016,0,10782,0,0
131,Rottnest Island,-32,115.41667,2011-06-22T10:00:00Z,2011,6,22,10:00:00,1718,0,0,6902,416010,0,4430,0,0
86,Port Hacking,-34.11923,151.22667,2011-06-20T09:34:00Z,2011,6,20,09:34:00,3909,0,24,5310,413017,0,2239,0,0
158,Yongala,-19.30847,147.61842,2011-06-16T11:25:00Z,2011,6,16,11:25:00,485,0,338,5454,212943,0,1395,0,0
197,North Stradbroke,-27.345,153.562,2011-06-06T10:00:00Z,2011,6,6,10:00:00,7351,0,101,2755,329014,0,2450,0,0
4,Maria Island,-42.59667,148.23333,2011-05-31T11:38:00Z,2011,5,31,11:38:00,220,40,0,9144,297363,0,736,0,0
21,Yongala,-19.30847,147.61842,2011-05-27T10:50:00Z,2011,5,27,10:50:00,8685,0,199,5210,256369,0,2887,0,0
112,Rottnest Island,-32,115.41667,2011-05-27T09:35:00Z,2011,5,27,09:35:00,7156,0,23,6178,394685,0,3849,0,0
58,Port Hacking,-34.11923,151.22667,2011-05-18T09:25:00Z,2011,5,18,09:25:00,5802,0,48,1295,189568,0,3671,0,0
1,Esperance,-33.93333,121.85,2011-05-12T10:10:00Z,2011,5,12,10:10:00,2372,0,0,18446,339539,0,5819,0,0
156,Ningaloo,-21.99,113.779,2011-05-01T08:24:00Z,2011,5,1,08:24:00,3690,0,2786,15344,344015,0,5430,0,0
155,Kangaroo Island,-35.83217,136.44733,2011-04-28T07:35:00Z,2011,4,28,07:35:00,207,0,460,5144,499454,0,2640,0,0
20,Port Hacking,-34.11923,151.22667,2011-04-21T09:36:00Z,2011,4,21,09:36:00,8875,0,887,2670,336356,0,5025,0,0
2,Yongala,-19.30847,147.61842,2011-04-14T11:27:00Z,2011,4,14,11:27:00,63229,0,187,2733,292582,0,6647,0,0
84,North Stradbroke,-27.345,153.562,2011-04-13T09:25:00Z,2011,4,13,09:25:00,14193,0,364,2812,247162,0,4384,0,0
196,Maria Island,-42.59667,148.23333,2011-04-07T10:30:00Z,2011,4,7,10:30:00,13111,27,650,13572,401905,0,3386,0,0
195,Port Hacking,-34.11923,151.22667,2011-03-30T09:33:00Z,2011,3,30,09:33:00,10958,0,1880,2745,316716,0,5715,0,0
19,Maria Island,-42.59667,148.23333,2011-03-29T10:30:00Z,2011,3,29,10:30:00,2648,139,0,30404,612344,0,2613,0,0
113,Rottnest Island,-32,115.41667,2011-03-24T09:35:00Z,2011,3,24,09:35:00,36860,0,0,1225,305900,0,4800,0,0
154,Yongala,-19.30847,147.61842,2011-03-23T10:49:00Z,2011,3,23,10:49:00,6061,0,788,13819,515689,0,3497,0,0
194,North Stradbroke,-27.345,153.562,2011-03-23T10:20:00Z,2011,3,23,10:20:00,876,0,375,14533,317376,0,2063,0,0
33,Kangaroo Island,-35.83217,136.44733,2011-03-20T09:40:00Z,2011,3,20,09:40:00,2810,0,0,3754,456330,0,4768,0,0
104,Port Hacking,-34.11923,151.22667,2011-03-01T09:30:00Z,2011,3,1,09:30:00,10258,40,48,3401,396079,0,4238,0,0
172,Rottnest Island,-32,115.41667,2011-02-24T09:35:00Z,2011,2,24,09:35:00,5074,0,55,4034,189008,0,2626,0,0
171,Maria Island,-42.59667,148.23333,2011-02-23T11:15:00Z,2011,2,23,11:15:00,1360,46,0,4842,231712,0,1245,0,0
193,Kangaroo Island,-35.83217,136.44733,2011-02-23T10:30:00Z,2011,2,23,10:30:00,67201,0,0,4364,302624,0,22834,0,0
192,North Stradbroke,-27.345,153.562,2011-02-21T09:40:00Z,2011,2,21,09:40:00,40237,0,554,3445,282324,0,68277,0,0
170,Yongala,-19.30847,147.61842,2011-02-17T11:30:00Z,2011,2,17,11:30:00,2386,0,24752,5970,318267,0,10505,0,0
103,Ningaloo,-21.99,113.779,2011-02-09T10:15:00Z,2011,2,9,10:15:00,610,0,2486,17529,425068,0,2656,0,0
102,Port Hacking,-34.11923,151.22667,2011-02-04T09:58:00Z,2011,2,4,09:58:00,133777,0,58,3013,387924,0,6204,0,0
127,Rottnest Island,-32,115.41667,2011-01-25T09:10:00Z,2011,1,25,09:10:00,4103,0,438,7114,328384,0,5308,0,0
191,Kangaroo Island,-35.83217,136.44733,2011-01-24T07:40:00Z,2011,1,24,07:40:00,3216,0,0,16583,201056,0,1609,0,0
75,Esperance,-33.93333,121.85,2011-01-20T08:50:00Z,2011,1,20,08:50:00,6252,0,0,4426,394160,0,1174,0,0
168,Maria Island,-42.59667,148.23333,2011-01-19T10:30:00Z,2011,1,19,10:30:00,2074,0,0,13442,388593,0,6435,0,0
126,North Stradbroke,-27.345,153.562,2011-01-19T10:00:00Z,2011,1,19,10:00:00,67540,0,133,1551,378043,0,25714,0,0
148,Yongala,-19.30847,147.61842,2011-01-18T11:30:00Z,2011,1,18,11:30:00,54656,0,860,5436,368080,0,44699,0,0
101,North Stradbroke,-27.345,153.562,2010-12-16T08:30:00Z,2010,12,16,08:30:00,20028,0,3103,1448,315568,0,16914,0,0
125,Rottnest Island,-32,115.41667,2010-12-15T10:20:00Z,2010,12,15,10:20:00,7673,0,80,1759,363789,0,3092,0,0
76,Maria Island,-42.59667,148.23333,2010-12-14T11:05:00Z,2010,12,14,11:05:00,69818,154,0,11085,384613,0,22135,0,0
97,Port Hacking,-34.11923,151.22667,2010-12-14T09:30:00Z,2010,12,14,09:30:00,29508,0,0,6526,480013,0,23878,0,0
69,Kangaroo Island,-35.83217,136.44733,2010-12-14T08:30:00Z,2010,12,14,08:30:00,5811,0,152,3093,253690,0,1264,0,0
123,Yongala,-19.30847,147.61842,2010-12-08T10:45:00Z,2010,12,8,10:45:00,1998,0,71,1716,368714,0,51000,0,0
28,Rottnest Island,-32,115.41667,2010-11-24T11:07:00Z,2010,11,24,11:07:00,992,0,0,2543,459634,0,13256,0,0
96,Kangaroo Island,-35.83217,136.44733,2010-11-21T05:00:00Z,2010,11,21,05:00:00,3116,0,754,12012,460106,0,42108,0,0
147,North Stradbroke,-27.345,153.562,2010-11-16T09:30:00Z,2010,11,16,09:30:00,3812,0,94,3259,181376,0,1647,0,0
100,Port Hacking,-34.11923,151.22667,2010-11-11T09:10:00Z,2010,11,11,09:10:00,4035,0,0,8178,441916,0,5298,0,0
32,Ningaloo,-21.99,113.779,2010-11-08T15:00:00Z,2010,11,8,15:00:00,11790,0,2083,9460,225457,0,10875,0,0
51,Yongala,-19.30847,147.61842,2010-11-01T11:45:00Z,2010,11,1,11:45:00,498,0,0,4229,424320,0,49937,0,0
190,Maria Island,-42.59667,148.23333,2010-10-27T12:50:00Z,2010,10,27,12:50:00,129652,0,0,13701,210765,0,16240,0,0
74,Port Hacking,-34.11923,151.22667,2010-10-20T10:40:00Z,2010,10,20,10:40:00,5417,0,0,4470,424033,0,2374,0,0
189,North Stradbroke,-27.345,153.562,2010-10-18T10:00:00Z,2010,10,18,10:00:00,19141,0,0,2963,329255,0,6679,0,0
188,Port Hacking,-34.11923,151.22667,2010-10-14T10:18:00Z,2010,10,14,10:18:00,2024,0,2597,5122,274663,0,2383,0,0
146,Esperance,-33.93333,121.85,2010-10-13T08:15:00Z,2010,10,13,08:15:00,10245,0,0,11985,450303,0,2515,0,0
187,Maria Island,-42.59667,148.23333,2010-10-01T12:40:00Z,2010,10,1,12:40:00,1329,39,0,3534,162749,0,1836,0,0
17,Rottnest Island,-32,115.41667,2010-09-24T12:22:00Z,2010,9,24,12:22:00,10338,0,0,7560,317280,0,5314,0,0
186,North Stradbroke,-27.345,153.562,2010-09-16T12:45:00Z,2010,9,16,12:45:00,76913,0,0,4086,296348,0,24606,0,0
50,Yongala,-19.30847,147.61842,2010-09-09T11:00:00Z,2010,9,9,11:00:00,1101,0,0,3839,235759,0,823,0,0
124,Port Hacking,-34.11923,151.22667,2010-09-09T09:30:00Z,2010,9,9,09:30:00,67209,0,0,3138,1245682,0,8224,0,0
145,Rottnest Island,-32,115.41667,2010-08-20T14:30:00Z,2010,8,20,14:30:00,1652,0,0,5296,346650,0,2192,0,0
185,Port Hacking,-34.11923,151.22667,2010-08-18T09:30:00Z,2010,8,18,09:30:00,3425,0,0,6559,211432,0,963,0,0
184,North Stradbroke,-27.345,153.562,2010-08-18T08:25:00Z,2010,8,18,08:25:00,35704,0,0,5967,270333,0,13187,0,0
73,Yongala,-19.30847,147.61842,2010-08-17T10:15:00Z,2010,8,17,10:15:00,250,0,90,7450,198025,0,975,0,0
144,Yongala,-19.30847,147.61842,2010-07-29T11:22:00Z,2010,7,29,11:22:00,3271,0,457,2401,388618,0,1029,0,0
31,Rottnest Island,-32,115.41667,2010-07-23T12:02:00Z,2010,7,23,12:02:00,1728,2402,48,3746,403482,0,3895,0,0
16,Maria Island,-42.59667,148.23333,2010-07-22T11:10:00Z,2010,7,22,11:10:00,189,0,0,3567,547321,0,1631,0,0
99,North Stradbroke,-27.345,153.562,2010-07-12T08:45:00Z,2010,7,12,08:45:00,49380,0,83,6570,667438,0,46778,0,0
183,Port Hacking,-34.11923,151.22667,2010-07-02T11:35:00Z,2010,7,2,11:35:00,1159,0,22,5636,222817,0,1002,0,0
72,Esperance,-33.93333,121.85,2010-06-29T10:05:00Z,2010,6,29,10:05:00,5154,0,26,2822,606797,0,2213,0,0
71,North Stradbroke,-27.345,153.562,2010-06-18T12:30:00Z,2010,6,18,12:30:00,76648,0,200,2008,484600,0,35000,0,0
98,Rottnest Island,-32,115.41667,2010-06-17T10:05:00Z,2010,6,17,10:05:00,3692,0,50,5000,450618,0,3811,0,0
70,Maria Island,-42.59667,148.23333,2010-06-15T11:10:00Z,2010,6,15,11:10:00,530,25,0,7258,293505,0,480,0,0
15,Maria Island,-42.59667,148.23333,2010-05-27T11:30:00Z,2010,5,27,11:30:00,618,0,0,4216,302741,0,646,0,0
30,Yongala,-19.30847,147.61842,2010-05-21T12:56:00Z,2010,5,21,12:56:00,87273,0,3277,1109,419853,0,8520,0,0
182,North Stradbroke,-27.345,153.562,2010-05-21T08:21:00Z,2010,5,21,08:21:00,34893,0,11,2527,469101,0,33708,0,0
167,Rottnest Island,-32,115.41667,2010-05-20T10:05:00Z,2010,5,20,10:05:00,2800,2456,25,11224,343884,0,2356,0,0
181,Port Hacking,-34.11923,151.22667,2010-05-11T09:13:00Z,2010,5,11,09:13:00,2100,0,350,13875,231275,0,2675,0,0
166,Maria Island,-42.59667,148.23333,2010-05-05T11:30:00Z,2010,5,5,11:30:00,6472,0,0,2453,393762,0,2195,0,0
29,Kangaroo Island,-35.83217,136.44733,2010-04-20T07:00:00Z,2010,4,20,07:00:00,2372,0,42,3355,429781,0,3140,0,0
165,Rottnest Island,-32,115.41667,2010-04-16T08:30:00Z,2010,4,16,08:30:00,2336,0,51,2716,345202,0,836,0,0
121,Yongala,-19.30847,147.61842,2010-04-13T14:14:00Z,2010,4,13,14:14:00,1454,0,467,6672,297739,0,2636,0,0
26,North Stradbroke,-27.345,153.562,2010-04-12T08:35:00Z,2010,4,12,08:35:00,28245,0,63,2321,234255,0,23730,0,0
95,Maria Island,-42.59667,148.23333,2010-03-30T11:40:00Z,2010,3,30,11:40:00,12957,204,0,2245,198061,0,134694,0,0
49,North Stradbroke,-27.345,153.562,2010-03-23T09:15:00Z,2010,3,23,09:15:00,22746,0,909,1111,245555,0,2828,0,0
94,Esperance,-33.93333,121.85,2010-03-22T09:40:00Z,2010,3,22,09:40:00,1647,0,0,5603,218361,0,1458,0,0
68,Port Hacking,-34.11923,151.22667,2010-03-17T09:05:00Z,2010,3,17,09:05:00,49982,0,337,2204,70104,0,6624,0,0
48,Kangaroo Island,-35.83217,136.44733,2010-03-16T06:00:00Z,2010,3,16,06:00:00,37287,0,1227,15886,382702,0,9445,0,0
67,Rottnest Island,-32,115.41667,2010-03-15T10:00:00Z,2010,3,15,10:00:00,26423,0,0,2718,352581,0,8736,0,0
143,Yongala,-19.30847,147.61842,2010-02-24T10:58:00Z,2010,2,24,10:58:00,3928,0,485,8404,223608,0,1535,0,0
14,North Stradbroke,-27.345,153.562,2010-02-15T09:30:00Z,2010,2,15,09:30:00,20635,0,350,2143,80459,0,5771,0,0
120,North Stradbroke,-27.345,153.562,2010-01-22T09:50:00Z,2010,1,22,09:50:00,3000,0,857,9381,186714,0,5429,0,0
93,Maria Island,-42.59667,148.23333,2010-01-21T10:50:00Z,2010,1,21,10:50:00,370,25,0,1480,316527,0,764,0,0
13,Port Hacking,-34.11923,151.22667,2010-01-20T09:20:00Z,2010,1,20,09:20:00,126129,0,0,9841,433845,0,66463,0,0
92,Yongala,-19.30847,147.61842,2010-01-19T10:45:00Z,2010,1,19,10:45:00,1270,0,370,3069,66297,0,1057,0,0
119,Kangaroo Island,-35.83217,136.44733,2010-01-13T07:00:00Z,2010,1,13,07:00:00,4912,0,0,3504,339308,0,692,0,0
91,Rottnest Island,-32,115.41667,2009-12-22T10:00:00Z,2009,12,22,10:00:00,4895,0,199,4128,178113,0,23826,0,0
27,Esperance,-33.93333,121.85,2009-12-16T09:45:00Z,2009,12,16,09:45:00,20531,0,0,2284,115364,0,531,0,0
46,North Stradbroke,-27.345,153.562,2009-12-16T09:00:00Z,2009,12,16,09:00:00,121038,0,0,6945,453251,0,71488,0,0
162,Kangaroo Island,-35.83217,136.44733,2009-12-16T07:15:00Z,2009,12,16,07:15:00,922,0,0,14292,371079,0,258,0,0
122,Yongala,-19.30847,147.61842,2009-12-15T11:25:00Z,2009,12,15,11:25:00,1657,0,49,1461,84841,0,2704,0,0
164,Maria Island,-42.59667,148.23333,2009-12-07T11:10:00Z,2009,12,7,11:10:00,80000,0,0,2400,296080,0,8800,0,0
64,Port Hacking,-34.11923,151.22667,2009-12-07T09:14:00Z,2009,12,7,09:14:00,5121,0,0,3032,56326,0,526,0,0
142,Yongala,-19.30847,147.61842,2009-11-23T11:45:00Z,2009,11,23,11:45:00,5146,0,990,4797,135128,0,3216,0,0
175,Kangaroo Island,-35.83217,136.44733,2009-11-16T08:30:00Z,2009,11,16,08:30:00,104861,0,0,8860,764854,0,10610,0,0
12,North Stradbroke,-27.345,153.562,2009-11-16T08:20:00Z,2009,11,16,08:20:00,12776,0,400,1760,148040,0,2120,0,0
11,Maria Island,-42.59667,148.23333,2009-11-11T11:30:00Z,2009,11,11,11:30:00,2538,0,0,4501,417445,0,13467,0,0
66,Port Hacking,-34.11923,151.22667,2009-11-11T09:45:00Z,2009,11,11,09:45:00,120601,0,0,7090,426639,0,46034,0,0
118,North Stradbroke,-27.345,153.562,2009-11-02T09:02:00Z,2009,11,2,09:02:00,31066,0,0,9587,374756,0,8540,0,0
141,Rottnest Island,-32,115.41667,2009-10-26T09:53:00Z,2009,10,26,09:53:00,492,43,0,1425,45657,0,646,0,0
140,North Stradbroke,-27.345,153.562,2009-10-22T09:20:00Z,2009,10,22,09:20:00,15645,0,0,3710,483105,0,11025,0,0
117,Port Hacking,-34.11923,151.22667,2009-10-19T09:55:00Z,2009,10,19,09:55:00,49322,0,0,8086,611100,0,28525,0,0
65,North Stradbroke,-27.345,153.562,2009-10-15T10:10:00Z,2009,10,15,10:10:00,89574,0,505,3620,298106,0,75000,0,0
25,Maria Island,-42.59667,148.23333,2009-10-13T11:00:00Z,2009,10,13,11:00:00,210343,0,493,5664,343235,0,13793,0,0
90,Port Hacking,-34.11923,151.22667,2009-10-12T09:28:00Z,2009,10,12,09:28:00,40981,0,0,16144,643893,0,21281,0,0
180,Kangaroo Island,-35.83217,136.44733,2009-10-08T06:00:00Z,2009,10,8,06:00:00,230,0,0,5592,581437,0,438,0,0
10,North Stradbroke,-27.345,153.562,2009-10-07T09:07:00Z,2009,10,7,09:07:00,91914,0,0,11595,428230,0,15486,0,0
163,Port Hacking,-34.11923,151.22667,2009-09-25T08:45:00Z,2009,9,25,08:45:00,141354,0,0,19239,416748,0,212487,0,0
139,Port Hacking,-34.11923,151.22667,2009-09-21T09:17:00Z,2009,9,21,09:17:00,120450,0,0,3567,371261,0,27190,0,0
138,Esperance,-33.93333,121.85,2009-09-17T09:40:00Z,2009,9,17,09:40:00,361,0,0,6237,167421,0,1753,0,0
116,North Stradbroke,-27.345,153.562,2009-09-17T08:30:00Z,2009,9,17,08:30:00,10294,0,384,10136,207915,0,9653,0,0
24,Yongala,-19.30847,147.61842,2009-09-09T10:40:00Z,2009,9,9,10:40:00,75885,0,833,1572,85572,0,18697,0,0
9,Maria Island,-42.59667,148.23333,2009-09-07T11:25:00Z,2009,9,7,11:25:00,3243,34,0,3653,256278,0,1199,0,0
47,Maria Island,-42.59667,148.23333,2009-08-20T11:30:00Z,2009,8,20,11:30:00,10892,1133,34,11548,190343,0,986,0,0
8,Port Hacking,-34.11923,151.22667,2009-08-20T09:19:00Z,2009,8,20,09:19:00,28502,0,0,21002,343049,0,8844,0,0
137,Maria Island,-42.59667,148.23333,2009-07-16T11:36:00Z,2009,7,16,11:36:00,576,0,0,7746,238358,0,3735,0,0
61,Port Hacking,-34.11923,151.22667,2009-07-15T09:15:00Z,2009,7,15,09:15:00,30998,0,0,3660,265000,0,12941,0,0
23,Port Hacking,-34.11923,151.22667,2009-06-24T09:10:00Z,2009,6,24,09:10:00,3299,0,0,14145,318531,0,4153,0,0
43,Esperance,-33.93333,121.85,2009-06-23T09:20:00Z,2009,6,23,09:20:00,2211,0,0,4533,92827,0,649,0,0
115,Kangaroo Island,-35.83217,136.44733,2009-06-02T08:00:00Z,2009,6,2,08:00:00,3262,0,165,6461,185945,0,1713,0,0
179,Maria Island,-42.59667,148.23333,2009-06-01T11:20:00Z,2009,6,1,11:20:00,85,0,0,1411,340118,0,13421,0,0
63,Port Hacking,-34.11923,151.22667,2009-05-19T09:25:00Z,2009,5,19,09:25:00,33332,0,0,9563,232445,0,8308,0,0
7,Esperance,-33.93333,121.85,2009-05-12T12:10:00Z,2009,5,12,12:10:00,11869,0,0,2794,182053,0,1143,0,0
6,Maria Island,-42.59667,148.23333,2009-05-06T11:20:00Z,2009,5,6,11:20:00,541,1207,193,6304,173920,0,908,0,0
62,Port Hacking,-34.11923,151.22667,2009-04-23T09:38:00Z,2009,4,23,09:38:00,3326,0,443,10629,264643,0,26933,0,0
5,Maria Island,-42.59667,148.23333,2009-04-21T11:45:00Z,2009,4,21,11:45:00,57,0,0,31002,348115,0,959,0,0
89,Port Hacking,-34.11923,151.22667,2009-03-19T09:39:00Z,2009,3,19,09:39:00,101499,0,47,3652,288685,0,48507,0,0
136,Port Hacking,-34.11923,151.22667,2009-02-24T09:27:00Z,2009,2,24,09:27:00,29000,0,111,4611,198667,0,2222,0,0
135,Kangaroo Island,-35.83217,136.44733,2009-02-05T14:05:00Z,2009,2,5,14:05:00,674,99,0,6011,259926,0,1312,0,0
178,Kangaroo Island,-35.83217,136.44733,2009-01-15T08:00:00Z,2009,1,15,08:00:00,461,0,0,6504,156026,0,1425,0,0
