NRS_CODE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,TAXON_COUNT
PHB20110420,Nannocalanus minor f,COPEPOD,Nannocalanus,minor,1
PHB20110420,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,3
NSI20120821,Medusa,NON-COPEPOD,(null),(null),1
DAR20110627,Candacia spp. j,COPEPOD,Candacia,spp.,4
DAR20110627,Centropages orsinii m,COPEPOD,Centropages,orsinii,1
DAR20110627,Euterpina acutifrons f,COPEPOD,Euterpina,acutifrons,13
PHB20110420,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,1
ROT20100820,Bestiolina similis m,COPEPOD,Bestiolina,similis,1
DAR20110627,Centropages furcatus f,COPEPOD,Centropages,furcatus,1
NSI20120821,Prosobranch,NON-COPEPOD,(null),(null),3
NSI20120821,Thalia democratica agg,NON-COPEPOD,Thalia,democratica,1
NSI20120806,Acrocalanus spp. f,COPEPOD,Acrocalanus,spp.,1
NSI20120806,Calanoid j,COPEPOD,(null),(null),134
NSI20120806,Clausocalanus furcatus f,COPEPOD,Clausocalanus,furcatus,3
ROT20100820,Calocalanus pavo f,COPEPOD,Calocalanus,pavo,7
NSI20120821,Acartia spp. j,COPEPOD,Acartia,spp.,3
NSI20120821,Calocalanus spp. j,COPEPOD,Calocalanus,spp.,3
NSI20120821,Corycaeidae j,COPEPOD,(null),(null),9
NSI20120821,Nauplii calanoid,COPEPOD,(null),(null),138
NSI20120821,Oithona spp. small m,COPEPOD,Oithona,spp.,8
NSI20120821,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,5
NSI20120821,Temora discaudata f,COPEPOD,Temora,discaudata,3
NSI20120821,Cavoliniidae shell,NON-COPEPOD,(null),(null),5
DAR20110627,Oithona spp. small m,COPEPOD,Oithona,spp.,10
DAR20110627,Oncaea spp. m,COPEPOD,Oncaea,spp.,5
ROT20100820,Ditrichocorycaeus anglicus f,COPEPOD,Ditrichocorycaeus,anglicus,2
ROT20100820,Ditrichocorycaeus minimus f,COPEPOD,Ditrichocorycaeus,minimus,1
ROT20100820,Corycaeidae j,COPEPOD,(null),(null),14
ROT20100820,Nauplii copepod,COPEPOD,(null),(null),119
ROT20100820,Oithona spp. small m,COPEPOD,Oithona,spp.,3
ROT20100820,Temora spp. j,COPEPOD,Temora,spp.,1
ROT20100820,Undinula vulgaris m,COPEPOD,Undinula,vulgaris,1
NSI20120806,Nauplii calanoid,COPEPOD,(null),(null),74
NSI20120806,Oithona nana f,COPEPOD,Oithona,nana,5
NSI20120806,Oncaea scottodicarloi f,COPEPOD,Oncaea,scottodicarloi,7
NSI20120806,Flaccisagitta enflata,NON-COPEPOD,Flaccisagitta,enflata,1
NSI20120806,Fritillariidae,NON-COPEPOD,(null),(null),6
NSI20120806,Polychaete,NON-COPEPOD,(null),(null),2
ROT20101124,Bestiolina similis f,COPEPOD,Bestiolina,similis,1
NSI20110606,Acartia spp. j,COPEPOD,Acartia,spp.,9
KAI20110319,Euterpina acutifrons f,COPEPOD,Euterpina,acutifrons,35
KAI20110319,Paracalanus indicus m,COPEPOD,Paracalanus,indicus,2
KAI20110319,Temora turbinata f,COPEPOD,Temora,turbinata,3
NSI20110323,Macrosetella gracilis f,COPEPOD,Macrosetella,gracilis,14
NSI20110323,Oithona spp. j,COPEPOD,Oithona,spp.,52
NSI20110323,Dioithona rigida f,COPEPOD,Dioithona,rigida,1
NSI20110323,Oncaea spp. m,COPEPOD,Oncaea,spp.,9
NSI20110323,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,7
NSI20110323,Chaetognatha,NON-COPEPOD,(null),(null),9
NSI20110323,Prosobranch,NON-COPEPOD,(null),(null),4
NSI20110323,Thalia democratica sol,NON-COPEPOD,Thalia,democratica,2
ROT20100924,Clausocalanus paululus f,COPEPOD,Clausocalanus,paululus,1
ROT20100723,Decapod larvae,NON-COPEPOD,(null),(null),2
ROT20101215,Nauplii calanoid,COPEPOD,(null),(null),43
ROT20101124,Canthocalanus pauper m,COPEPOD,Canthocalanus,pauper,1
ROT20101124,Clausocalanus furcatus m,COPEPOD,Clausocalanus,furcatus,3
ROT20101124,Ditrichocorycaeus anglicus f,COPEPOD,Ditrichocorycaeus,anglicus,2
ROT20101124,Oncaea scottodicarloi f,COPEPOD,Oncaea,scottodicarloi,1
ROT20101124,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,2
ROT20101124,Brachyuran zoea,NON-COPEPOD,(null),(null),1
ROT20101124,Oikopleuridae,NON-COPEPOD,(null),(null),20
ROT20101124,Trochophore larvae,NON-COPEPOD,(null),(null),1
ROT20101215,Pseudevadne tergestina f,NON-COPEPOD,Pseudevadne,tergestina,1
ROT20101215,Medusa,NON-COPEPOD,(null),(null),1
NSI20110606,Macrosetella gracilis f,COPEPOD,Macrosetella,gracilis,2
NSI20110606,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,8
NSI20110606,Oithona setigera f,COPEPOD,Oithona,setigera,5
NSI20110606,Euchaeta rimana f,COPEPOD,Euchaeta,rimana,1
NSI20110606,Euterpina acutifrons m,COPEPOD,Euterpina,acutifrons,1
NSI20110606,Farranula gibbula f,COPEPOD,Farranula,gibbula,1
NSI20110606,Farranula spp. m,COPEPOD,Farranula,spp.,1
NSI20110606,Chaetognatha,NON-COPEPOD,(null),(null),4
NSI20110606,Lucifer spp. m,NON-COPEPOD,Lucifer,spp.,1
NSI20110606,Parvocalanus crassirostris f,COPEPOD,Parvocalanus,crassirostris,1
MAI20110328,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,1
MAI20110328,Nauplii copepod,COPEPOD,(null),(null),3
MAI20110328,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,3
MAI20110328,Aglaura hemistoma,NON-COPEPOD,Aglaura,hemistoma,8
MAI20110328,Penilia avirostris,NON-COPEPOD,Penilia,avirostris,25
MAI20110328,Oncaea clevei complex f,COPEPOD,Oncaea,clevei complex,13
MAI20110328,Oncaea mediterranea broad f,COPEPOD,Oncaea,mediterranea broad,1
KAI20110319,Oncaea spp. j,COPEPOD,Oncaea,spp.,4
KAI20110319,Bivalve,NON-COPEPOD,(null),(null),13
KAI20110319,Decapod larvae,NON-COPEPOD,(null),(null),1
MAI20110328,Podon spp.,NON-COPEPOD,Podon,spp.,4
PHB20110329,Acartia (Acartiura) tranteri m,COPEPOD,Acartia (Acartiura),tranteri,1
YON20110323,Ditrichocorycaeus erythraeus m,COPEPOD,Ditrichocorycaeus,erythraeus,2
YON20110323,Siphonophore,NON-COPEPOD,(null),(null),1
PHB20110329,Calocalanus pavo f,COPEPOD,Calocalanus,pavo,2
PHB20110329,Oncaea scottodicarloi f,COPEPOD,Oncaea,scottodicarloi,2
KAI20110319,Echinoderm larvae,NON-COPEPOD,(null),(null),1
NSI20110623,Limacina,NON-COPEPOD,Limacina,spp.,1
MAI20110531,Calocalanus pavo f,COPEPOD,Calocalanus,pavo,2
MAI20110531,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,3
MAI20110531,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,1
MAI20110531,Microsetella spp. m,COPEPOD,Microsetella,spp.,1
PHB20110829,Euterpina acutifrons m,COPEPOD,Euterpina,acutifrons,5
PHB20110829,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,7
PHB20110829,Temora turbinata m,COPEPOD,Temora,turbinata,3
NSI20120511,Canthocalanus pauper f,COPEPOD,Canthocalanus,pauper,1
NSI20120511,Clausocalanus arcuicornis f,COPEPOD,Clausocalanus,arcuicornis,1
NSI20120511,Nannocalanus minor f,COPEPOD,Nannocalanus,minor,2
NSI20120511,Nauplii calanoid,COPEPOD,(null),(null),103
NSI20120511,Cavoliniidae shell,NON-COPEPOD,(null),(null),8
NSI20120511,Prosobranch,NON-COPEPOD,(null),(null),12
NSI20120620,Acrocalanus gibber f,COPEPOD,Acrocalanus,gibber,1
NSI20120620,Oncaea spp. m,COPEPOD,Oncaea,spp.,15
NSI20120620,Paracalanus aculeatus m,COPEPOD,Paracalanus,aculeatus,4
NSI20120620,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,11
NSI20111013,Acrocalanus longicornis m,COPEPOD,Acrocalanus,longicornis,1
NSI20111013,Corycaeidae j,COPEPOD,(null),(null),4
NSI20111013,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,2
NSI20111013,Noctiluca scintillans,NOCTILUCA,Noctiluca,scintillans,66
NSI20111013,Medusa,NON-COPEPOD,(null),(null),3
NSI20111013,Polychaete larvae,NON-COPEPOD,(null),(null),8
NSI20120620,Calocalanus spp. f,COPEPOD,Calocalanus,spp.,5
NSI20111116,Euterpina acutifrons f,COPEPOD,Euterpina,acutifrons,18
NSI20111116,Euterpina acutifrons m,COPEPOD,Euterpina,acutifrons,2
NSI20111116,Nauplii poecilostomatoida / cyclopoid,COPEPOD,(null),(null),3
NSI20111116,Oithona Grp3 (pointy head) f,COPEPOD,Oithona,grp 3,1
NSI20111116,Oncaea spp. j,COPEPOD,Oncaea,spp.,49
NSI20111116,Oncaea spp. m,COPEPOD,Oncaea,spp.,23
NSI20111116,Paracalanus spp. m,COPEPOD,Paracalanus,spp.,1
NSI20111116,Paroithona spp. f,COPEPOD,Paroithona,spp.,4
NSI20111116,Aglaura hemistoma,NON-COPEPOD,Aglaura,hemistoma,1
NSI20111116,Fish egg,NON-COPEPOD,(null),(null),1
NSI20120620,Nauplii harpacticoid,COPEPOD,(null),(null),4
NSI20120620,Ostracod,NON-COPEPOD,(null),(null),2
ROT20110923,Acartia (Acanthacartia) tonsa f,COPEPOD,Acartia (Acanthacartia),tonsa,4
ROT20110923,Macrosetella gracilis f,COPEPOD,Macrosetella,gracilis,1
ROT20110923,Temora turbinata f,COPEPOD,Temora,turbinata,2
NSI20120821,Calocalanus spp. m,COPEPOD,Calocalanus,spp.,2
NSI20120821,Copilia spp. j,COPEPOD,Copilia,spp.,1
YON20110811,Oithona spp. j,COPEPOD,Oithona,spp.,76
YON20110811,Oncaea clevei f,COPEPOD,Oncaea,clevei,7
YON20110811,Euterpina acutifrons j,COPEPOD,Euterpina,acutifrons,1
YON20110811,Microsetella rosea f,COPEPOD,Microsetella,rosea,2
YON20110811,Fritillariidae,NON-COPEPOD,(null),(null),6
MAI20111005,Clausocalanus spp. j,COPEPOD,Clausocalanus,spp.,1
MAI20111005,Echinoderm larvae,NON-COPEPOD,(null),(null),3
MAI20111005,Polychaete,NON-COPEPOD,(null),(null),3
KAI20111026,Centropages spp. j,COPEPOD,Centropages,spp.,2
KAI20111026,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,39
KAI20111026,Oithona attenuata stocky f,COPEPOD,Oithona,attenuata stocky,2
KAI20111026,Aglaura hemistoma,NON-COPEPOD,Aglaura,hemistoma,1
KAI20111026,Chaetognatha,NON-COPEPOD,(null),(null),1
PHB20111117,Bestiolina similis f,COPEPOD,Bestiolina,similis,5
PHB20111117,Calanoid j,COPEPOD,(null),(null),34
PHB20111117,Ctenocalanus vanus m,COPEPOD,Ctenocalanus,vanus,4
PHB20111117,Euterpina acutifrons m,COPEPOD,Euterpina,acutifrons,3
PHB20111117,Subeucalanus spp. j,COPEPOD,Subeucalanus,spp.,1
PHB20111117,Barnacle nauplii,NON-COPEPOD,(null),(null),1
PHB20111117,Cladoceran,NON-COPEPOD,(null),(null),1
PHB20111117,Podon intermedius f,NON-COPEPOD,Podon,intermedius,2
PHB20111117,Pseudevadne tergestina f,NON-COPEPOD,Pseudevadne,tergestina,12
PHB20111117,Salpidae,NON-COPEPOD,(null),(null),1
NSI20110816,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,2
NSI20110816,Oithona tenuis f,COPEPOD,Oithona,tenuis,6
NSI20110816,Oncaea mediterranea broad f,COPEPOD,Oncaea,mediterranea broad,2
MAI20111214,Acartia spp. j,COPEPOD,Acartia,spp.,2
MAI20111214,Candacia spp. j,COPEPOD,Candacia,spp.,3
MAI20111214,Eucalanidae j,COPEPOD,(null),(null),7
MAI20111214,Heterorhabdus lobatus f,COPEPOD,Heterorhabdus,lobatus,1
MAI20111214,Microsetella rosea f,COPEPOD,Microsetella,rosea,1
ROT20110923,Clausocalanus spp. j,COPEPOD,Clausocalanus,spp.,8
ROT20110923,Doliolum spp.,NON-COPEPOD,Doliolum,spp.,1
ROT20110923,Fish larvae,NON-COPEPOD,(null),(null),1
NSI20120806,Acartia (Acartia) negligens f,COPEPOD,Acartia (Acartia),negligens,1
NSI20120806,Acrocalanus gracilis f,COPEPOD,Acrocalanus,gracilis,1
KAI20111115,Clausocalanus pergens f,COPEPOD,Clausocalanus,pergens,2
KAI20111115,Ditrichocorycaeus dahli m,COPEPOD,Ditrichocorycaeus,dahli,2
KAI20111115,Microsetella spp. f,COPEPOD,Microsetella,spp.,3
MAI20111214,Triconia conifera complex f,COPEPOD,Triconia,conifera complex,2
YON20120112,Euterpina acutifrons f,COPEPOD,Euterpina,acutifrons,6
KAI20111115,Prosobranch,NON-COPEPOD,(null),(null),1
KAI20111115,Pseudevadne tergestina f,NON-COPEPOD,Pseudevadne,tergestina,3
YON20120112,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,14
YON20120112,Paracalanus indicus m,COPEPOD,Paracalanus,indicus,6
NSI20121114,Delibus nudus f,COPEPOD,Delibus,nudus,5
NSI20121114,Oithona nana f,COPEPOD,Oithona,nana,9
NSI20121114,Oithona simplex f,COPEPOD,Oithona,simplex,2
NSI20121114,Oncaea media f,COPEPOD,Oncaea,media,10
NSI20121114,Paracalanus indicus m,COPEPOD,Paracalanus,indicus,4
NSI20121114,Fritillaria pellucida,NON-COPEPOD,Fritillaria,pellucida,1
MAI20111214,Siphonophore diphyidae,NON-COPEPOD,(null),(null),1
PHB20120212,Macrosetella gracilis f,COPEPOD,Macrosetella,gracilis,1
PHB20120212,Oithona spp. small m,COPEPOD,Oithona,spp.,2
PHB20120212,Oncaea scottodicarloi f,COPEPOD,Oncaea,scottodicarloi,1
PHB20120212,Oncaea spp. j,COPEPOD,Oncaea,spp.,3
PHB20120212,Bivalve,NON-COPEPOD,(null),(null),7
PHB20120212,Doliolum nationalis,NON-COPEPOD,Doliolum,nationalis,19
PHB20120212,Egg,NON-COPEPOD,(null),(null),3
PHB20120212,Fish j,NON-COPEPOD,(null),(null),1
PHB20120212,Podon spp.,NON-COPEPOD,Podon,spp.,4
PHB20110829,Onychocorycaeus agilis f,COPEPOD,Onychocorycaeus,agilis,1
PHB20110829,Corycaeidae j,COPEPOD,(null),(null),3
PHB20110829,Oithona spp. small m,COPEPOD,Oithona,spp.,3
PHB20110829,Acrocalanus spp. m,COPEPOD,Acrocalanus,spp.,1
NSI20120229,Acrocalanus longicornis f,COPEPOD,Acrocalanus,longicornis,1
NSI20120229,Oithona longispina f,COPEPOD,Oithona,longispina,9
NSI20120229,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,2
MAI20111026,Clausocalanus pergens f,COPEPOD,Clausocalanus,pergens,5
PHB20110914,Farranula rostrata f,COPEPOD,Farranula,rostrata,2
PHB20110914,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,12
PHB20110914,Oncaea media f,COPEPOD,Oncaea,media,5
MAI20110812,Nannocalanus minor m,COPEPOD,Nannocalanus,minor,1
MAI20110812,Oncaea spp. j,COPEPOD,Oncaea,spp.,3
KAI20111115,Corycaeidae f,COPEPOD,(null),(null),1
NSI20120912,Acartia spp. j,COPEPOD,Acartia,spp.,5
NSI20120912,Acrocalanus spp. f,COPEPOD,Acrocalanus,spp.,1
NSI20120912,Euchaeta spp. j,COPEPOD,Euchaeta,spp.,2
NSI20120912,Euterpina acutifrons j,COPEPOD,Euterpina,acutifrons,24
NSI20120912,Nauplii harpacticoid,COPEPOD,(null),(null),1
NSI20120912,Oithona spp. small m,COPEPOD,Oithona,spp.,3
NSI20120912,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,2
NSI20120912,Subeucalanus spp. j,COPEPOD,Subeucalanus,spp.,9
NSI20120912,Salpidae,NON-COPEPOD,(null),(null),3
PHB20110717,Limacina,NON-COPEPOD,Limacina,spp.,1
PHB20110717,Polychaete,NON-COPEPOD,(null),(null),4
PHB20110717,Fish larvae,NON-COPEPOD,(null),(null),1
PHB20111206,Acartia (Acartia) danae f,COPEPOD,Acartia (Acartia),danae,8
PHB20111206,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,12
PHB20111206,Echinoderm larvae,NON-COPEPOD,(null),(null),3
PHB20111206,Polychaete,NON-COPEPOD,(null),(null),12
NSI20121114,Parvocalanus crassirostris m,COPEPOD,Parvocalanus,crassirostris,2
YON20111213,Acrocalanus spp. j,COPEPOD,Acrocalanus,spp.,1
YON20111213,Euterpina acutifrons j,COPEPOD,Euterpina,acutifrons,2
NSI20121017,Acrocalanus gibber f,COPEPOD,Acrocalanus,gibber,1
NSI20121017,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,10
NSI20121017,Oithona nana f,COPEPOD,Oithona,nana,10
YON20111213,Oncaea clevei f,COPEPOD,Oncaea,clevei,6
YON20111213,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,3
NSI20121017,Oncaea spp. j,COPEPOD,Oncaea,spp.,21
NSI20121017,Oncaea venusta venella no hump f,COPEPOD,Oncaea,venusta venella no hump,2
NSI20121017,Pleuromamma spp. j,COPEPOD,Pleuromamma,spp.,1
NSI20121017,Bivalve,NON-COPEPOD,(null),(null),4
NSI20121017,Prosobranch,NON-COPEPOD,(null),(null),5
NSI20121017,Siphonophore,NON-COPEPOD,(null),(null),7
KAI20111219,Oncaea media f,COPEPOD,Oncaea,media,11
KAI20111219,Temora turbinata m,COPEPOD,Temora,turbinata,1
KAI20111219,Oikopleuridae,NON-COPEPOD,(null),(null),10
KAI20111219,Acartia (Acartiura) tranteri f,COPEPOD,Acartia (Acartiura),tranteri,1
KAI20111219,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,1
KAI20111219,Fritillaria pellucida,NON-COPEPOD,Fritillaria,pellucida,1
YON20111213,Trochophore larvae,NON-COPEPOD,(null),(null),1
YON20111213,Acartia (Odontacartia) pacifica f,COPEPOD,Acartia (Odontacartia),pacifica,1
YON20111213,Siphonophore diphyidae,NON-COPEPOD,(null),(null),1
MAI20111214,Sapphirina angusta f,COPEPOD,Sapphirina,angusta,1
MAI20111214,Hyperiid amphipod,NON-COPEPOD,(null),(null),1
PHB20110914,Acartia spp. j,COPEPOD,Acartia,spp.,1
PHB20110914,Oithona plumifera f,COPEPOD,Oithona,plumifera,1
PHB20110914,Temora spp. j,COPEPOD,Temora,spp.,1
PHB20110914,Noctiluca scintillans,NOCTILUCA,Noctiluca,scintillans,47
PHB20110914,Doliolum spp.,NON-COPEPOD,Doliolum,spp.,12
PHB20110914,Pseudevadne tergestina f,NON-COPEPOD,Pseudevadne,tergestina,1
PHB20110914,Corycaeidae j,COPEPOD,(null),(null),2
PHB20110914,Fritillariidae,NON-COPEPOD,(null),(null),3
NSI20110915,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,3
PHB20110914,Polychaete,NON-COPEPOD,(null),(null),1
NSI20110915,Oncaea clevei complex f,COPEPOD,Oncaea,clevei complex,3
NSI20110915,Echinoderm larvae,NON-COPEPOD,(null),(null),9
PHB20111117,Onychocorycaeus giesbrechti f,COPEPOD,Onychocorycaeus,giesbrechti,1
PHB20111117,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,2
YON20120112,Microsetella rosea f,COPEPOD,Microsetella,rosea,1
YON20120112,Decapod larvae,NON-COPEPOD,(null),(null),1
YON20120112,Echinoderm larvae,NON-COPEPOD,(null),(null),1
YON20120112,Oikopleuridae,NON-COPEPOD,(null),(null),64
NSI20130111,Clausocalanus arcuicornis f,COPEPOD,Clausocalanus,arcuicornis,1
NSI20130111,Clytemnestra scutellata f,COPEPOD,Clytemnestra,scutellata,1
NSI20130111,Farranula spp. m,COPEPOD,Farranula,spp.,1
NSI20130111,Macrosetella gracilis j,COPEPOD,Macrosetella,gracilis,4
NSI20130111,Microsetella spp. j,COPEPOD,Microsetella,spp.,5
NSI20130111,Nauplii harpacticoid,COPEPOD,(null),(null),7
NSI20130111,Oithona simplex f,COPEPOD,Oithona,simplex,6
NSI20130111,Oncaea spp. m,COPEPOD,Oncaea,spp.,15
NSI20130111,Paracalanus spp. m,COPEPOD,Paracalanus,spp.,1
NSI20130111,Brachyuran zoea,NON-COPEPOD,(null),(null),1
NSI20130111,Chaetognatha,NON-COPEPOD,(null),(null),7
NSI20130111,Ostracod,NON-COPEPOD,(null),(null),2
NSI20130111,Penilia avirostris f,NON-COPEPOD,Penilia,avirostris,32
NSI20110727,Copepod j,COPEPOD,(null),(null),187
NSI20110727,Euterpina acutifrons j,COPEPOD,Euterpina,acutifrons,1
NSI20110727,Farranula gibbula f,COPEPOD,Farranula,gibbula,2
NSI20110727,Mecynocera spp. j,COPEPOD,Mecynocera,spp.,3
NSI20110727,Nannocalanus minor f,COPEPOD,Nannocalanus,minor,3
NSI20110727,Temora turbinata m,COPEPOD,Temora,turbinata,3
NSI20110727,Egg,NON-COPEPOD,(null),(null),3
NSI20110727,Oikopleuridae,NON-COPEPOD,(null),(null),120
YON20110616,Oncaea spp. j,COPEPOD,Oncaea,spp.,11
YON20110616,Appendicularia,NON-COPEPOD,(null),(null),89
YON20110616,Prosobranch,NON-COPEPOD,(null),(null),3
NSI20120511,Calocalanus styliremis f,COPEPOD,Calocalanus,styliremis,1
MAI20110812,Acartia (Acartia) danae f,COPEPOD,Acartia (Acartia),danae,3
YON20110616,Oithona nana f,COPEPOD,Oithona,nana,1
MAI20110812,Oncaea spp.,COPEPOD,Oncaea,spp.,1
ROT20111020,Corycaeus speciosus f,COPEPOD,Corycaeus,speciosus,4
ROT20111020,Ditrichocorycaeus anglicus f,COPEPOD,Ditrichocorycaeus,anglicus,1
ROT20111020,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,2
ROT20111020,Aglaura hemistoma,NON-COPEPOD,Aglaura,hemistoma,1
ROT20111020,Bivalve,NON-COPEPOD,(null),(null),3
ROT20111020,Doliolum spp.,NON-COPEPOD,Doliolum,spp.,1
ROT20111020,Fritillariidae,NON-COPEPOD,(null),(null),1
ROT20111020,Oikopleuridae,NON-COPEPOD,(null),(null),21
NSI20120511,Farranula spp. m,COPEPOD,Farranula,spp.,2
YON20110720,Limacina,NON-COPEPOD,Limacina,spp.,12
YON20110720,Polychaete,NON-COPEPOD,(null),(null),12
YON20110720,Ditrichocorycaeus dahli m,COPEPOD,Ditrichocorycaeus,dahli,1
NSI20120511,Decapod larvae,NON-COPEPOD,(null),(null),2
NSI20120229,Calanoid j,COPEPOD,(null),(null),90
NSI20120229,Farranula gracilis f,COPEPOD,Farranula,gracilis,1
NSI20120229,Microsetella spp. j,COPEPOD,Microsetella,spp.,8
NSI20120229,Nauplii copepod,COPEPOD,(null),(null),74
NSI20120229,Oncaea spp. j,COPEPOD,Oncaea,spp.,13
NSI20120229,Doliolum denticulatum,NON-COPEPOD,Doliolum,denticulatum,1
NSI20120229,Echinoderm larvae,NON-COPEPOD,(null),(null),2
PHB20111117,Fish larvae,NON-COPEPOD,(null),(null),1
YON20111027,Acrocalanus longicornis f,COPEPOD,Acrocalanus,longicornis,1
YON20111027,Candacia spp. j,COPEPOD,Candacia,spp.,1
YON20110908,Clausocalanus spp. j,COPEPOD,Clausocalanus,spp.,1
YON20110908,Ditrichocorycaeus dahli f,COPEPOD,Ditrichocorycaeus,dahli,1
YON20110908,Oithona nana f,COPEPOD,Oithona,nana,1
YON20110908,Oncaea spp. j,COPEPOD,Oncaea,spp.,12
YON20110908,Oncaea spp. m,COPEPOD,Oncaea,spp.,18
YON20111027,Euterpina acutifrons j,COPEPOD,Euterpina,acutifrons,10
YON20111027,Microsetella norvegica m,COPEPOD,Microsetella,norvegica,3
YON20111027,Microsetella rosea f,COPEPOD,Microsetella,rosea,1
MAI20111026,Calanid CIV,COPEPOD,(null),(null),11
MAI20111026,Calanid CV,COPEPOD,(null),(null),34
YON20111027,Oikopleuridae,NON-COPEPOD,(null),(null),68
YON20111027,Ostracod,NON-COPEPOD,(null),(null),1
MAI20111026,Oithona spp. small m,COPEPOD,Oithona,spp.,2
MAI20111026,Fritillariidae,NON-COPEPOD,(null),(null),10
MAI20111026,Limacina,NON-COPEPOD,Limacina,spp.,2
MAI20111026,Obelia spp.,NON-COPEPOD,Obelia,spp.,26
MAI20111026,Podon spp.,NON-COPEPOD,Podon,spp.,4
MAI20111026,Polychaete larvae,NON-COPEPOD,(null),(null),6
ESP20120309,Calanoid j,COPEPOD,(null),(null),290
ESP20120309,Canthocalanus pauper m,COPEPOD,Canthocalanus,pauper,1
ESP20120309,Nauplii harpacticoid,COPEPOD,(null),(null),4
ESP20120309,Oithona plumifera f,COPEPOD,Oithona,plumifera,7
ESP20120309,Oncaea venusta medium no hump f,COPEPOD,Oncaea,venusta medium no hump,2
ESP20120309,Oncaea venusta typica f,COPEPOD,Oncaea,venusta typica,9
ESP20120309,Chaetognatha,NON-COPEPOD,(null),(null),3
ESP20120309,Doliolum spp.,NON-COPEPOD,Doliolum,spp.,3
PHB20120212,Calanid CV,COPEPOD,(null),(null),1
PHB20120212,Corycaeus spp. m,COPEPOD,Corycaeus,spp.,1
PHB20120212,Fish larvae,NON-COPEPOD,(null),(null),1
KAI20120116,Calanoid j,COPEPOD,(null),(null),80
KAI20120116,Calocalanus spp. f,COPEPOD,Calocalanus,spp.,1
PHB20120917,Microsetella rosea f,COPEPOD,Microsetella,rosea,4
KAI20120116,Euterpina acutifrons j,COPEPOD,Euterpina,acutifrons,11
KAI20120116,Oithona nana f,COPEPOD,Oithona,nana,3
KAI20120116,Oncaea venusta venella no hump f,COPEPOD,Oncaea,venusta venella no hump,19
PHB20120917,Microsetella spp. j,COPEPOD,Microsetella,spp.,3
YON20120208,Acartia (Acartia) negligens f,COPEPOD,Acartia (Acartia),negligens,1
YON20120208,Acartia spp. j,COPEPOD,Acartia,spp.,1
YON20120208,Centropages furcatus f,COPEPOD,Centropages,furcatus,4
YON20120208,Ditrichocorycaeus andrewsi f,COPEPOD,Ditrichocorycaeus,andrewsi,3
YON20120208,Corycaeidae j,COPEPOD,(null),(null),12
YON20120208,Euterpina acutifrons f,COPEPOD,Euterpina,acutifrons,3
YON20120208,Euterpina acutifrons m,COPEPOD,Euterpina,acutifrons,1
KAI20120116,Lucifer spp. f,NON-COPEPOD,Lucifer,spp.,1
KAI20120116,Penilia avirostris,NON-COPEPOD,Penilia,avirostris,670
KAI20120116,Penilia avirostris f gravid,NON-COPEPOD,Penilia,avirostris,12
YON20120208,Chaetognatha,NON-COPEPOD,(null),(null),28
PHB20121009,Acartia (Acartia) danae f,COPEPOD,Acartia (Acartia),danae,1
PHB20121009,Nauplii calanoid,COPEPOD,(null),(null),66
PHB20121009,Oithona atlantica f,COPEPOD,Oithona,atlantica,7
PHB20121009,Oncaea spp. f,COPEPOD,Oncaea,spp.,1
PHB20121009,Subeucalanus crassus f,COPEPOD,Subeucalanus,crassus,1
PHB20120917,Plastic (NRS),NON BIOLOGICAL,(null),(null),2
PHB20121009,Acartia (Acartiura) tranteri m,COPEPOD,Acartia (Acartiura),tranteri,2
PHB20121009,Clausocalanus jobei f (>1.2mm),COPEPOD,Clausocalanus,jobei,2
ESP20110818,Dioithona oculata f,COPEPOD,Dioithona,oculata,4
ESP20110818,Bivalve,NON-COPEPOD,(null),(null),87
ESP20110818,Echinoderm larvae,NON-COPEPOD,(null),(null),10
ESP20110818,Egg,NON-COPEPOD,(null),(null),42
PHB20121009,Chaetognatha,NON-COPEPOD,(null),(null),2
