NRS_CODE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,TAXON_COUNT
NSI20100214,Cavoliniidae shell,NON-COPEPOD,(null),(null),8
PHB20100413,Acrocalanus spp. m,COPEPOD,Acrocalanus,spp.,1
PHB20100413,Farranula concinna f,COPEPOD,Farranula,concinna,1
PHB20100413,Oithona Grp3 (pointy head) f,COPEPOD,Oithona,grp 3,10
PHB20100413,Oncaea clevei complex f,COPEPOD,Oncaea,clevei complex,2
PHB20100413,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,1
MAI20100615,Copepod damaged / unidentified,COPEPOD,(null),(null),3
MAI20100615,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,2
MAI20100330,Calanoid j,COPEPOD,(null),(null),32
MAI20100330,Oithona spp. small m,COPEPOD,Oithona,spp.,1
MAI20100330,Oncaea spp. j,COPEPOD,Oncaea,spp.,7
MAI20100330,Oncaea media complex f,COPEPOD,Oncaea,media complex,16
MAI20100330,Barnacle nauplii,NON-COPEPOD,(null),(null),2
KAI20091115,Centropages spp. j,COPEPOD,Centropages,spp.,2
KAI20100419,Acartia spp. f,COPEPOD,Acartia,spp.,5
YON20100224,Oikopleuridae,NON-COPEPOD,(null),(null),41
ROT20100416,Harpacticoid j,COPEPOD,(null),(null),1
ROT20100416,Temora spp. j,COPEPOD,Temora,spp.,9
ROT20100416,Temora turbinata m,COPEPOD,Temora,turbinata,3
ROT20100416,Oikopleuridae,NON-COPEPOD,(null),(null),35
KAI20091115,Urocorycaeus furcifer m,COPEPOD,Urocorycaeus,furcifer,2
KAI20091115,Oithona spp. small m,COPEPOD,Oithona,spp.,7
KAI20091115,Oncaea media complex f,COPEPOD,Oncaea,media complex,5
KAI20091215,Bestiolina similis f,COPEPOD,Bestiolina,similis,1
KAI20091215,Calanoid j,COPEPOD,(null),(null),167
KAI20091215,Paracalanus indicus m,COPEPOD,Paracalanus,indicus,4
KAI20091215,Limacina,NON-COPEPOD,Limacina,spp.,13
ESP20091216,Paracalanus indicus m,COPEPOD,Paracalanus,indicus,1
PHB20100817,Acartia (Acartiura) tranteri f,COPEPOD,Acartia (Acartiura),tranteri,1
MAI20100505,Copepod damaged / unidentified,COPEPOD,(null),(null),1
MAI20100505,Oithona spp. j,COPEPOD,Oithona,spp.,38
MAI20100505,Oncaea venusta complex m,COPEPOD,Oncaea,venusta complex,45
MAI20100505,Echinoderm larvae,NON-COPEPOD,(null),(null),1
YON20100521,Euchaeta spp. j,COPEPOD,Euchaeta,spp.,10
YON20100521,Microsetella rosea f,COPEPOD,Microsetella,rosea,2
YON20100521,Oncaea spp. m,COPEPOD,Oncaea,spp.,8
YON20100521,Echinoderm larvae,NON-COPEPOD,(null),(null),2
PHB20100702,Oithona Grp3 (pointy head) f,COPEPOD,Oithona,grp 3,29
PHB20100702,Temoropia mayumbaensis m,COPEPOD,Temoropia,mayumbaensis,1
PHB20100702,Barnacle cyprid,NON-COPEPOD,(null),(null),1
PHB20100702,Oikopleuridae,NON-COPEPOD,(null),(null),71
PHB20100817,Clytemnestra scutellata m,COPEPOD,Clytemnestra,scutellata,1
PHB20100817,Eucalanus spp. j,COPEPOD,Eucalanus,spp.,5
PHB20100817,Oncaea spp. j,COPEPOD,Oncaea,spp.,23
PHB20100817,Oncaea media complex f,COPEPOD,Oncaea,media complex,7
PHB20100817,Oncaea spp. m,COPEPOD,Oncaea,spp.,17
PHB20100817,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,3
PHB20100817,Pontella spp.,COPEPOD,Pontella,spp.,1
PHB20100817,Cavoliniidae shell,NON-COPEPOD,(null),(null),5
PHB20100817,Oikopleuridae,NON-COPEPOD,(null),(null),11
MAI20100505,Calocalanus spp. j,COPEPOD,Calocalanus,spp.,1
MAI20100505,Candacia spp. j,COPEPOD,Candacia,spp.,7
PHB20100510,Oithona Grp1 (flat head) f,COPEPOD,Oithona,grp 1,9
PHB20100510,Oncaea media complex m,COPEPOD,Oncaea,media complex,3
PHB20100510,Oncaea mediterranea complex m,COPEPOD,Oncaea,mediterranea complex,2
KAI20100112,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,37
ESP20100322,Calocalanus spp. f,COPEPOD,Calocalanus,spp.,2
ESP20100322,Ditrichocorycaeus dahli m,COPEPOD,Ditrichocorycaeus,dahli,1
ESP20100322,Corycaeidae j,COPEPOD,(null),(null),3
MAI20100505,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,1
MAI20100505,Nannocalanus minor m,COPEPOD,Nannocalanus,minor,1
MAI20100505,Paracalanus spp. m,COPEPOD,Paracalanus,spp.,3
MAI20100505,Scolecithrix spp. j,COPEPOD,Scolecithrix,spp.,1
MAI20100505,Subeucalanus spp. j,COPEPOD,Subeucalanus,spp.,1
ESP20100322,Cavoliniidae shell,NON-COPEPOD,(null),(null),3
ESP20100322,Penilia avirostris m,NON-COPEPOD,Penilia,avirostris,1
ESP20100322,Pseudevadne tergestina,NON-COPEPOD,Pseudevadne,tergestina,1
ROT20100315,Oncaea mediterranea broad f,COPEPOD,Oncaea,mediterranea broad,1
KAI20100419,Temora turbinata m,COPEPOD,Temora,turbinata,2
YON20100413,Ditrichocorycaeus erythraeus m,COPEPOD,Ditrichocorycaeus,erythraeus,2
YON20100413,Euterpina acutifrons f,COPEPOD,Euterpina,acutifrons,2
YON20100413,Farranula gracilis f,COPEPOD,Farranula,gracilis,1
YON20100413,Ditrichocorycaeus andrewsi m,COPEPOD,Ditrichocorycaeus,andrewsi,1
KAI20091115,Acartia spp. f,COPEPOD,Acartia,spp.,1
KAI20091115,Oncaea scottodicarloi f,COPEPOD,Oncaea,scottodicarloi,1
YON20100413,Oithona spp. small m,COPEPOD,Oithona,spp.,12
KAI20091115,Pseudevadne tergestina,NON-COPEPOD,Pseudevadne,tergestina,1
YON20100413,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,22
YON20100413,Limacina,NON-COPEPOD,Limacina,spp.,3
YON20100413,Ostracod,NON-COPEPOD,(null),(null),2
MAI20100120,Calocalanus pavo f,COPEPOD,Calocalanus,pavo,9
MAI20100120,Calocalanus plumulosus f,COPEPOD,Calocalanus,plumulosus,5
MAI20100120,Acartia (Acartia) danae f,COPEPOD,Acartia (Acartia),danae,4
MAI20100120,Oithona Grp1 (flat head) f,COPEPOD,Oithona,grp 1,48
MAI20100120,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,141
MAI20100120,Bryozoan (Cyphonaute larvae),NON-COPEPOD,(null),(null),2
MAI20100120,Oikopleuridae,NON-COPEPOD,(null),(null),8
MAI20100120,Podon spp.,NON-COPEPOD,Podon,spp.,3
ROT20100416,Euchaeta spp. j,COPEPOD,Euchaeta,spp.,1
KAI20100112,Ditrichocorycaeus erythraeus m,COPEPOD,Ditrichocorycaeus,erythraeus,1
KAI20100112,Euchaeta spp. j,COPEPOD,Euchaeta,spp.,1
KAI20100112,Euterpina acutifrons f,COPEPOD,Euterpina,acutifrons,5
KAI20100112,Oithona spp. large m,COPEPOD,Oithona,spp.,1
KAI20100112,Ostracod,NON-COPEPOD,(null),(null),1
MAI20100615,Acartia (Acartiura) tranteri m,COPEPOD,Acartia (Acartiura),tranteri,1
MAI20100615,Bryozoan (Cyphonaute larvae),NON-COPEPOD,(null),(null),2
KAI20100112,Thalia democratica sol,NON-COPEPOD,Thalia,democratica,15
YON20100224,Acrocalanus gibber m,COPEPOD,Acrocalanus,gibber,7
YON20100224,Eucalanidae j,COPEPOD,(null),(null),3
YON20100224,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,11
YON20100224,Oithona spp. small m,COPEPOD,Oithona,spp.,4
YON20100224,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,10
YON20100224,Parvocalanus crassirostris m,COPEPOD,Parvocalanus,crassirostris,1
YON20100224,Limacina,NON-COPEPOD,Limacina,spp.,6
YON20100224,Prosobranch,NON-COPEPOD,(null),(null),1
ROT20100416,Bryozoan (Cyphonaute larvae),NON-COPEPOD,(null),(null),2
ROT20100416,Acartia (Acartia) negligens f,COPEPOD,Acartia (Acartia),negligens,1
ROT20100416,Calocalanus spp. f,COPEPOD,Calocalanus,spp.,3
PHB20100609,Clausocalanus paululus f,COPEPOD,Clausocalanus,paululus,2
ROT20100315,Acartia (Acartiura) simplex f,COPEPOD,Acartia (Acartiura),simplex,2
ROT20100315,Calanoid j,COPEPOD,(null),(null),109
PHB20100609,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,1
PHB20100609,Nannocalanus minor f,COPEPOD,Nannocalanus,minor,10
PHB20100609,Oithona Grp1 (flat head) f,COPEPOD,Oithona,grp 1,23
PHB20100609,Oncaea mediterranea complex f,COPEPOD,Oncaea,mediterranea complex,1
PHB20100609,Fish egg,NON-COPEPOD,(null),(null),25
PHB20100609,Prosobranch,NON-COPEPOD,(null),(null),2
ROT20100315,Paracalanus spp. m,COPEPOD,Paracalanus,spp.,2
ROT20100315,Hyperiid amphipod,NON-COPEPOD,(null),(null),1
ROT20100315,Brachyuran zoea,NON-COPEPOD,(null),(null),1
ROT20100315,Penilia avirostris f,NON-COPEPOD,Penilia,avirostris,20
MAI20100330,Calocalanus spp. j,COPEPOD,Calocalanus,spp.,1
MAI20100330,Echinoderm larvae,NON-COPEPOD,(null),(null),7
MAI20100330,Euphausiid adult,NON-COPEPOD,(null),(null),1
MAI20100330,Ostracod,NON-COPEPOD,(null),(null),1
MAI20100527,Acartia (Acartia) danae f,COPEPOD,Acartia (Acartia),danae,9
MAI20100527,Acartia spp. j,COPEPOD,Acartia,spp.,5
MAI20100527,Calanid CV,COPEPOD,(null),(null),1
MAI20100527,Calocalanus spp. j,COPEPOD,Calocalanus,spp.,1
MAI20100527,Candacia spp. j,COPEPOD,Candacia,spp.,3
MAI20100527,Farranula rostrata f,COPEPOD,Farranula,rostrata,4
MAI20100527,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,21
YON20100224,Acartia (Odontacartia) pacifica f,COPEPOD,Acartia (Odontacartia),pacifica,1
YON20100224,Ditrichocorycaeus asiaticus m,COPEPOD,Ditrichocorycaeus,asiaticus,1
MAI20100527,Evadne nordmanni m,NON-COPEPOD,Evadne,nordmanni,1
MAI20100527,Oikopleuridae,NON-COPEPOD,(null),(null),81
YON20100224,Fish egg,NON-COPEPOD,(null),(null),1
YON20100729,Corycaeidae j,COPEPOD,(null),(null),18
PHB20101213,Acartia (Acartiura) tranteri m,COPEPOD,Acartia (Acartiura),tranteri,2
ESP20100629,Acartia (Acanthacartia) tonsa m,COPEPOD,Acartia (Acanthacartia),tonsa,5
ESP20100629,Calocalanus spp. f,COPEPOD,Calocalanus,spp.,2
ESP20100629,Calocalanus spp. m,COPEPOD,Calocalanus,spp.,1
ESP20100629,Clausocalanus furcatus f,COPEPOD,Clausocalanus,furcatus,27
ESP20100629,Corycaeidae j,COPEPOD,(null),(null),17
ESP20100629,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,17
ESP20100629,Oncaea media complex f,COPEPOD,Oncaea,media complex,3
ESP20100629,Penilia avirostris f,NON-COPEPOD,Penilia,avirostris,12
ROT20100520,Corycaeus speciosus m,COPEPOD,Corycaeus,speciosus,1
ROT20100520,Oithona spp. small m,COPEPOD,Oithona,spp.,6
ROT20100520,Oncaea mediterranea complex f,COPEPOD,Oncaea,mediterranea complex,1
ROT20100520,Temora turbinata m,COPEPOD,Temora,turbinata,2
ROT20100520,Isopod,NON-COPEPOD,(null),(null),1
ROT20100520,Limacina,NON-COPEPOD,Limacina,spp.,7
PHB20101213,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,8
PHB20101213,Oithona Grp1 (flat head) f,COPEPOD,Oithona,grp 1,20
PHB20101213,Oithona Grp3 (pointy head) f,COPEPOD,Oithona,grp 3,15
PHB20100908,Eucalanidae j,COPEPOD,(null),(null),2
PHB20100908,Lucicutia flavicornis m,COPEPOD,Lucicutia,flavicornis,2
PHB20100908,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,2
PHB20100908,Oncaea clevei complex f,COPEPOD,Oncaea,clevei complex,1
PHB20100908,Oncaea spp. j,COPEPOD,Oncaea,spp.,46
PHB20100908,Oncaea mediterranea slender f,COPEPOD,Oncaea,mediterranea slender,1
PHB20100908,Oncaea venusta venella hump f,COPEPOD,Oncaea,venusta venella hump,1
PHB20100908,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,6
PHB20100908,Sapphirina ovatolanceolata / gemma m,COPEPOD,Sapphirina,ovatolanceolata/ gemma,1
PHB20100908,Oikopleuridae,NON-COPEPOD,(null),(null),4
PHB20100908,Penilia avirostris,NON-COPEPOD,Penilia,avirostris,32
NSI20100711,Paracalanus spp. j,COPEPOD,Paracalanus,spp.,1
ROT20100520,Acartia (Acanthacartia) tonsa m,COPEPOD,Acartia (Acanthacartia),tonsa,3
ROT20100520,Acrocalanus gracilis f,COPEPOD,Acrocalanus,gracilis,1
ROT20100520,Corycaeus crassiusculus f,COPEPOD,Corycaeus,crassiusculus,1
ROT20100520,Paracalanus aculeatus m,COPEPOD,Paracalanus,aculeatus,3
NSI20100916,Acartia (Acartia) negligens f,COPEPOD,Acartia (Acartia),negligens,1
NSI20100916,Ditrichocorycaeus dahli m,COPEPOD,Ditrichocorycaeus,dahli,1
PHB20100908,Calanoides carinatus f,COPEPOD,Calanoides,carinatus,1
NSI20100711,Clausocalanus paululus f,COPEPOD,Clausocalanus,paululus,4
NSI20100711,Euterpina acutifrons f,COPEPOD,Euterpina,acutifrons,17
NSI20100711,Microsetella norvegica m,COPEPOD,Microsetella,norvegica,3
NSI20100711,Oithona Grp1 (flat head) f,COPEPOD,Oithona,grp 1,14
YON20190213,Corycaeidae j,COPEPOD,(null),(null),5
YON20190213,Macrosetella gracilis f,COPEPOD,Macrosetella,gracilis,1
YON20190213,Oithona nana f,COPEPOD,Oithona,nana,5
YON20190213,Oithona spp. j,COPEPOD,Oithona,spp.,103
YON20190213,Paracalanus indicus m,COPEPOD,Paracalanus,indicus,1
NSI20100916,Oithona spp. j,COPEPOD,Oithona,spp.,47
NSI20100916,Oncaea spp. j,COPEPOD,Oncaea,spp.,32
NSI20100916,Oncaea media complex f,COPEPOD,Oncaea,media complex,4
YON20190213,Paracalanus spp. j,COPEPOD,Paracalanus,spp.,1
YON20190213,Actinotroch of phoronid worm,NON-COPEPOD,(null),(null),1
PHB20100908,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,2
PHB20100908,Oncaea scottodicarloi f,COPEPOD,Oncaea,scottodicarloi,6
YON20190213,Ophiopluteus,NON-COPEPOD,(null),(null),4
YON20190213,Platyhelminthes j,NON-COPEPOD,(null),(null),1
NSI20100411,Bestiolina similis m,COPEPOD,Bestiolina,similis,2
NSI20100411,Farranula spp. m,COPEPOD,Farranula,spp.,2
NSI20100411,Oncaea waldemari f,COPEPOD,Oncaea,waldemari,2
NSI20100411,Paracalanus aculeatus m,COPEPOD,Paracalanus,aculeatus,3
NSI20100411,Subeucalanus crassus f,COPEPOD,Subeucalanus,crassus,1
NSI20100411,Fritillariidae,NON-COPEPOD,(null),(null),6
YON20100729,Acartia (Acartia) negligens f,COPEPOD,Acartia (Acartia),negligens,3
YON20100729,Clausocalanus furcatus f,COPEPOD,Clausocalanus,furcatus,1
YON20100729,Farranula gibbula f,COPEPOD,Farranula,gibbula,1
NSI20100618,Corycaeus speciosus m,COPEPOD,Corycaeus,speciosus,1
NSI20100618,Farranula gibbula f,COPEPOD,Farranula,gibbula,1
NSI20100618,Oncaea spp. m,COPEPOD,Oncaea,spp.,6
NSI20100618,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,7
NSI20100618,Paracalanus indicus m,COPEPOD,Paracalanus,indicus,8
PHB20101110,Calanoides carinatus f,COPEPOD,Calanoides,carinatus,2
PHB20101110,Microsetella rosea f,COPEPOD,Microsetella,rosea,1
PHB20101110,Nauplii calanoid,COPEPOD,(null),(null),4
PHB20101110,Oncaea venusta typica f,COPEPOD,Oncaea,venusta typica,2
ESP20100629,Oncaea spp. j,COPEPOD,Oncaea,spp.,3
ESP20100629,Hydromedusae,NON-COPEPOD,(null),(null),1
NSI20100916,Temora turbinata f,COPEPOD,Temora,turbinata,3
ROT20100617,Bestiolina similis m,COPEPOD,Bestiolina,similis,1
ROT20100617,Oithona spp. large m,COPEPOD,Oithona,spp.,1
ROT20100617,Oncaea clevei complex f,COPEPOD,Oncaea,clevei complex,1
ROT20100617,Oncaea waldemari f,COPEPOD,Oncaea,waldemari,1
ESP20100629,Euchaeta marinella m,COPEPOD,Euchaeta,marinella,1
ESP20100629,Oncaea venusta typica f,COPEPOD,Oncaea,venusta typica,1
ROT20100617,Doliolum spp.,NON-COPEPOD,Doliolum,spp.,1
ROT20100617,Egg,NON-COPEPOD,(null),(null),11
ROT20100617,Euphausiid calyptope,NON-COPEPOD,(null),(null),1
ROT20100617,Ostracod,NON-COPEPOD,(null),(null),4
ROT20100617,Penilia avirostris f,NON-COPEPOD,Penilia,avirostris,63
NSI20100520,Centropages elongatus m,COPEPOD,Centropages,elongatus,1
NSI20100520,Delibus nudus f,COPEPOD,Delibus,nudus,8
NSI20100520,Sapphirina opalina f,COPEPOD,Sapphirina,opalina,2
YON20100521,Canthocalanus pauper f,COPEPOD,Canthocalanus,pauper,2
YON20100521,Harpacticoid j,COPEPOD,(null),(null),2
YON20100729,Cavoliniidae shell,NON-COPEPOD,(null),(null),2
YON20100729,Cnidarian larvae,NON-COPEPOD,(null),(null),3
PHB20101213,Microsetella spp. f,COPEPOD,Microsetella,spp.,1
PHB20101213,Nauplii calanoid,COPEPOD,(null),(null),75
PHB20101213,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,1
PHB20101213,Rhincalanidae j,COPEPOD,(null),(null),4
PHB20101213,Cavoliniidae shell,NON-COPEPOD,(null),(null),1
PHB20101213,Doliolum spp.,NON-COPEPOD,Doliolum,spp.,1
PHB20101213,Medusa,NON-COPEPOD,(null),(null),1
PHB20101213,Phyllosoma larvae,NON-COPEPOD,(null),(null),1
PHB20101213,Polychaete,NON-COPEPOD,(null),(null),5
NSI20100916,Nauplii copepod,COPEPOD,(null),(null),54
YON20101101,Calanid CIV,COPEPOD,(null),(null),3
NSI20101115,Macrosetella gracilis f,COPEPOD,Macrosetella,gracilis,33
NSI20101115,Bivalve,NON-COPEPOD,(null),(null),23
NSI20101115,Oikopleuridae,NON-COPEPOD,(null),(null),90
NSI20101115,Pseudevadne tergestina,NON-COPEPOD,Pseudevadne,tergestina,3
KAI20101213,Dioithona rigida f,COPEPOD,Dioithona,rigida,1
KAI20101213,Paracalanus spp. m,COPEPOD,Paracalanus,spp.,1
KAI20101213,Bivalve,NON-COPEPOD,(null),(null),44
KAI20101213,Egg,NON-COPEPOD,(null),(null),2
KAI20101213,Oikopleuridae,NON-COPEPOD,(null),(null),62
YON20100909,Delibus nudus f,COPEPOD,Delibus,nudus,3
PHB20110203,Euterpina acutifrons f,COPEPOD,Euterpina,acutifrons,11
PHB20110203,Oithona nana f,COPEPOD,Oithona,nana,3
YON20101101,Oithona spp. small m,COPEPOD,Oithona,spp.,5
YON20101101,Oncaea spp. j,COPEPOD,Oncaea,spp.,3
YON20101101,Fish larvae,NON-COPEPOD,(null),(null),3
YON20101101,Oikopleuridae,NON-COPEPOD,(null),(null),79
PHB20110203,Oncaea spp. m,COPEPOD,Oncaea,spp.,5
PHB20110203,Subeucalanus spp. j,COPEPOD,Subeucalanus,spp.,2
NSI20090720,Oncaea venusta complex f,COPEPOD,Oncaea,venusta complex,2
YON20100909,Polychaete,NON-COPEPOD,(null),(null),7
YON20100909,Prosobranch,NON-COPEPOD,(null),(null),37
YON20100817,Calanoid j,COPEPOD,(null),(null),132
YON20100817,Harpacticoid j,COPEPOD,(null),(null),2
YON20100817,Undinula vulgaris m,COPEPOD,Undinula,vulgaris,1
YON20100817,Limacina,NON-COPEPOD,Limacina,spp.,65
MAI20101027,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,16
MAI20101027,Oithona setigera f,COPEPOD,Oithona,setigera,11
MAI20100722,Calocalanus spp. f,COPEPOD,Calocalanus,spp.,2
MAI20100722,Clausocalanus pergens f,COPEPOD,Clausocalanus,pergens,10
MAI20100722,Microsetella spp. j,COPEPOD,Microsetella,spp.,1
MAI20101027,Medusa,NON-COPEPOD,(null),(null),14
YON20101208,Limacina,NON-COPEPOD,Limacina,spp.,22
MAI20101001,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,10
NSI20090819,Temora turbinata m,COPEPOD,Temora,turbinata,3
MAI20101001,Paracalanus aculeatus m,COPEPOD,Paracalanus,aculeatus,3
NSI20101115,Canthocalanus pauper m,COPEPOD,Canthocalanus,pauper,1
NSI20101115,Harpacticoid j,COPEPOD,(null),(null),7
MAI20101001,Echinoderm larvae,NON-COPEPOD,(null),(null),3
YON20101101,Onychocorycaeus agilis f,COPEPOD,Onychocorycaeus,agilis,1
YON20101101,Calocalanus spp. f,COPEPOD,Calocalanus,spp.,1
YON20101101,Euphausiid adult,NON-COPEPOD,(null),(null),3
YON20100909,Ditrichocorycaeus erythraeus m,COPEPOD,Ditrichocorycaeus,erythraeus,1
YON20100909,Harpacticoid j,COPEPOD,(null),(null),1
YON20101101,Actinotroch of phoronid worm,NON-COPEPOD,(null),(null),1
PHB20110228,Acartia spp. j,COPEPOD,Acartia,spp.,3
PHB20110228,Microsetella rosea f,COPEPOD,Microsetella,rosea,2
PHB20110228,Nauplii copepod,COPEPOD,(null),(null),178
YON20101101,Prosobranch,NON-COPEPOD,(null),(null),3
YON20101101,Salpidae,NON-COPEPOD,(null),(null),1
PHB20110228,Oithona spp. j,COPEPOD,Oithona,spp.,71
PHB20110228,Echinoderm larvae,NON-COPEPOD,(null),(null),1
PHB20110228,Fritillariidae,NON-COPEPOD,(null),(null),9
YON20100909,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,3
YON20100909,Paracalanus indicus m,COPEPOD,Paracalanus,indicus,10
MAI20101027,Paracalanus spp. j,COPEPOD,Paracalanus,spp.,1
MAI20101027,Bivalve,NON-COPEPOD,(null),(null),2
MAI20101214,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,1
MAI20101027,Polychaete,NON-COPEPOD,(null),(null),7
MAI20101027,Pseudevadne tergestina f,NON-COPEPOD,Pseudevadne,tergestina,2
MAI20101214,Egg,NON-COPEPOD,(null),(null),2
MAI20101214,Evadne nordmanni m,NON-COPEPOD,Evadne,nordmanni,1
MAI20110118,Acartia spp. f,COPEPOD,Acartia,spp.,1
MAI20110118,Acrocalanus spp. f,COPEPOD,Acrocalanus,spp.,3
MAI20110118,Clausocalanus arcuicornis f,COPEPOD,Clausocalanus,arcuicornis,2
KAI20101213,Euterpina acutifrons m,COPEPOD,Euterpina,acutifrons,4
MAI20110118,Eucalanus spp. j,COPEPOD,Eucalanus,spp.,1
MAI20110118,Macrosetella gracilis f,COPEPOD,Macrosetella,gracilis,3
MAI20110118,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,17
MAI20110118,Chaetognatha,NON-COPEPOD,(null),(null),5
MAI20110118,Echinoderm larvae,NON-COPEPOD,(null),(null),2
YON20101101,Acartia spp. m,COPEPOD,Acartia,spp.,1
YON20101101,Onychocorycaeus giesbrechti m,COPEPOD,Onychocorycaeus,giesbrechti,1
KAI20101213,Decapod larvae,NON-COPEPOD,(null),(null),1
KAI20101213,Prosobranch,NON-COPEPOD,(null),(null),3
PHB20110203,Tomopteris spp.,NON-COPEPOD,Tomopteris,spp.,2
PHB20110203,Copilia spp. j,COPEPOD,Copilia,spp.,1
YON20100909,Ditrichocorycaeus asiaticus m,COPEPOD,Ditrichocorycaeus,asiaticus,1
PHB20110203,Chaetognatha,NON-COPEPOD,(null),(null),4
PHB20110203,Echinoderm larvae,NON-COPEPOD,(null),(null),1
PHB20110203,Podon spp.,NON-COPEPOD,Podon,spp.,1
MAI20100722,Oncaea media complex,COPEPOD,Oncaea,media complex,6
MAI20100722,Pleuromamma gracilis m,COPEPOD,Pleuromamma,gracilis,1
MAI20100722,Euphausiid calyptope,NON-COPEPOD,(null),(null),1
MAI20101027,Cavoliniidae shell,NON-COPEPOD,(null),(null),1
YON20101208,Macrosetella gracilis j,COPEPOD,Macrosetella,gracilis,1
KAI20101120,Clausocalanus furcatus f,COPEPOD,Clausocalanus,furcatus,2
KAI20101120,Calanoid j,COPEPOD,(null),(null),114
KAI20101120,Nauplii calanoid,COPEPOD,(null),(null),64
KAI20101120,Oncaea spp. m,COPEPOD,Oncaea,spp.,24
KAI20101120,Microsetella rosea f,COPEPOD,Microsetella,rosea,3
NSI20110119,Acrocalanus monachus f,COPEPOD,Acrocalanus,monachus,1
NSI20110119,Clausocalanus arcuicornis f,COPEPOD,Clausocalanus,arcuicornis,4
KAI20101120,Podon intermedius,NON-COPEPOD,Podon,intermedius,2
NSI20110119,Euterpina acutifrons f,COPEPOD,Euterpina,acutifrons,11
MAI20110223,Centropages australiensis m,COPEPOD,Centropages,australiensis,7
MAI20110223,Oithona spp. small m,COPEPOD,Oithona,spp.,1
KAI20110223,Acartia spp. j,COPEPOD,Acartia,spp.,7
KAI20110223,Euterpina acutifrons f,COPEPOD,Euterpina,acutifrons,6
NSI20110119,Oithona setigera f,COPEPOD,Oithona,setigera,5
NSI20110119,Ostracod,NON-COPEPOD,(null),(null),4
NSI20110119,Penilia avirostris,NON-COPEPOD,Penilia,avirostris,1
NSI20110119,Pseudevadne tergestina,NON-COPEPOD,Pseudevadne,tergestina,3
KAI20110223,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,28
MAI20110223,Calanus australis f,COPEPOD,Calanus,australis,4
MAI20110223,Oncaea spp. j,COPEPOD,Oncaea,spp.,1
MAI20110223,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,16
NSI20090916,Oithona Grp2 (diamond) f,COPEPOD,Oithona,grp 2,2
NSI20090916,Oncaea venusta complex m,COPEPOD,Oncaea,venusta complex,1
YON20110118,Centropages furcatus m,COPEPOD,Centropages,furcatus,1
YON20110118,Corycaeidae j,COPEPOD,(null),(null),6
MAI20110223,Cavoliniidae shell,NON-COPEPOD,(null),(null),1
YON20110118,Oithona atlantica f,COPEPOD,Oithona,atlantica,8
YON20110118,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,4
YON20110118,Oithona spp. large m,COPEPOD,Oithona,spp.,1
MAI20110223,Thalia democratica agg,NON-COPEPOD,Thalia,democratica,1
KAI20110223,Cavoliniidae body,NON-COPEPOD,(null),(null),5
YON20110118,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,26
YON20110118,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,2
YON20110118,Pseudevadne tergestina,NON-COPEPOD,Pseudevadne,tergestina,2
KAI20110223,Ditrichocorycaeus dahli f,COPEPOD,Ditrichocorycaeus,dahli,1
YON20101208,Echinoderm larvae,NON-COPEPOD,(null),(null),14
PHB20110329,Calanid CV,COPEPOD,(null),(null),1
PHB20110329,Clausocalanus spp. j,COPEPOD,Clausocalanus,spp.,7
PHB20110329,Corycaeidae j,COPEPOD,(null),(null),14
PHB20110329,Farranula curta f,COPEPOD,Farranula,curta,1
PHB20110329,Microsetella rosea f,COPEPOD,Microsetella,rosea,1
PHB20110329,Microsetella rosea m,COPEPOD,Microsetella,rosea,5
NSI20091006,Decapod larvae,NON-COPEPOD,(null),(null),1
