NRS_TRIP_CODE,SAMPLE_DEPTH_M,PROCHLOROCOCCUS_CELLSPERML,PROCHLOROCOCCUS_FLAG,SYNECOCHOCCUS_CELLSPERML,SYNECOCHOCCUS_FLAG,PICOEUKARYOTES_CELLSPERML,PICOEUKARYOTES_FLAG
NRSNSI20200720,57,(null),0,(null),0,(null),0
NRSNSI20200817,30,(null),0,(null),0,(null),0
NRSNSI20200817,20,(null),0,(null),0,(null),0
NRSNSI20200817,0,(null),0,(null),0,(null),0
NRSNSI20200817,40,(null),0,(null),0,(null),0
NRSNSI20200817,50,(null),0,(null),0,(null),0
NRSNSI20200817,10,(null),0,(null),0,(null),0
NRSNSI20200817,0,(null),0,(null),0,(null),0
NRSNSI20200817,30,(null),0,(null),0,(null),0
NRSNSI20200817,10,(null),0,(null),0,(null),0
NRSNSI20200817,20,(null),0,(null),0,(null),0
NRSNSI20200817,50,(null),0,(null),0,(null),0
NRSNSI20200817,40,(null),0,(null),0,(null),0
NRSNSI20200817,50,(null),0,(null),0,(null),0
NRSNSI20200817,10,(null),0,(null),0,(null),0
NRSNSI20200817,0,(null),0,(null),0,(null),0
NRSNSI20200817,40,(null),0,(null),0,(null),0
NRSNSI20200817,30,(null),0,(null),0,(null),0
NRSNSI20200817,20,(null),0,(null),0,(null),0
NRSNSI20200917,10,(null),0,(null),0,(null),0
NRSNSI20200917,0,(null),0,(null),0,(null),0
NRSNSI20200917,40,(null),0,(null),0,(null),0
NRSNSI20200917,30,(null),0,(null),0,(null),0
NRSNSI20200917,20,(null),0,(null),0,(null),0
NRSNSI20200917,50,(null),0,(null),0,(null),0
NRSNSI20200917,30,(null),0,(null),0,(null),0
NRSNSI20200917,0,(null),0,(null),0,(null),0
NRSNSI20200917,40,(null),0,(null),0,(null),0
NRSNSI20200917,50,(null),0,(null),0,(null),0
NRSNSI20200917,20,(null),0,(null),0,(null),0
NRSNSI20200917,10,(null),0,(null),0,(null),0
NRSNSI20200917,20,(null),0,(null),0,(null),0
NRSNSI20200917,30,(null),0,(null),0,(null),0
NRSNSI20200917,40,(null),0,(null),0,(null),0
NRSNSI20200917,50,(null),0,(null),0,(null),0
NRSNSI20200917,10,(null),0,(null),0,(null),0
NRSNSI20200917,0,(null),0,(null),0,(null),0
NRSNSI20201022,0,(null),0,(null),0,(null),0
NRSNSI20201022,40,(null),0,(null),0,(null),0
NRSNSI20201022,50,(null),0,(null),0,(null),0
NRSNSI20201022,30,(null),0,(null),0,(null),0
NRSNSI20201022,20,(null),0,(null),0,(null),0
NRSNSI20201022,10,(null),0,(null),0,(null),0
NRSNSI20201022,10,(null),0,(null),0,(null),0
NRSNSI20201022,30,(null),0,(null),0,(null),0
NRSNSI20201022,50,(null),0,(null),0,(null),0
NRSNSI20201022,20,(null),0,(null),0,(null),0
NRSNSI20201022,0,(null),0,(null),0,(null),0
NRSNSI20201022,40,(null),0,(null),0,(null),0
NRSNSI20201022,30,(null),0,(null),0,(null),0
NRSNSI20201022,50,(null),0,(null),0,(null),0
NRSNSI20201022,0,(null),0,(null),0,(null),0
NRSNSI20201022,40,(null),0,(null),0,(null),0
NRSNSI20201022,10,(null),0,(null),0,(null),0
NRSNSI20201022,20,(null),0,(null),0,(null),0
NRSPHB20090223,WC,9744,1,18396,1,4179,1
NRSPHB20090223,WC,10458,1,18501,1,3591,1
NRSPHB20090318,WC,9754.5,1,8326.5,1,4032,1
NRSPHB20090318,WC,10437,1,7875,1,4116,1
NRSPHB20090422,WC,61950,1,33001.5,1,3318,1
NRSPHB20090422,WC,46231.5,1,60123,1,2604,1
NRSPHB20090518,WC,16579.5,1,14301,1,3076.5,1
NRSPHB20090518,WC,13240.5,1,14322,1,3203,1
NRSPHB20090623,WC,269850,4,5092.5,2,1554,2
NRSPHB20090623,WC,28329,1,4169,1,1922,1
NRSPHB20090714,WC,6625.5,1,4105.5,1,2992.5,1
NRSPHB20090714,WC,3496.5,1,4095,1,2951,1
NRSPHB20090819,WC,8043,1,6268.5,1,6636,1
NRSPHB20090920,WC,6625.5,1,168,1,2331,1
NRSPHB20090920,WC,4463,1,178.5,1,2342,1
NRSPHB20090924,WC,6247.5,1,346.5,1,6342,1
NRSPHB20090924,WC,4053,1,388.5,1,6384,1
NRSPHB20091011,WC,9597,1,6457.5,1,2856,1
NRSPHB20091011,WC,14028,1,6625.5,1,2929.5,1
NRSPHB20091018,WC,12243,1,37915.5,1,5313,1
NRSPHB20091018,WC,16390.5,1,37936.5,1,5313,1
NRSPHB20091110,WC,4210.5,2,756,2,976.5,2
NRSPHB20091110,WC,3685.5,2,777,2,1019,2
NRSPHB20091110,WC,6079.5,2,661.5,2,2215.5,2
NRSPHB20091206,WC,13933.5,1,46483.5,1,8841,1
NRSPHB20091206,WC,12222,1,46357.5,1,8978,1
NRSPHB20100119,WC,18322.5,1,11644.5,1,9723,1
NRSPHB20100119,WC,13429.5,1,11728.5,1,10206,1
NRSPHB20100218,WC,29641.5,1,69762,1,3706.5,1
NRSPHB20100218,WC,27751.5,1,69709.5,1,3885,1
NRSPHB20100316,WC,12799.5,1,42451.5,1,3958.5,1
NRSPHB20100316,WC,19099.5,1,41979,1,3969,1
NRSPHB20100413,WC,27625.5,1,114450,1,8389.5,1
NRSPHB20100413,WC,24076.5,1,114450,1,7717.5,1
NRSPHB20100510,WC,26008.5,1,15760.5,1,6258,1
NRSPHB20100510,WC,33348,1,14301,1,6079.5,1
NRSPHB20100609,WC,11697,1,11676,1,2541,1
NRSPHB20100609,WC,10510.5,1,10584,1,2531,1
NRSPHB20100702,WC,8652,1,3465,1,6226.5,1
NRSPHB20100702,WC,10605,1,2950.5,1,5743.5,1
NRSPHB20100817,WC,15235.5,1,8400,1,7812,1
NRSPHB20100817,WC,11088,1,8379,1,7856,1
NRSPHB20100908,WC,41338.5,1,1291.5,1,5544,1
NRSPHB20100908,WC,62947.5,1,1249.5,1,5040,1
NRSPHB20101019,WC,112350,4,1029,1,1438.5,1
NRSPHB20101019,WC,13482,1,1197,1,1575,1
NRSPHB20101110,WC,6898.5,1,5523,1,7287,1
NRSPHB20101110,WC,4630.5,1,5397,1,6594,1
NRSPHB20101213,WC,9870,1,24412.5,1,4074,1
NRSPHB20101213,WC,22176,1,26943,1,4630.5,1
NRSPHB20110203,WC,30324,1,7066.5,1,2877,1
NRSPHB20110203,WC,20538,1,7192.5,1,3150,1
NRSPHB20110228,WC,19834.5,1,19803,1,9439.5,1
NRSPHB20110228,WC,21315,1,19519.5,1,10374,1
NRSPHB20110329,WC,74350.5,1,7255.5,1,3454.5,1
NRSPHB20110329,WC,89838,1,7591.5,1,3517.5,1
NRSPHB20110420,WC,45108,1,27006,1,12768,1
NRSPHB20110420,WC,41685,1,26859,1,14375,1
NRSPHB20110517,WC,29935.5,1,25137,1,17031,1
NRSPHB20110517,WC,16338,1,24948,1,16926,1
NRSPHB20110619,WC,25599,1,21052.5,1,5460,1
NRSPHB20110619,WC,36172.5,1,20212.5,1,4294.5,1
NRSPHB20110717,WC,9586.5,1,7528.5,1,4179,1
NRSPHB20110717,WC,6909,1,7549.5,1,4169,1
NRSPHB20110829,WC,7518,1,1858.5,1,1774.5,1
NRSPHB20110829,WC,6258,1,1753.5,1,2037,1
NRSPHB20110914,WC,17083.5,1,19509,1,6468,1
NRSPHB20110914,WC,23320.5,1,17587.5,1,6363,1
NRSPHB20111018,WC,4347,1,5702,1,9608,1
NRSPHB20111018,WC,3633,1,2877,1,9576,1
NRSPHB20111117,WC,5061,1,1838,1,1029,1
NRSPHB20111117,WC,13797,2,294,2,861,2
NRSPHB20111206,WC,11687,1,10658,1,1228.5,1
NRSPHB20111206,WC,10028,1,7875,1,1071,1
NRSPHB20120212,WC,26985,1,78897,1,9618,1
NRSPHB20120212,WC,28171.5,1,74571,1,11182.5,1
NRSPHB20120311,WC,9817.5,1,6142.5,1,2415,1
NRSPHB20120311,WC,4609.5,1,6174,1,3024,1
NRSPHB20120517,WC,24822,1,17839.5,1,4095,1
NRSPHB20120517,WC,27688.5,1,15939,1,3769.5,1
NRSPHB20120717,WC,32,1,3864,1,4158,1
NRSPHB20120717,WC,126,1,3539,1,3885,1
NRSPHB20120821,WC,273,1,2478,1,3224,1
NRSPHB20120821,WC,578,1,2216,1,3591,1
NRSPHB20120917,WC,693,1,3271,1,7182,1
NRSPHB20120917,WC,882,1,2132,1,7644,1
NRSPHB20121009,WC,273,1,2331,1,7760,1
NRSPHB20121009,WC,441,1,2037,1,8684,1
NRSPHB20121120,WC,473,1,3224,1,3056,1
NRSPHB20121120,WC,187,1,1607,1,1481,1
NRSPHB20121218,WC,3843,1,44310,1,16517,1
NRSPHB20121218,WC,4935,1,43040,1,22743,1
NRSPHB20130125,(null),(null),0,(null),0,(null),0
NRSPHB20130227,WC,2153,1,4736,1,1911,1
NRSPHB20130227,WC,1785,1,4305,1,2478,1
NRSPHB20130319,WC,17399,1,24822,1,11897,1
NRSPHB20130319,WC,19656,1,24014,1,10248,1
NRSPHB20130422,WC,10500,1,18491,1,4347,1
NRSPHB20130422,WC,10952,1,17819,1,4694,1
NRSPHB20130514,WC,12915,1,31668,1,5051,1
NRSPHB20130514,WC,15698,1,31290,1,5649,1
NRSPHB20130611,WC,6605,1,15414,1,4904,1
NRSPHB20130611,WC,6059,1,15183,1,5145,1
NRSPHB20130725,WC,2877,1,8883,1,8432,1
NRSPHB20130725,WC,2720,1,8957,1,7739,1
NRSPHB20130826,WC,903,1,3140,1,14070,1
NRSPHB20130826,WC,914,1,3413,1,12086,1
NRSPHB20130915,WC,630,1,1187,1,1922,1
NRSPHB20130915,WC,(null),9,(null),9,(null),9
NRSPHB20131020,WC,1733,1,19835,1,3938,1
NRSPHB20131020,WC,2604,1,20265,1,3728,1
NRSPHB20131027,WC,1943,1,16496,1,4211,1
NRSPHB20131027,WC,1964,1,15992,1,3276,1
NRSPHB20131202,WC,12128,1,19887,1,8106,1
NRSPHB20131202,WC,12012,1,23226,1,6647,1
NRSPHB20140120,WC,5891,1,49844,1,23247,1
NRSPHB20140120,WC,6048,1,51639,1,22670,1
NRSPHB20140211,WC,3056,1,23972,1,6269,1
NRSPHB20140211,WC,3003,1,26429,1,6101,1
NRSPHB20140317,WC,28319,1,13860,1,10742,1
NRSPHB20140317,WC,(null),9,(null),9,(null),9
NRSPHB20140427,WC,57414,1,29915,1,4610,1
NRSPHB20140427,WC,56480,1,29411,1,4400,1
NRSPHB20140515,WC,30324,1,18680,1,7497,1
NRSPHB20140515,WC,(null),9,(null),9,(null),9
NRSPHB20140612,WC,12253.33,5,14431.7,1,10806.76,1
NRSPHB20140612,WC,12001.98,5,15505.18,1,11452.15,1
NRSPHB20140716,WC,12900.04,5,29339.93,1,6552.13,1
NRSPHB20140716,WC,13743.15,5,28574.37,1,7834.1,1
NRSPHB20140824,WC,5178.49,5,5178.49,1,9919.37,1
NRSPHB20140824,WC,5266.78,5,5696.73,1,12199.59,1
NRSPHB20140911,WC,2808.06,5,4526.93,1,33186.11,1
NRSPHB20140911,WC,2253.49,5,4401.34,1,33890.33,1
NRSPHB20141021,WC,2766.88,5,6587.81,1,7345.41,1
NRSPHB20141021,WC,3318.61,5,7049.59,1,7677.97,1
NRSPHB20141112,WC,4424.81,5,21102.96,1,10530.21,1
NRSPHB20141112,WC,3271.34,5,22313.17,1,11270.04,1
NRSPHB20141208,WC,6500,5,32682.96,1,8945.93,1
NRSPHB20141208,WC,6562.31,5,31701.31,1,6621.79,1
NRSPHB20150121,WC,6186.15,5,24090.29,1,7435.28,1
NRSPHB20150121,WC,6096.63,5,24927.12,1,6927.54,1
NRSPHB20150225,WC,10764.21,5,21230.6,1,10381.3,1
NRSPHB20150225,WC,13699.91,5,19571.3,1,10594.03,1
NRSPHB20150330,WC,19070.75,5,27840.29,1,7658.33,1
NRSPHB20150330,WC,18472.83,5,28993.37,1,7921.35,1
NRSPHB20150518,WC,4510.73,5,17358.89,1,23763.14,1
NRSPHB20150518,WC,5531.84,5,16773.98,1,23634.26,1
NRSPHB20150630,WC,4248.21,5,12802.42,1,7446.4,1
NRSPHB20150630,WC,(null),9,(null),9,(null),9
NRSPHB20150723,WC,2719.78,5,9743.5,1,9915.28,1
NRSPHB20150723,WC,3344.37,5,9424.2,1,10136.17,1
NRSPHB20150819,WC,2704.05,5,9832.92,1,6003.76,1
NRSPHB20150819,WC,2196.35,5,10066.61,1,5567.95,1
NRSPHB20151013,WC,2600.05,5,12404.61,1,4160.08,1
NRSPHB20151013,WC,3205.15,5,4557.18,1,4491,1
NRSPHB20151115,WC,2793.61,5,10991.39,1,6309.7,1
NRSPHB20151115,WC,3225.57,5,3111.05,1,6937.83,1
NRSPHB20151215,WC,(null),0,(null),0,(null),0
NRSPHB20151215,WC,(null),0,(null),0,(null),0
NRSPHB20160201,WC,11582.32,5,68959.04,1,11679.57,1
NRSPHB20160201,WC,12613.15,5,69066.01,1,11893.51,1
NRSPHB20160229,WC,1281.39,5,21293.17,1,24276.42,1
NRSPHB20160229,WC,1332.31,5,16435.03,1,22853.44,1
NRSPHB20160407,WC,7634.48,5,11318.11,1,19658.77,1
NRSPHB20160407,WC,7802.83,5,10066.61,1,19189.18,1
NRSPHB20160502,WC,11699.83,5,51303.68,1,23771.85,1
NRSPHB20160502,WC,11378.1,5,57872.69,1,23835.65,1
NRSPHB20160615,WC,4740.78,5,9472.01,1,7173.17,1
NRSPHB20160615,WC,4517.53,5,8070.34,1,6855.15,1
NRSPHB20160719,WC,6678.9,5,14090.62,1,10417.23,1
NRSPHB20160719,WC,6491.9,5,13872.07,1,10404.05,1
NRSPHB20160829,WC,1077.26,5,5395.74,1,14344.55,1
NRSPHB20160829,WC,1511.94,5,3562.51,1,14590.24,1
NRSPHB20160926,WC,6552.4,5,52766.12,1,8703.49,1
NRSPHB20160926,WC,6977.67,5,55200.66,1,8969.86,1
NRSPHB20161030,WC,1972.66,5,3638.02,1,4966.34,1
NRSPHB20161030,WC,4151.39,5,2556.94,1,5862.5,1
NRSPHB20161204,WC,2934.2,5,15880.39,1,5501.63,1
NRSPHB20161204,WC,3243.56,5,20922.99,1,4895.38,1
NRSPHB20170205,WC,9516.86,5,39912.28,1,31504.09,1
NRSPHB20170205,WC,10504.82,5,37017.4,1,14092.92,1
NRSPHB20170321,WC,5515.97,5,19572.22,1,23354.86,1
NRSPHB20170321,WC,6412.81,5,18764.76,1,19320.42,1
NRSPHB20170419,WC,(null),0,(null),0,(null),0
NRSPHB20170419,WC,(null),0,(null),0,(null),0
NRSPHB20170517,WC,29508.48,5,18705.56,1,19459.45,1
NRSPHB20170517,WC,31899.21,5,17224.68,1,16813.08,1
NRSPHB20170614,WC,8425.93,5,16545.45,1,18016.16,1
NRSPHB20170614,WC,9549.38,5,14155.56,1,20166.05,1
NRSPHB20170716,25,283.11,5,12123.22,5,9969.56,5
NRSPHB20170716,75,232.65,5,1565.88,5,6039.82,5
NRSPHB20170716,100,133.54,5,696.33,5,3424.42,5
NRSPHB20170716,0,309.28,5,10991.37,5,12323.66,5
NRSPHB20170716,10,367.68,5,11949.49,5,11714.59,5
NRSPHB20170716,50,243.75,5,5651.39,5,9596.53,5
NRSPHB20170716,0,985.83,5,10894.72,5,11804.72,5
NRSPHB20170716,100,173.33,5,645.19,5,5074.81,5
NRSPHB20170716,75,170.01,5,1261.65,5,2782.79,5
NRSPHB20170716,50,406.25,5,6193.06,5,11221.53,5
NRSPHB20170716,25,411.93,5,11281.38,5,10064.3,5
NRSPHB20170716,10,302.39,5,11330.11,5,11434.06,5
NRSPHB20170716,100,(null),0,(null),0,(null),0
NRSPHB20170716,0,(null),0,(null),0,(null),0
NRSPHB20170716,75,(null),0,(null),0,(null),0
NRSPHB20170716,50,(null),0,(null),0,(null),0
NRSPHB20170716,25,(null),0,(null),0,(null),0
NRSPHB20170716,10,(null),0,(null),0,(null),0
NRSPHB20170821,50,622.92,1,2392.36,1,7727.78,1
NRSPHB20170821,0,1366.87,1,10401.34,1,6019.86,1
NRSPHB20170821,10,853.41,1,11038.74,1,7189.09,1
NRSPHB20170821,75,514.75,1,2297.98,1,10368.48,1
NRSPHB20170821,100,1147.75,1,1284.38,1,6257.96,1
NRSPHB20170821,25,683.18,1,10684.98,1,9810.51,1
NRSPHB20170821,50,418.39,1,1987.36,1,7844.83,1
NRSPHB20170821,0,260.29,1,13214.52,1,6947.63,1
NRSPHB20170821,75,355.26,1,1639.64,1,7760.96,1
NRSPHB20170821,25,566.98,1,9922.12,1,9685.88,1
NRSPHB20170821,10,758.33,1,10490.28,1,6608.33,1
NRSPHB20170821,100,1444.44,1,1116.16,1,6552.53,1
NRSPHB20170821,0,(null),0,(null),0,(null),0
NRSPHB20170821,75,(null),0,(null),0,(null),0
NRSPHB20170821,10,(null),0,(null),0,(null),0
NRSPHB20170821,100,(null),0,(null),0,(null),0
NRSPHB20170821,25,(null),0,(null),0,(null),0
NRSPHB20170821,50,(null),0,(null),0,(null),0
NRSPHB20170921,10,1526.58,1,3925.49,1,27290.09,1
NRSPHB20170921,0,2443.52,1,4033.91,1,26173.03,1
NRSPHB20170921,50,398.88,1,1641.9,1,3896.02,1
NRSPHB20170921,75,435.98,1,1567.69,1,3339.45,1
NRSPHB20170921,25,1196.64,1,1781.04,1,8933.03,1
NRSPHB20170921,100,478.47,1,1435.42,1,1995.14,1
NRSPHB20170921,50,500.55,1,1691.86,1,3994.39,1
NRSPHB20170921,75,357.38,1,1769.44,1,2981.03,1
NRSPHB20170921,0,2853.58,1,3606.3,1,26951.73,1
NRSPHB20170921,25,1557.11,1,2022.22,1,7866.44,1
NRSPHB20170921,10,2040.95,1,4896.4,1,26672.74,1
NRSPHB20170921,100,297.92,1,1354.17,1,1950,1
NRSPHB20170921,0,(null),0,(null),0,(null),0
NRSPHB20170921,50,(null),0,(null),0,(null),0
NRSPHB20170921,25,(null),0,(null),0,(null),0
NRSPHB20170921,75,(null),0,(null),0,(null),0
NRSPHB20170921,100,(null),0,(null),0,(null),0
NRSPHB20170921,10,(null),0,(null),0,(null),0
NRSPHB20171024,0,1645.35,1,7666.06,1,13309.9,1
NRSPHB20171024,100,699.35,1,2746.85,1,910,1
NRSPHB20171024,75,682.72,1,2679.01,1,2013.58,1
NRSPHB20171024,25,1194.16,1,3634.77,1,9962.93,1
NRSPHB20171024,10,1273.25,1,7461.63,1,13322.33,1
NRSPHB20171024,50,703.38,1,3455.36,1,3050.92,1
NRSPHB20171024,0,1467.1,1,4867.21,1,14076.25,1
NRSPHB20171024,75,1171.29,1,4474.92,1,2092.3,1
NRSPHB20171024,50,510.28,1,2097.82,1,2693.15,1
NRSPHB20171024,10,1511.66,1,8579.43,1,13074.37,1
NRSPHB20171024,25,993.83,1,2903.7,1,10335.8,1
NRSPHB20171024,100,885.93,1,2311.11,1,1194.07,1
NRSPHB20171024,0,(null),0,(null),0,(null),0
NRSPHB20171024,50,(null),0,(null),0,(null),0
NRSPHB20171024,75,(null),0,(null),0,(null),0
NRSPHB20171024,100,(null),0,(null),0,(null),0
NRSPHB20171024,10,(null),0,(null),0,(null),0
NRSPHB20171024,25,(null),0,(null),0,(null),0
NRSPHB20171211,100,1123.46,1,433.33,1,545.68,1
NRSPHB20171211,0,5392.59,1,28744.44,1,9918.52,1
NRSPHB20171211,75,1182.22,1,2722.22,1,1540,1
NRSPHB20171211,50,3251.11,1,35217.78,1,11091.11,1
NRSPHB20171211,25,2325.56,1,21005.83,1,7355.83,1
NRSPHB20171211,10,4698.69,1,27091.83,1,7285.95,1
NRSPHB20171211,50,2350.15,1,37206.16,1,10534.68,1
NRSPHB20171211,100,1083.33,1,487.5,1,541.67,1
NRSPHB20171211,0,2689.13,1,27364.54,1,6927.19,1
NRSPHB20171211,25,1353.1,1,23062.25,1,7657.68,1
NRSPHB20171211,75,1155.56,1,498.99,1,656.57,1
NRSPHB20171211,10,3201.85,1,26906.79,1,6656.48,1
NRSPHB20171211,0,(null),0,(null),0,(null),0
NRSPHB20171211,75,(null),0,(null),0,(null),0
NRSPHB20171211,50,(null),0,(null),0,(null),0
NRSPHB20171211,10,(null),0,(null),0,(null),0
NRSPHB20171211,25,(null),0,(null),0,(null),0
NRSPHB20171211,100,(null),0,(null),0,(null),0
NRSPHB20180123,0,21862.47,1,58161.36,1,11369.38,1
NRSPHB20180123,10,21738.89,1,49724.2,1,8515.8,1
NRSPHB20180123,100,530.22,1,184.96,1,406.91,1
NRSPHB20180123,50,7373.16,1,8100.25,1,5089.64,1
NRSPHB20180123,75,791.83,1,670.01,1,962.38,1
NRSPHB20180123,25,22233.8,1,29737.31,1,6045.38,1
NRSPHB20180123,100,523.83,1,109.64,1,402.01,1
NRSPHB20180123,10,23508.33,1,49467.51,1,8726.33,1
NRSPHB20180123,50,6222.22,1,6533.33,1,5033.33,1
NRSPHB20180123,0,23850.99,1,51072.35,1,12133.33,1
NRSPHB20180123,75,609.1,1,523.83,1,986.75,1
NRSPHB20180123,25,23150.23,1,31765.74,1,6171.99,1
NRSPHB20180123,0,(null),0,(null),0,(null),0
NRSPHB20180123,75,(null),0,(null),0,(null),0
NRSPHB20180123,25,(null),0,(null),0,(null),0
NRSPHB20180123,50,(null),0,(null),0,(null),0
NRSPHB20180123,10,(null),0,(null),0,(null),0
NRSPHB20180123,100,(null),0,(null),0,(null),0
NRSPHB20180221,75,1138.95,1,918.14,1,3137.93,1
NRSPHB20180221,0,9885.22,1,32334.04,1,14359.93,1
NRSPHB20180221,100,1754.22,1,1072.02,1,3362.25,1
NRSPHB20180221,50,11780.05,1,6371.22,1,11597.32,1
NRSPHB20180221,10,9726.45,1,30553.14,1,15089.73,1
NRSPHB20180221,25,10216.93,1,76009.69,1,32426.1,1
NRSPHB20180221,50,10943.79,1,5531.37,1,11562.35,1
NRSPHB20180221,75,1301.66,1,801.92,1,2812.52,1
NRSPHB20180221,25,12262.66,1,82287.98,1,29886.56,1
NRSPHB20180221,0,12841.11,1,32445.43,1,15020.62,1
NRSPHB20180221,10,10676.46,1,27843.61,1,15286.26,1
NRSPHB20180221,100,1069.9,1,1058.14,1,4032.69,1
NRSPHB20180221,0,(null),0,(null),0,(null),0
NRSPHB20180221,75,(null),0,(null),0,(null),0
NRSPHB20180221,50,(null),0,(null),0,(null),0
NRSPHB20180221,100,(null),0,(null),0,(null),0
NRSPHB20180221,10,(null),0,(null),0,(null),0
NRSPHB20180221,25,(null),0,(null),0,(null),0
NRSPHB20180326,25,12402.96,1,12571.48,1,6639.63,1
NRSPHB20180326,75,1841.67,1,445.37,1,1733.33,1
NRSPHB20180326,50,5032.83,1,3544.57,1,8088.89,1
NRSPHB20180326,10,15507.49,1,24584.77,1,5169.16,1
NRSPHB20180326,100,851.46,1,223.51,1,1149.47,1
NRSPHB20180326,0,22323.97,1,25107.37,1,5407.74,1
NRSPHB20180326,0,16361.62,1,25553.54,1,5342.8,1
NRSPHB20180326,100,806.48,1,312.96,1,1059.26,1
NRSPHB20180326,75,1522.76,1,328.92,1,1912.58,1
NRSPHB20180326,25,12605.92,1,11704.71,1,6352.42,1
NRSPHB20180326,10,13212.61,1,25504.99,1,5010.11,1
NRSPHB20180326,50,5990.56,1,2968.1,1,7991.04,1
NRSPHB20180326,10,(null),0,(null),0,(null),0
NRSPHB20180326,25,(null),0,(null),0,(null),0
NRSPHB20180326,0,(null),0,(null),0,(null),0
NRSPHB20180326,50,(null),0,(null),0,(null),0
NRSPHB20180326,100,(null),0,(null),0,(null),0
NRSPHB20180326,75,(null),0,(null),0,(null),0
NRSPHB20180528,50,705.43,1,11874.68,1,6278.29,1
NRSPHB20180528,100,337.04,1,7132.14,1,2805.02,1
NRSPHB20180528,10,2088.89,1,13077.78,1,5888.89,1
NRSPHB20180528,75,489.25,1,11263.56,1,5620.91,1
NRSPHB20180528,0,1511.11,1,12511.11,1,6655.56,1
NRSPHB20180528,25,438.15,1,12863.58,1,6122.84,1
NRSPHB20180528,75,425.73,1,11313.8,1,5662.22,1
NRSPHB20180528,0,2011.11,1,13288.89,1,6411.11,1
NRSPHB20180528,25,344.21,1,12413,1,6066.67,1
NRSPHB20180528,100,372.51,1,6790.41,1,2341.52,1
NRSPHB20180528,50,592.72,1,12714.43,1,6229.37,1
NRSPHB20180528,10,2134.57,1,12481.6,1,5718.4,1
NRSPHB20180528,10,(null),0,(null),0,(null),0
NRSPHB20180528,25,(null),0,(null),0,(null),0
NRSPHB20180528,0,(null),0,(null),0,(null),0
NRSPHB20180528,100,(null),0,(null),0,(null),0
NRSPHB20180528,75,(null),0,(null),0,(null),0
NRSPHB20180528,50,(null),0,(null),0,(null),0
NRSPHB20180626,50,3527.9,1,3198.19,1,3516.91,1
NRSPHB20180626,10,10429.83,1,3769.69,1,7440.46,1
NRSPHB20180626,25,7045.16,1,3142.05,1,7414.81,1
NRSPHB20180626,0,11415.77,1,3142.05,1,6262.37,1
NRSPHB20180626,100,570.09,1,4033.69,1,1107.92,1
NRSPHB20180626,75,2434.16,1,3395.34,1,1023.59,1
NRSPHB20180626,0,11412.65,1,3237.71,1,6518.44,1
NRSPHB20180626,100,(null),9,(null),9,(null),9
NRSPHB20180626,10,10566.67,1,3366.67,1,7944.44,1
NRSPHB20180626,75,1373.79,1,3736.71,1,1153.99,1
NRSPHB20180626,50,2670.65,1,3549.88,1,3813.65,1
NRSPHB20180626,25,5969.86,1,3549.65,1,6991.73,1
NRSPHB20180626,25,(null),0,(null),0,(null),0
NRSPHB20180626,50,(null),0,(null),0,(null),0
NRSPHB20180626,0,(null),0,(null),0,(null),0
NRSPHB20180626,10,(null),0,(null),0,(null),0
NRSPHB20180626,100,(null),0,(null),0,(null),0
NRSPHB20180626,75,(null),0,(null),0,(null),0
NRSPHB20180724,25,427.38,1,13498.85,1,10382.13,1
NRSPHB20180724,0,348.66,1,20013.03,1,10087.87,1
NRSPHB20180724,10,282.68,1,19885.19,1,9980.65,1
NRSPHB20180724,50,141.09,1,2539.53,1,3668.22,1
NRSPHB20180724,75,102.25,1,704.37,1,556.68,1
NRSPHB20180724,100,188.89,1,577.78,1,222.22,1
NRSPHB20180724,50,130.47,1,3761.77,1,4098.81,1
NRSPHB20180724,25,208.82,1,17068,1,9506.64,1
NRSPHB20180724,75,157.28,1,584.2,1,572.96,1
NRSPHB20180724,0,130.47,1,19265.47,1,9567.5,1
NRSPHB20180724,100,170.29,1,415.09,1,329.94,1
NRSPHB20180724,10,161.35,1,19716.67,1,10207.92,1
NRSPHB20180724,10,(null),0,(null),0,(null),0
NRSPHB20180724,75,(null),0,(null),0,(null),0
NRSPHB20180724,50,(null),0,(null),0,(null),0
NRSPHB20180724,100,(null),0,(null),0,(null),0
NRSPHB20180724,0,(null),0,(null),0,(null),0
NRSPHB20180724,25,(null),0,(null),0,(null),0
NRSPHB20180905,0,500,1,477.78,1,26255.56,1
NRSPHB20180905,100,719.01,1,2359.26,1,5965.56,1
NRSPHB20180905,10,652.33,1,500.12,1,27408.72,1
NRSPHB20180905,25,500,1,655.56,1,24866.67,1
NRSPHB20180905,50,516.09,1,779.4,1,3043.87,1
NRSPHB20180905,75,458.65,1,1323.83,1,4325.89,1
NRSPHB20180905,75,548.58,1,1613.48,1,4571.51,1
NRSPHB20180905,25,658.93,1,556.68,1,25754.93,1
NRSPHB20180905,10,699.17,1,720.69,1,27009.57,1
NRSPHB20180905,50,377.78,1,733.33,1,2844.44,1
NRSPHB20180905,0,461.59,1,373.67,1,26761.47,1
NRSPHB20180905,100,570.09,1,2506.26,2,5593.38,2
NRSPHB20180905,25,(null),0,(null),0,(null),0
NRSPHB20180905,75,(null),0,(null),0,(null),0
NRSPHB20180905,50,(null),0,(null),0,(null),0
NRSPHB20180905,100,(null),0,(null),0,(null),0
NRSPHB20180905,0,(null),0,(null),0,(null),0
