NRS_TRIP_CODE,Station,Latitude,Longitude,SampleDateLocal,SampleDepth_m,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A
NRSPHB20200520,Port Hacking,-34.11923,151.22667,2020-05-20 10:01:00,20,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
NRSPHB20191118,Port Hacking,-34.11923,151.22667,2019-11-19 09:15:00,20,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
NRSYON20190313,Yongala,-19.30847,147.61842,2019-03-13 10:10:00,20,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
NRSDAR20190214_0330,Darwin,-12.4,130.76805,2019-02-14 13:00:00,20,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
NRSNSI20200228,North Stradbroke,-27.345,153.562,2020-02-28 10:30:00,20,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
NRSYON20110323,Yongala,-19.30847,147.61842,2011-03-23 10:49:00,26,0.11,0,0.08,0,(null),0.028,0,0.008,0,0.033,0.179,0.012,0,0.037,0.004,0.11,0,0,0.019,0,0,0.021,0,0,0.062,0,0,0,0,0.123,0.123,0.03,0.766,0.796,0,0,0,0,(null),(null),0.048,0
NRSYON20120816,Yongala,-19.30847,147.61842,2012-08-16 00:00:00,26,0.015,0,0.017,0,(null),0,0,0,0,0.011,0.013,0,0,0,0,0.022,0,0,0.005,0,0,0,0,0,0.067,0,0,0,0,0.017,0.017,0.028,0.167,0.195,0,0,0,0,(null),(null),0.014,0
NRSYON20130220,Yongala,-19.30847,147.61842,2013-02-20 10:42:00,26,0.012,0,0.021,0,(null),0.007,0,0,0,0.012,0.017,0,0,0,0.002,0.026,0.003,0,0.007,0,0,0,0,0,0.104,0,0,0,0.01,0.015,0.025,0.069,0.205,0.274,0,0,0,0,(null),(null),0.026,0
NRSKAI20081110,Kangaroo Island,-35.83217,136.44733,2008-11-11 07:00:00,100,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
NRSKAI20090601,Kangaroo Island,-35.83217,136.44733,2009-06-02 08:00:00,105,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
NRSKAI20110223,Kangaroo Island,-35.83217,136.44733,2011-02-23 10:30:00,90,0.032,0,0.025,0,(null),0,0,0,0,0.017,0.052,0.003,0,0.009,0,0.035,0,0,0.005,0,0,0,0,0,0.014,0,0,0,0.014,0.043,0.057,0.03,0.232,0.262,0,0,0,0,(null),(null),0.012,0
NRSKAI20120215,Kangaroo Island,-35.83217,136.44733,2012-02-15 11:50:00,100,0.092,0,0.069,0,(null),0.064,0,0.027,0,0.049,0.119,0,0,0.009,0.002,0.086,0,0,0.019,0,0,0,0,0,0.027,0,0,0,0.004,0.044,0.048,0.023,0.402,0.425,0,0,0,0,(null),(null),0.022,0
NRSESP20110818,Esperance,-33.93333,121.85,2011-08-18 10:20:00,40,0.021,0,0.033,0.006,(null),0,0.096,0.012,0,0.02,0.041,0.012,0,0.025,0.007,0.06,0,0,0.011,0,0.002,0.012,0,0.004,0.015,0.003,0,0,0,0.096,0.096,0.006,0.35,0.356,0,0,0,0,(null),(null),0.015,0
NRSMAI20150312,Maria Island,-42.59667,148.23333,2015-03-13 09:33:00,85,0.012,0,0.035,0,(null),0.007,0,0.004,0,0.009,0.024,0.006,0,0.016,0.002,0.027,0.003,0,0.004,0,0,0.02,0,0,0.007,0,0,0,0,0.048,0.048,0,0.216,0.216,0,0,0,0,(null),(null),0.011,0
NRSMAI20150224,Maria Island,-42.59667,148.23333,2015-02-25 10:20:00,85,0.008,0,0.008,0,(null),0,0,0,0,0.009,0.008,0,0,0,0,0.008,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.033,0,0,0,0,(null),(null),0.002,0
NRSYON20141014,Yongala,-19.30847,147.61842,2014-10-14 12:02:00,26,0.033,0,0.073,0,(null),0.021,0,0.004,0,0.037,0.155,0.002,0,0.002,0.002,0.053,0.003,0,0.03,0,0,0,0,0.004,0.06,0,0,0,0.007,0.014,0.021,0.069,0.575,0.644,0,0,0,0,(null),(null),0.033,0
NRSMAI20090421,Maria Island,-42.59667,148.23333,2009-04-21 11:45:00,80,0.033,0,0.044,0,(null),0,0,0,0,0.015,0.02,0.011,0,0.027,0.008,0.047,0,0,0.007,0,0,0.02,0,0,0.013,0,0,0,0,0.131,0.131,0.004,0.356,0.36,0,0,0,0,(null),(null),0.012,0
NRSMAI20100527,Maria Island,-42.59667,148.23333,2010-05-27 11:30:00,80,0,0,0.01,0,(null),0,0,0,0,0.017,0.018,0.005,0,0.014,0.003,0.027,0,0,0.003,0,0,0.005,0,0,0,0,0,0,0,0.048,0.048,0,0.156,0.156,0,0,0,0,(null),(null),0.003,0
NRSMAI20110725,Maria Island,-42.59667,148.23333,2011-07-25 12:15:00,85,0.042,0,0.048,0.006,(null),0,0,0.008,0,0.041,0.056,0.01,0,0.025,0.007,0.066,0,0,0.013,0,0,0.016,0,0,0.012,0,0,0,0,0.084,0.084,0,0.417,0.417,0,0,0,0,(null),(null),0.017,0
NRSMAI20111026,Maria Island,-42.59667,148.23333,2011-10-26 11:00:00,82,0.031,0,0.069,0.021,(null),0,0.076,0.013,0,0.007,0.259,0.008,0,0.026,0.004,0.016,0,0,0.019,0,0,0.011,0,0,0.004,0,0,0,0,0.059,0.059,0,0.682,0.682,0,0,0,0,(null),(null),0.021,0
NRSMAI20120119,Maria Island,-42.59667,148.23333,2012-01-19 12:00:00,80,0.023,0,0.022,0.005,(null),0,0,0,0,0.014,0.04,0.008,0,0.018,0.002,0.038,0,0,0.004,0,0,0.004,0,0,0.008,0,0,0,0,0.058,0.058,0,0.183,0.183,0,0,0,0,(null),(null),0.011,0
NRSMAI20120820,Maria Island,-42.59667,148.23333,2012-08-20 11:15:00,85,0.023,0,0.059,0,(null),0,0,0.008,0,0.022,0.043,0.012,0,0.027,0.009,0.052,0,0,0.011,0,0,0.012,0,0,0.011,0,0,0,0,0.106,0.106,0,0.435,0.435,0,0,0,0,(null),(null),0.014,0
NRSROT20091222,Rottnest Island,-32,115.41667,2009-12-22 10:00:00,47,0.019,0,0.017,0.01,(null),0,0,0.005,0,0.015,0.064,0.002,0,0.006,0.002,0.041,0,0,0.012,0,0,0.005,0,0,0.014,0,0,0,0,0.021,0.021,0,0.203,0.203,0,0,0,0,(null),(null),0.01,0
NRSROT20100315,Rottnest Island,-32,115.41667,2010-03-15 10:00:00,40,0.03,0,0.06,0,(null),0,0,0.006,0,0.017,0.117,0.006,0,0.014,0.004,0.057,0,0,0.022,0,0,0.004,0,0,0.019,0,0,0,0,0.044,0.044,0,0.334,0.334,0,0,0,0,(null),(null),0.013,0
NRSROT20100820,Rottnest Island,-32,115.41667,2010-08-20 14:30:00,40,0.028,0,0,0.05,(null),0,0,0.013,0,0.024,0.054,0.014,0,0.022,0.007,0.066,0,0,0.016,0,0,0.014,0,0,0.014,0,0,0,0,0.078,0.078,0,0.353,0.353,0,0,0,0,(null),(null),0.019,0
NRSROT20110224,Rottnest Island,-32,115.41667,2011-02-24 09:35:00,40,0.04,0,0.029,0,(null),0.007,0,0,0,0.031,0.047,0.003,0,0.008,0.002,0.053,0,0,0.014,0,0,0.003,0,0,0.018,0,0,0,0.007,0.035,0.042,0.027,0.218,0.245,0,0,0,0,(null),(null),0.017,0
NRSROT20130221,Rottnest Island,-32,115.41667,2013-02-21 12:55:00,40,0.017,0,0.025,0.003,(null),0,0,0,0,0.008,0.022,0.003,0,0.007,0,0.028,0,0,0.004,0,0.003,0.003,0,0,0.018,0,0,0,0,0.045,0.045,0.006,0.222,0.228,0,0,0,0,(null),(null),0.007,0
NRSROT20130423,Rottnest Island,-32,115.41667,2013-04-23 10:38:00,40,0.033,0,0.03,0,(null),0.006,0.033,0,0,0.029,0.063,0.004,0,0.009,0.003,0.029,0.003,0,0.011,0,0,0,0,0,0.018,0.003,0,0,0,0.034,0.034,0.009,0.239,0.248,0,0,0,0,(null),(null),0.012,0
NRSROT20130517,Rottnest Island,-32,115.41667,2013-05-17 10:00:00,40,0.039,0,0.052,0,(null),0.018,0,0.008,0,0.012,0.117,0.007,0,0.018,0.006,0.036,0.006,0,0.026,0,0,0.014,0,0.006,0.025,0.006,0,0,0,0.065,0.065,0.008,0.44,0.448,0,0,0,0,(null),(null),0.017,0
NRSDAR20110627,Darwin,-12.4,130.76805,2011-06-27 13:48:00,14,0.011,0,0.014,0,(null),0.01,0,0,0,0,0.033,0.003,0,0.012,0.003,0.014,0,0,0.004,0,0,0.004,0,0,0.09,0,0,0,0,0.03,0.03,0,0.229,0.229,0,0,0,0,(null),(null),0.021,0
NRSROT20111221,Rottnest Island,-32,115.41667,2011-12-21 15:45:00,40,0.021,0,0.028,0.004,(null),0,0,0.005,0,0.014,0.033,0.005,0,0.014,0.004,0.059,0,0,0.01,0,0,0.006,0,0,0.043,0,0,0,0,0.043,0.043,0,0.266,0.266,0,0,0,0,(null),(null),0.016,0
NRSROT20120824,Rottnest Island,-32,115.41667,2012-08-24 11:06:00,40,0.036,0,0.047,0,(null),0.009,0,0.005,0,0.025,0.048,0.007,0,0.018,0.005,0.056,0,0,0.013,0,0,0.007,0,0,0.01,0,0,0,0,0.062,0.062,0,0.312,0.312,0,0,0,0,(null),(null),0.01,0
NRSYON20140317,Yongala,-19.30847,147.61842,2014-03-17 14:07:00,26,0.039,0,0.038,0,(null),0.016,0,0,0,0.012,0.054,0.005,0,0.01,0.003,0.065,0.007,0,0.012,0,0,0.003,0,0,0.087,0,0,0,0,0.038,0.038,0,0.436,0.436,0,0,0,0,(null),(null),0.024,0
NRSYON20140501,Yongala,-19.30847,147.61842,2014-05-01 11:25:00,26,0.026,0,0.029,0,(null),0.005,0,0,0,0.016,0.027,0,0,0,0,0.056,0.004,0,0.012,0,0,0,0,0.001,0.077,0,0,0,0.004,0.014,0.018,0.033,0.269,0.302,0,0,0,0,(null),(null),0.022,0
NRSYON20140527,Yongala,-19.30847,147.61842,2014-05-27 12:12:00,26,0.014,0,0.018,0,(null),0.006,0,0,0,0.008,0.019,0.003,0,0.004,0.002,0.026,0.003,0,0.008,0,0,0,0,0,0.098,0,0,0,0.005,0.016,0.021,0.041,0.253,0.294,0,0,0,0,(null),(null),0.028,0
NRSYON20140624,Yongala,-19.30847,147.61842,2014-06-24 10:53:00,26,0.018,0,0.024,0,(null),0.011,0,0,0,0.014,0.032,0,0,0,0.001,0.033,0,0,0.008,0,0,0,0,0,0.09,0,0,0,0.004,0.015,0.019,0.047,0.229,0.276,0,0,0,0,(null),(null),0.022,0
NRSDAR20121208_16:30,Darwin,-12.4,130.76805,2012-12-09 02:00:00,21,0.026,0,0.042,0.013,(null),0,0,0,0,0,0.128,0,0,0.011,0,0.027,0.005,0,0.015,0,0,0.009,0,0,0.054,0,0,0,0,0.042,0.042,0,0.415,0.415,0,0,0,0,(null),(null),0.027,0
NRSDAR20130405,Darwin,-12.4,130.76805,2013-04-05 09:40:00,25,0,0,0.036,0.014,(null),0,0,0,0,0,0.104,0,0,0,0,0.009,0,0,0.011,0,0,0.017,0,0,0.054,0,0,0,0,0.022,0.022,0,0.376,0.376,0,0,0,0,(null),(null),0.031,0
NRSYON20101208,Yongala,-19.30847,147.61842,2010-12-08 10:45:00,26,0.018,0,0.025,0,(null),0.01,0,0,0,0.014,0.035,0,0,0,0.002,0.042,0,0,0.013,0,0,0,0,0,0.112,0,0,0,0.009,0.008,0.017,0.11,0.175,0.285,0,0,0,0,(null),(null),0.031,0
NRSYON20110414,Yongala,-19.30847,147.61842,2011-04-14 11:27:00,26,0.03,0,0.03,0.007,(null),0,0,0,0,0.008,0.067,0.004,0,0.011,0.002,0.046,0.006,0,0.012,0,0,0,0,0,0.087,0,0,0,0,0.034,0.034,0,0.327,0.327,0,0,0,0,(null),(null),0.021,0
NRSYON20120402,Yongala,-19.30847,147.61842,2012-04-02 10:44:00,26,0.027,0,0.031,0,(null),0.035,0,0,0,0.006,0.079,0.003,0,0.005,0.001,0.036,0.008,0,0.01,0,0,0,0,0,0.097,0,0,0,0,0.026,0.026,0,0.394,0.394,0,0,0,0,(null),(null),0.023,0
NRSYON20130611,Yongala,-19.30847,147.61842,2013-06-11 13:34:00,26,0.044,0,0.066,0.01,(null),0,0,0,0,0.042,0.177,0.005,0,0.016,0.003,0.099,0,0,0.02,0,0,0.003,0,0,0.048,0,0,0,0,0.054,0.054,0,0.656,0.656,0,0,0,0,(null),(null),0.03,0
NRSNIN20101108,Ningaloo,-21.99,113.779,2010-11-08 15:00:00,40,0.041,0,0.046,0,(null),0,0,0,0,0.05,0.083,0.009,0,0.02,0.003,0.085,0.009,0,0.013,0,0,0.005,0,0,0.036,0,0,0,0,0.085,0.085,0.047,0.421,0.468,0,0,0,0,(null),(null),0.025,0
NRSNIN20110706,Ningaloo,-21.99,113.779,2011-07-06 11:04:00,40,0.025,0,0.032,0.004,(null),0,0,0,0,0.021,0.043,0.002,0,0.006,0.001,0.036,0,0,0.008,0,0,0.003,0,0,0.056,0,0,0,0,0.038,0.038,0.049,0.269,0.318,0,0,0,0,(null),(null),0.014,0
NRSNIN20120226,Ningaloo,-21.99,113.779,2012-02-26 09:54:00,40,0.045,0,0.041,0.012,(null),0,0,0.012,0,0.019,0.103,0.005,0,0.012,0.003,0.052,0.011,0,0.01,0,0,0.004,0,0,0.044,0,0,0,0,0.054,0.054,0.032,0.398,0.43,0,0,0.078,0,(null),(null),0.034,0
NRSNIN20120827,Ningaloo,-21.99,113.779,2012-08-27 08:05:00,40,0.049,0,0.05,0,(null),0.011,0,0.008,0,0.044,0.041,0.004,0,0.009,0.003,0.074,0.004,0,0.009,0,0,0.005,0,0,0.061,0,0,0,0.013,0.05,0.063,0.101,0.339,0.44,0,0,0,0,(null),(null),0.03,0
NRSKAI20110427,Kangaroo Island,-35.83217,136.44733,2011-04-28 07:35:00,90,0.021,0,0.016,0.002,(null),0,0,0,0,0.024,0.027,0.003,0,0.008,0.002,0.02,0,0,0.005,0,0,0,0,0.002,0.003,0,0,0,0,0.025,0.025,0,0.112,0.112,0,0,0,0,(null),(null),0.005,0
NRSESP20101013,Esperance,-33.93333,121.85,2010-10-13 08:15:00,40,0.018,0,0,0.033,(null),0,0,0.009,0,0.017,0.026,0.005,0,0.014,0.003,0.072,0.006,0,0.013,0,0.002,0.009,0,0.004,0.014,0,0,0,0,0.047,0.047,0,0.236,0.236,0,0,0,0,(null),(null),0.009,0
NRSDAR20140906_00:30,Darwin,-12.4,130.76805,2014-09-06 10:00:00,24,0.014,0,0.021,0,(null),0.013,0,0,0,0.008,0.059,0.004,0,0.008,0.004,0.021,0.008,0,0.011,0,0,0.005,0,0,0.064,0,0,0,0,0.028,0.028,0,0.282,0.282,0,0,0,0,(null),(null),0.022,0
NRSDAR20140906_09:30,Darwin,-12.4,130.76805,2014-09-06 19:00:00,24,0.013,0,0.021,0,(null),0.018,0,0,0,0.005,0.068,0.003,0,0.007,0.003,0.019,0.007,0,0.011,0,0,0.004,0,0.004,0.084,0,0,0,0,0.031,0.031,0,0.301,0.301,0,0,0,0,(null),(null),0.025,0
NRSDAR20140906_03:30,Darwin,-12.4,130.76805,2014-09-06 13:00:00,24,0.015,0,0.023,0,(null),0.02,0,0,0,0.007,0.056,0.004,0,0.01,0.004,0.026,0.006,0,0.012,0,0,0.003,0,0,0.07,0,0,0,0,0.028,0.028,0,0.259,0.259,0,0,0,0,(null),(null),0.017,0
NRSDAR20140906_06:30,Darwin,-12.4,130.76805,2014-09-06 16:00:00,24,0.011,0,0.025,0,(null),0.012,0,0,0,0.007,0.074,0.004,0,0.012,0.004,0.025,0.006,0,0.012,0,0,0.005,0,0,0.084,0,0,0,0,0.037,0.037,0,0.322,0.322,0,0,0,0,(null),(null),0.026,0
NRSKAI20091007,Kangaroo Island,-35.83217,136.44733,2009-10-08 06:00:00,98,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
NRSKAI20100112,Kangaroo Island,-35.83217,136.44733,2010-01-13 07:00:00,90,0.009,0,0.014,0,(null),0,0,0,0,0.04,0.022,0.004,0,0.004,0.002,0.016,0,0,0.005,0,0,0,0,0,0.012,0,0,0,0,0.032,0.032,0.014,0.125,0.139,0,0,0,0,(null),(null),0.008,0
NRSKAI20101120,Kangaroo Island,-35.83217,136.44733,2010-11-21 05:00:00,90,0.028,0,0.024,0,(null),0.032,0,0,0,0.035,0.042,0.004,0,0.01,0,0.029,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.028,0.028,0,0.121,0.121,0,0,0,0,(null),(null),0.003,0
NRSKAI20120415,Kangaroo Island,-35.83217,136.44733,2012-04-15 10:42:00,100,0.021,0,0.017,0.004,(null),0,0,0,0,0.036,0.027,0,0,0.004,0,0.016,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.005,0.101,0.106,0,0,0,0,(null),(null),0.004,0
NRSKAI20130220,Kangaroo Island,-35.83217,136.44733,2013-02-21 07:20:00,100,0.05,0,0.036,0,(null),0.006,0,0,0,0.045,0.031,0.003,0,0.007,0.001,0.034,0,0,0.006,0,0,0.004,0,0,0.016,0,0,0,0.014,0.041,0.055,0.036,0.156,0.192,0,0,0,0,(null),(null),0.008,0
NRSNSI20110220,North Stradbroke,-27.345,153.562,2011-02-21 09:40:00,57,0,0,0.004,0,(null),0,0,0,0,0.003,0.011,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.019,0,0,0,0,(null),(null),0,0
NRSYON20140717,Yongala,-19.30847,147.61842,2014-07-17 10:28:00,26,0.012,0,0.02,0,(null),0.006,0,0.004,0,0.012,0.02,0.002,0,0.005,0.003,0.03,0.004,0,0.007,0,0,0,0,0,0.1,0,0,0,0.005,0.021,0.026,0.093,0.173,0.266,0,0,0,0,(null),(null),0.025,0
NRSMAI20091013,Maria Island,-42.59667,148.23333,2009-10-13 11:00:00,80,0.034,0,0.053,0.015,(null),0.006,0.244,0,0,0.005,0.253,0.004,0,0.01,0,0.009,0.004,0,0.027,0,0,0.006,0,0,0,0,0,0,0,0.02,0.02,0,0.634,0.634,0,0,0,0,(null),(null),0.018,0
NRSMAI20111214,Maria Island,-42.59667,148.23333,2011-12-15 10:35:00,82,0,0,0.005,0.002,(null),0,0.041,0,0,0.003,0.013,0.002,0,0.009,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.024,0,0.058,0.058,0,0,0,0,(null),(null),0.005,0
NRSMAI20130313,Maria Island,-42.59667,148.23333,2013-03-14 10:00:00,85,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
NRSESP20091216,Esperance,-33.93333,121.85,2009-12-16 09:45:00,50,0.022,0,0.033,0,(null),0,0,0.009,0,0.024,0.052,0.003,0,0.007,0.004,0.051,0,0,0.015,0,0,0.006,0,0,0.038,0,0,0,0,0.036,0.036,0,0.277,0.277,0,0,0,0,(null),(null),0.018,0
NRSROT20100617,Rottnest Island,-32,115.41667,2010-06-17 10:05:00,40,0.022,0,0.03,0,(null),0,0,0,0,0.016,0.117,0.009,0,0.017,0.004,0.041,0.007,0,0.012,0,0,0.01,0,0,0.023,0,0,0,0,0.066,0.066,0.008,0.368,0.376,0,0,0,0,(null),(null),0.018,0
