NRS_TRIP_CODE,Station,Latitude,Longitude,SampleDateLocal,SampleDepth_m,PROCHLOROCOCCUS_CELLSPERML,SYNECOCHOCCUS_CELLSPERML,PICOEUKARYOTES_CELLSPERML
NRSROT20190306,Rottnest Island,-32,115.41667,2019-03-06 10:24:00,10,(null),(null),(null)
NRSKAI20190909,Kangaroo Island,-35.83217,136.44733,2019-09-10 07:50:00,50,(null),(null),(null)
NRSROT20190711,Rottnest Island,-32,115.41667,2019-07-11 09:26:00,40,(null),(null),(null)
NRSROT20190711,Rottnest Island,-32,115.41667,2019-07-11 09:26:00,46,(null),(null),(null)
NRSYON20190313,Yongala,-19.30847,147.61842,2019-03-13 10:10:00,20,(null),(null),(null)
NRSYON20190703,Yongala,-19.30847,147.61842,2019-07-03 10:50:00,0,(null),(null),(null)
NRSYON20191202,Yongala,-19.30847,147.61842,2019-12-03 09:45:00,10,(null),(null),(null)
NRSPHB20190729,Port Hacking,-34.11923,151.22667,2019-07-29 10:03:00,75,(null),(null),(null)
NRSROT20191104,Rottnest Island,-32,115.41667,2019-11-04 09:25:00,0,(null),(null),(null)
NRSROT20191104,Rottnest Island,-32,115.41667,2019-11-04 09:25:00,20,(null),(null),(null)
NRSKAI20110319,Kangaroo Island,-35.83217,136.44733,2011-03-20 09:40:00,(null),(null),(null),(null)
NRSKAI20091007,Kangaroo Island,-35.83217,136.44733,2009-10-08 06:00:00,(null),(null),(null),(null)
NRSNSI20131212,North Stradbroke,-27.345,153.562,2013-12-12 10:20:00,WC,6394.5,44006,17020.5
NRSKAI20111026,Kangaroo Island,-35.83217,136.44733,2011-10-26 14:40:00,WC,9733.5,7833,1144.5
NRSNSI20100121,North Stradbroke,-27.345,153.562,2010-01-22 09:50:00,WC,16805.25,53172,3391.5
NRSNIN20120509,Ningaloo,-21.99,113.779,2012-05-09 10:50:00,WC,125874,25908.75,1317.75
NRSESP20110512,Esperance,-33.93333,121.85,2011-05-12 10:10:00,WC,17508.75,44845.5,6567.75
NRSPHB20120212,Port Hacking,-34.11923,151.22667,2012-02-13 10:00:00,WC,27578.25,76734,10400.25
NRSDAR20110627,Darwin,-12.4,130.76805,2011-06-27 13:48:00,WC,0,112324,2273.5
NRSYON20100521,Yongala,-19.30847,147.61842,2010-05-21 12:56:00,WC,6639.5,112819,1809.5
NRSROT20100723,Rottnest Island,-32,115.41667,2010-07-23 12:02:00,WC,13303.5,17566.5,2147.5
NRSROT20110923,Rottnest Island,-32,115.41667,2011-09-23 09:40:00,WC,45213,27504.75,2037
NRSESP20110818,Esperance,-33.93333,121.85,2011-08-18 10:20:00,WC,13854.75,11686.5,8557.5
NRSPHB20091018,Port Hacking,-34.11923,151.22667,2009-10-19 09:55:00,WC,14316.75,37926,5313
NRSPHB20090920,Port Hacking,-34.11923,151.22667,2009-09-21 09:17:00,WC,5544.25,173.25,2336.5
NRSNIN20110501,Ningaloo,-21.99,113.779,2011-05-01 08:24:00,WC,128220.75,109803.75,3486
NRSNSI20090916,North Stradbroke,-27.345,153.562,2009-09-17 08:30:00,WC,8226.75,16128,5843.25
NRSNSI20110119,North Stradbroke,-27.345,153.562,2011-01-19 10:00:00,WC,43328.25,12306,4919.25
NRSPHB20100817,Port Hacking,-34.11923,151.22667,2010-08-18 09:30:00,WC,13161.75,8389.5,7834
NRSMAI20101027,Maria Island,-42.59667,148.23333,2010-10-27 12:50:00,WC,6851.25,740.25,1716.75
NRSNSI20110220,North Stradbroke,-27.345,153.562,2011-02-21 09:40:00,WC,40918.5,22244.25,4982.25
NRSNSI20110323,North Stradbroke,-27.345,153.562,2011-03-23 10:20:00,WC,81369.75,10563,1732.5
NRSNSI20110606,North Stradbroke,-27.345,153.562,2011-06-06 10:00:00,WC,70019.25,37028.25,4362.75
NRSNSI20120229,North Stradbroke,-27.345,153.562,2012-03-01 09:45:00,WC,59834.25,33395.25,12993.75
NRSYON20120402,Yongala,-19.30847,147.61842,2012-04-02 10:44:00,WC,5297.25,148732.5,1921.5
NRSKAI20100419,Kangaroo Island,-35.83217,136.44733,2010-04-20 07:00:00,WC,5617.5,16128,3601.5
NRSKAI20100315,Kangaroo Island,-35.83217,136.44733,2010-03-16 06:00:00,WC,22953,6625.5,2887.5
NRSESP20101013,Esperance,-33.93333,121.85,2010-10-13 08:15:00,WC,20443.5,33894,7108.5
NRSKAI20110123,Kangaroo Island,-35.83217,136.44733,2011-01-24 07:40:00,WC,35931,10027.5,1207.5
NRSDAR20140906_00:30,Darwin,-12.4,130.76805,2014-09-06 10:00:00,WC,637.65,37706.865,3124.15
NRSPHB20140824,Port Hacking,-34.11923,151.22667,2014-08-25 09:57:00,WC,5222.635,5437.61,11059.48
NRSMAI20140703,Maria Island,-42.59667,148.23333,2014-07-03 11:30:00,WC,6878,8920,1738
NRSNSI20140213,North Stradbroke,-27.345,153.562,2014-02-13 10:20:00,WC,31274.5,26765,7628.5
NRSNSI20140404,North Stradbroke,-27.345,153.562,2014-04-04 10:45:00,WC,35233,35705.5,5371
NRSPHB20140211,Port Hacking,-34.11923,151.22667,2014-02-12 09:57:00,WC,3029.5,25200.5,6185
NRSPHB20140317,Port Hacking,-34.11923,151.22667,2014-03-18 09:48:00,WC,28319,13860,10742
NRSROT20140902,Rottnest Island,-32,115.41667,2014-09-02 11:55:00,WC,2341.995,16832.285,12303.44
NRSNSI20141020,North Stradbroke,-27.345,153.562,2014-10-20 10:45:00,WC,11335.21,25932.995,1861.18
NRSYON20160927,Yongala,-19.30847,147.61842,2016-09-27 10:33:00,WC,6079.5,22852,7413
NRSKAI20140122,Kangaroo Island,-35.83217,136.44733,2014-01-22 15:15:00,WC,3349.5,4977.5,17131
NRSNSI20141223,North Stradbroke,-27.345,153.562,2014-12-23 10:35:00,WC,13354.81,8528.17,3190.97
NRSPHB20141208,Port Hacking,-34.11923,151.22667,2014-12-09 09:51:00,WC,6531.155,32192.135,7783.86
NRSDAR20120114_21:30,Darwin,-12.4,130.76805,2012-01-15 07:00:00,WC,0,56359,2149.5
NRSNSI20120912,North Stradbroke,-27.345,153.562,2012-09-12 10:20:00,WC,2032,8836,1276
NRSYON20120816,Yongala,-19.30847,147.61842,2012-08-16 00:00:00,WC,11256,15729,714.5
NRSNIN20120827,Ningaloo,-21.99,113.779,2012-08-27 08:05:00,WC,43218.5,22654,740.5
NRSESP20120910,Esperance,-33.93333,121.85,2012-09-10 12:51:00,WC,2404.5,10342.5,4105.5
NRSMAI20130424,Maria Island,-42.59667,148.23333,2013-04-24 10:50:00,WC,4373.5,10894,2693.5
NRSDAR20150505,Darwin,-12.4,130.76805,2015-05-06 08:24:00,WC,3142.87,35810.185,2628.89
NRSDAR20150202_21:30,Darwin,-12.4,130.76805,2015-02-03 07:00:00,WC,943.405,47709.5,2234.375
NRSDAR20150203_00:30,Darwin,-12.4,130.76805,2015-02-03 10:00:00,WC,1892.595,39175,3261.48
NRSDAR20150316,Darwin,-12.4,130.76805,2015-03-17 08:35:00,WC,2078.275,34305.245,4615.94
NRSKAI20150909,Kangaroo Island,-35.83217,136.44733,2015-09-09 12:50:00,WC,6065.575,21236.51,21794.225
NRSPHB20130826,Port Hacking,-34.11923,151.22667,2013-08-27 09:30:00,WC,908.5,3276.5,13078
NRSNSI20150624,North Stradbroke,-27.345,153.562,2015-06-24 10:30:00,WC,8913.325,23706.655,5227.73
NRSYON20150825,Yongala,-19.30847,147.61842,2015-08-25 10:45:00,WC,3163.5,31039.5,4014
NRSROT20131122,Rottnest Island,-32,115.41667,2013-11-22 10:26:00,WC,916.5,32435,4084.5
NRSROT20131017,Rottnest Island,-32,115.41667,2013-10-17 08:00:00,WC,840,14716,9072.5
NRSROT20131001,Rottnest Island,-32,115.41667,2013-10-01 11:55:00,WC,1596.5,13214.5,5733.5
NRSDAR20130916,Darwin,-12.4,130.76805,2013-09-16 11:26:00,WC,183.5,174972.5,3407.5
NRSMAI20130807,Maria Island,-42.59667,148.23333,2013-08-07 11:30:00,WC,1911.5,6993.5,5009
NRSNSI20160517,North Stradbroke,-27.345,153.562,2016-05-17 10:30:00,WC,48267.585,13588.435,4104.235
NRSKAI20160223,Kangaroo Island,-35.83217,136.44733,2016-02-24 07:55:00,WC,11008.965,33098.79,9723.12
NRSYON20160321,Yongala,-19.30847,147.61842,2016-03-21 10:31:00,WC,3495.5,106507.5,4113.5
NRSDAR20160202_0030,Darwin,-12.4,130.76805,2016-02-02 10:00:00,WC,2713.15,79366.605,4291.605
NRSPHB20151215,Port Hacking,-34.11923,151.22667,2015-12-16 09:35:00,WC,(null),(null),(null)
NRSDAR20160202_0630,Darwin,-12.4,130.76805,2016-02-02 16:00:00,WC,3747.06,94628.105,6423.525
NRSKAI20160525,Kangaroo Island,-35.83217,136.44733,2016-05-26 07:35:00,WC,12318.17,28714.995,10248.26
NRSDAR20160723,Darwin,-12.4,130.76805,2016-07-24 08:00:00,WC,1053.24,51945.835,5561.11
NRSDAR20160530,Darwin,-12.4,130.76805,2016-05-31 07:50:00,WC,1464.465,114275.705,3178.955
NRSYON20161207,Yongala,-19.30847,147.61842,2016-12-07 10:15:00,WC,2518.5,73383,2561.5
NRSYON20170220,Yongala,-19.30847,147.61842,2017-02-20 10:29:00,WC,1123,172176.5,2602
NRSMAI20171217,Maria Island,-42.59667,148.23333,2017-12-18 09:40:00,0,2797.085,118582.58,24883.61
NRSKAI20171129,Kangaroo Island,-35.83217,136.44733,2017-11-29 14:50:00,50,32675.935,49937.095,10133.765
NRSKAI20171129,Kangaroo Island,-35.83217,136.44733,2017-11-29 14:50:00,100,15878.7,5002.87,3671.13
NRSMAI20180301,Maria Island,-42.59667,148.23333,2018-03-02 09:30:00,10,2760.06,5729.63,11887.39
NRSKAI20180307,Kangaroo Island,-35.83217,136.44733,2018-03-07 12:20:00,100,21657.185,10848.025,5490.68
NRSNSI20171219,North Stradbroke,-27.345,153.562,2017-12-19 10:45:00,10,81187.16,27007.32,5583.315
NRSNSI20171219,North Stradbroke,-27.345,153.562,2017-12-19 10:45:00,50,11653.365,1527.585,4432.765
NRSMAI20180418,Maria Island,-42.59667,148.23333,2018-04-19 09:30:00,20,1742.455,14677.205,8081.515
NRSMAI20180116,Maria Island,-42.59667,148.23333,2018-01-17 10:30:00,50,1126.945,24373.375,15526.055
NRSMAI20180116,Maria Island,-42.59667,148.23333,2018-01-17 10:30:00,75,1068.18,22227.075,12307.97
NRSNSI20180417,North Stradbroke,-27.345,153.562,2018-04-17 10:15:00,10,70960.155,20039.565,3421.175
NRSMAI20180116,Maria Island,-42.59667,148.23333,2018-01-17 10:30:00,10,2884.3,26092.25,15929.075
NRSROT20180221,Rottnest Island,-32,115.41667,2018-02-21 10:05:00,40,7405.89,4184.58,2256.815
NRSYON20171215,Yongala,-19.30847,147.61842,2017-12-15 10:44:00,26,16163.08,90020.815,1967.485
NRSROT20171214,Rottnest Island,-32,115.41667,2017-12-14 09:37:00,40,22638.16,10412.49,13476.115
NRSROT20171123,Rottnest Island,-32,115.41667,2017-11-23 10:05:00,0,8908.89,13702.25,12275.94
NRSPHB20180221,Port Hacking,-34.11923,151.22667,2018-02-22 09:18:00,25,11239.795,79148.835,31156.33
NRSPHB20180221,Port Hacking,-34.11923,151.22667,2018-02-22 09:18:00,100,1412.06,1065.08,3697.47
NRSMAI20180315,Maria Island,-42.59667,148.23333,2018-03-16 08:45:00,85,3968.905,2512.86,2087.945
NRSDAR20180208_2130,Darwin,-12.4,130.76805,2018-02-09 07:00:00,0,1625.415,213216.14,37794.11
NRSDAR20180209_0030,Darwin,-12.4,130.76805,2018-02-09 10:00:00,19,800.815,46162.745,5771.405
NRSDAR20180209_0330,Darwin,-12.4,130.76805,2018-02-09 13:00:00,19,598.89,18944.075,4832.595
NRSDAR20180209_0630,Darwin,-12.4,130.76805,2018-02-09 16:00:00,18,563.465,28827.625,3635.93
NRSDAR20171009,Darwin,-12.4,130.76805,2017-10-10 07:57:00,10,402,73035.925,3909.63
NRSMAI20171123,Maria Island,-42.59667,148.23333,2017-11-24 09:50:00,50,1347.675,6776.12,2918.79
NRSMAI20171123,Maria Island,-42.59667,148.23333,2017-11-24 09:50:00,85,317.495,5837.255,281.17
NRSROT20180511,Rottnest Island,-32,115.41667,2018-05-11 09:21:00,40,7666.245,26639.255,18245.83
NRSDAR20190214_0630,Darwin,-12.4,130.76805,2019-02-14 16:00:00,17,(null),(null),(null)
NRSPHB20180724,Port Hacking,-34.11923,151.22667,2018-07-25 09:33:00,50,135.78,3150.65,3883.515
NRSPHB20180724,Port Hacking,-34.11923,151.22667,2018-07-25 09:33:00,100,179.59,496.435,276.08
NRSMAI20181204,Maria Island,-42.59667,148.23333,2018-12-05 09:10:00,0,748.375,6724.19,20878.05
NRSMAI20181204,Maria Island,-42.59667,148.23333,2018-12-05 09:10:00,75,613.125,2955.975,9420
NRSMAI20181204,Maria Island,-42.59667,148.23333,2018-12-05 09:10:00,85,520.285,739.975,1138.95
NRSNSI20180718,North Stradbroke,-27.345,153.562,2018-07-18 10:20:00,30,2545.015,26139.52,5819.635
NRSNSI20180718,North Stradbroke,-27.345,153.562,2018-07-18 10:20:00,50,1993.205,10716.075,4510.875
NRSMAI20170801,Maria Island,-42.59667,148.23333,2017-08-01 10:01:00,50,1627.535,16412.555,10521.74
NRSMAI20170801,Maria Island,-42.59667,148.23333,2017-08-01 10:01:00,10,2577.7,16432.45,11227.385
NRSPHB20170716,Port Hacking,-34.11923,151.22667,2017-07-17 09:42:00,75,201.33,1413.765,4411.305
NRSDAR20170715_0030,Darwin,-12.4,130.76805,2017-07-15 10:00:00,19,356,53135.76,5980.93
NRSROT20180719,Rottnest Island,-32,115.41667,2018-07-19 09:35:00,10,1372.57,27485.86,9416.645
NRSROT20180719,Rottnest Island,-32,115.41667,2018-07-19 09:35:00,40,1729.24,12661.05,6692.43
NRSDAR20180730_2130,Darwin,-12.4,130.76805,2018-07-31 07:03:00,0,965.74,50568.515,2702.78
NRSDAR20180730_2130,Darwin,-12.4,130.76805,2018-07-31 07:03:00,22,1061.67,41910.555,1651.485
NRSNSI20180913,North Stradbroke,-27.345,153.562,2018-09-13 10:20:00,10,4777.845,58604.805,1565.08
NRSNSI20181023,North Stradbroke,-27.345,153.562,2018-10-23 10:30:00,10,9811.575,17459.87,1383.235
NRSNSI20181023,North Stradbroke,-27.345,153.562,2018-10-23 10:30:00,50,1642.63,3688.89,2172.225
NRSDAR20190529,Darwin,-12.4,130.76805,2019-05-30 08:39:00,10,(null),(null),(null)
NRSNSI20170927,North Stradbroke,-27.345,153.562,2017-09-27 10:40:00,20,42439.23,112101.585,9569.72
NRSNSI20170927,North Stradbroke,-27.345,153.562,2017-09-27 10:40:00,30,43244.61,101708.335,11003.535
NRSNSI20170927,North Stradbroke,-27.345,153.562,2017-09-27 10:40:00,50,36101.325,24486.79,19908.55
NRSNSI20171023,North Stradbroke,-27.345,153.562,2017-10-23 10:25:00,10,96272.445,30210.77,2098.215
NRSNSI20171023,North Stradbroke,-27.345,153.562,2017-10-23 10:25:00,30,58077.775,58049.055,4150.275
NRSMAI20170921,Maria Island,-42.59667,148.23333,2017-09-22 09:15:00,20,499.24,19736.725,17238.025
NRSMAI20170921,Maria Island,-42.59667,148.23333,2017-09-22 09:15:00,50,449.55,18837.125,15202.945
NRSPHB20180528,Port Hacking,-34.11923,151.22667,2018-05-29 09:50:00,0,1761.11,12900,6533.335
NRSPHB20180528,Port Hacking,-34.11923,151.22667,2018-05-29 09:50:00,75,457.49,11288.68,5641.565
NRSPHB20180626,Port Hacking,-34.11923,151.22667,2018-06-27 09:41:00,0,11414.21,3189.88,6390.405
NRSROT20200304,Rottnest Island,-32,115.41667,2020-03-04 09:25:00,10,(null),(null),(null)
NRSPHB20200224,Port Hacking,-34.11923,151.22667,2020-02-25 08:52:00,10,(null),(null),(null)
NRSPHB20200224,Port Hacking,-34.11923,151.22667,2020-02-25 08:52:00,100,(null),(null),(null)
NRSPHB20191028,Port Hacking,-34.11923,151.22667,2019-10-29 09:30:00,25,(null),(null),(null)
NRSYON20200116,Yongala,-19.30847,147.61842,2020-01-16 10:05:00,0,(null),(null),(null)
NRSMAI20200106,Maria Island,-42.59667,148.23333,2020-01-07 09:45:00,75,(null),(null),(null)
NRSROT20190527,Rottnest Island,-32,115.41667,2019-05-27 09:28:00,20,(null),(null),(null)
NRSROT20190527,Rottnest Island,-32,115.41667,2019-05-27 09:28:00,46,(null),(null),(null)
NRSMAI20190624,Maria Island,-42.59667,148.23333,2019-06-24 10:10:00,75,(null),(null),(null)
NRSROT20190621,Rottnest Island,-32,115.41667,2019-06-21 09:15:00,0,(null),(null),(null)
NRSMAI20200628,Maria Island,-42.59667,148.23333,2020-06-29 09:45:00,50,(null),(null),(null)
NRSROT20190621,Rottnest Island,-32,115.41667,2019-06-21 09:15:00,20,(null),(null),(null)
NRSKAI20190320,Kangaroo Island,-35.83217,136.44733,2019-03-20 13:40:00,100,(null),(null),(null)
NRSROT20180620,Rottnest Island,-32,115.41667,2018-06-20 09:56:00,0,3326.045,27134.945,9017.86
NRSROT20180620,Rottnest Island,-32,115.41667,2018-06-20 09:56:00,20,3227.78,22444.44,10866.665
NRSDAR20200204_0030,Darwin,-12.4,130.76805,2020-02-04 10:00:00,0,(null),(null),(null)
NRSPHB20191118,Port Hacking,-34.11923,151.22667,2019-11-19 09:15:00,0,(null),(null),(null)
NRSPHB20191216,Port Hacking,-34.11923,151.22667,2019-12-17 09:02:00,50,(null),(null),(null)
NRSROT20191218,Rottnest Island,-32,115.41667,2019-12-18 09:15:00,40,(null),(null),(null)
NRSYON20180927,Yongala,-19.30847,147.61842,2018-09-27 10:52:00,26,18684.71,44965.055,1297.97
NRSKAI20181204,Kangaroo Island,-35.83217,136.44733,2018-12-04 15:39:00,10,(null),(null),(null)
NRSKAI20181204,Kangaroo Island,-35.83217,136.44733,2018-12-04 15:39:00,20,(null),(null),(null)
NRSKAI20181204,Kangaroo Island,-35.83217,136.44733,2018-12-04 15:39:00,50,(null),(null),(null)
NRSYON20190507,Yongala,-19.30847,147.61842,2019-05-07 11:30:00,0,(null),(null),(null)
NRSDAR20190213_2130,Darwin,-12.4,130.76805,2019-02-14 07:00:00,10,(null),(null),(null)
NRSNSI20200528,North Stradbroke,-27.345,153.562,2020-05-28 11:00:00,30,(null),(null),(null)
NRSNSI20200528,North Stradbroke,-27.345,153.562,2020-05-28 11:00:00,50,(null),(null),(null)
NRSPHB20181218,Port Hacking,-34.11923,151.22667,2018-12-19 09:40:00,50,1137.5,1546.76,2497.685
NRSPHB20190827,Port Hacking,-34.11923,151.22667,2019-08-28 09:59:00,100,(null),(null),(null)
NRSPHB20190923,Port Hacking,-34.11923,151.22667,2019-09-24 09:36:00,0,(null),(null),(null)
NRSPHB20190923,Port Hacking,-34.11923,151.22667,2019-09-24 09:36:00,50,(null),(null),(null)
NRSDAR20190723_0330,Darwin,-12.4,130.76805,2019-07-23 13:00:00,18,(null),(null),(null)
NRSDAR20190722_2130,Darwin,-12.4,130.76805,2019-07-23 07:00:00,0,(null),(null),(null)
NRSNSI20191024,North Stradbroke,-27.345,153.562,2019-10-24 10:20:00,20,(null),(null),(null)
NRSYON20190826,Yongala,-19.30847,147.61842,2019-08-26 10:40:00,0,(null),(null),(null)
NRSYON20190808,Yongala,-19.30847,147.61842,2019-08-08 10:04:00,0,(null),(null),(null)
NRSYON20190917,Yongala,-19.30847,147.61842,2019-09-17 10:10:00,20,(null),(null),(null)
NRSDAR20180509,Darwin,-12.4,130.76805,2018-05-10 07:02:00,0,(null),(null),(null)
NRSDAR20180509,Darwin,-12.4,130.76805,2018-05-10 07:02:00,17,(null),(null),(null)
NRSYON20180817,Yongala,-19.30847,147.61842,2018-08-17 10:23:00,20,36036.145,19879.565,5449.13
NRSYON20181011,Yongala,-19.30847,147.61842,2018-10-11 10:54:00,20,24356.325,38546.76,2681.64
NRSMAI20190731,Maria Island,-42.59667,148.23333,2019-07-31 10:20:00,20,(null),(null),(null)
NRSPHB20180905,Port Hacking,-34.11923,151.22667,2018-09-05 10:50:00,10,675.75,610.405,27209.145
NRSPHB20180927,Port Hacking,-34.11923,151.22667,2018-09-27 10:43:00,100,224.11,239.75,745.3
NRSNSI20191220,North Stradbroke,-27.345,153.562,2019-12-20 10:20:00,30,(null),(null),(null)
NRSNSI20191220,North Stradbroke,-27.345,153.562,2019-12-20 10:20:00,40,(null),(null),(null)
NRSNSI20200122,North Stradbroke,-27.345,153.562,2020-01-22 10:35:00,40,(null),(null),(null)
NRSPHB20190121,Port Hacking,-34.11923,151.22667,2019-01-22 09:43:00,30,(null),(null),(null)
NRSROT20181130,Rottnest Island,-32,115.41667,2018-11-30 09:33:00,10,13950,37522.22,7961.11
NRSROT20181130,Rottnest Island,-32,115.41667,2018-11-30 09:33:00,46,14625.84,35383.015,7342.31
NRSROT20181211,Rottnest Island,-32,115.41667,2018-12-11 09:24:00,10,10689.41,23329.89,6295.96
NRSMAI20190106,Maria Island,-42.59667,148.23333,2019-01-07 08:50:00,50,(null),(null),(null)
NRSDAR20200204_0330,Darwin,-12.4,130.76805,2020-02-04 13:00:00,0,(null),(null),(null)
NRSKAI20191127,Kangaroo Island,-35.83217,136.44733,2019-11-27 14:25:00,0,(null),(null),(null)
NRSKAI20191127,Kangaroo Island,-35.83217,136.44733,2019-11-27 14:25:00,50,(null),(null),(null)
NRSPHB20190227,Port Hacking,-34.11923,151.22667,2019-02-28 10:35:00,10,(null),(null),(null)
NRSPHB20190227,Port Hacking,-34.11923,151.22667,2019-02-28 10:35:00,30,(null),(null),(null)
NRSROT20190125,Rottnest Island,-32,115.41667,2019-01-25 09:35:00,20,(null),(null),(null)
NRSROT20190125,Rottnest Island,-32,115.41667,2019-01-25 09:35:00,30,(null),(null),(null)
NRSNSI20190322,North Stradbroke,-27.345,153.562,2019-03-22 10:50:00,10,(null),(null),(null)
NRSNSI20190527,North Stradbroke,-27.345,153.562,2019-05-27 10:15:00,0,(null),(null),(null)
NRSNSI20170117,North Stradbroke,-27.345,153.562,2017-01-17 10:30:00,WC,27990.275,32399.305,12405.555
NRSROT20190221,Rottnest Island,-32,115.41667,2019-02-21 09:30:00,46,(null),(null),(null)
NRSROT20170303,Rottnest Island,-32,115.41667,2017-03-03 10:30:00,WC,1106,13723,22520.5
NRSMAI20190430,Maria Island,-42.59667,148.23333,2019-05-01 09:47:00,75,(null),(null),(null)
NRSKAI20200527,Kangaroo Island,-35.83217,136.44733,2020-05-28 08:30:00,100,(null),(null),(null)
NRSKAI20200527,Kangaroo Island,-35.83217,136.44733,2020-05-28 08:30:00,50,(null),(null),(null)
NRSMAI20200810,Maria Island,-42.59667,148.23333,2020-08-10 10:05:00,75,(null),(null),(null)
NRSNSI20190416,North Stradbroke,-27.345,153.562,2019-04-16 10:10:00,40,(null),(null),(null)
NRSNSI20190618,North Stradbroke,-27.345,153.562,2019-06-18 10:00:00,10,(null),(null),(null)
NRSROT20190711,Rottnest Island,-32,115.41667,2019-07-11 09:26:00,0,(null),(null),(null)
NRSPHB20190626,Port Hacking,-34.11923,151.22667,2019-06-27 09:38:00,75,(null),(null),(null)
NRSYON20190313,Yongala,-19.30847,147.61842,2019-03-13 10:10:00,10,(null),(null),(null)
NRSMAI20170921,Maria Island,-42.59667,148.23333,2017-09-22 09:15:00,85,571.615,17256.965,12197.825
NRSMAI20171015,Maria Island,-42.59667,148.23333,2017-10-16 09:50:00,85,626.075,24194.94,5581.66
NRSROT20191011,Rottnest Island,-32,115.41667,2019-10-11 10:07:00,30,(null),(null),(null)
NRSROT20191126,Rottnest Island,-32,115.41667,2019-11-26 09:30:00,10,(null),(null),(null)
NRSROT20191126,Rottnest Island,-32,115.41667,2019-11-26 09:30:00,46,(null),(null),(null)
NRSMAI20191210,Maria Island,-42.59667,148.23333,2019-12-11 09:30:00,75,(null),(null),(null)
NRSPHB20111206,Port Hacking,-34.11923,151.22667,2011-12-07 09:30:00,WC,10857.5,9266.5,1149.75
NRSYON20140122,Yongala,-19.30847,147.61842,2014-01-22 10:00:00,WC,59005,104969,1596.5
NRSYON20140317,Yongala,-19.30847,147.61842,2014-03-17 14:07:00,WC,1921.5,131423.5,2037
NRSESP20120612,Esperance,-33.93333,121.85,2012-06-12 09:24:00,WC,32215.5,12222,4190
NRSPHB20120517,Port Hacking,-34.11923,151.22667,2012-05-18 09:33:00,WC,26255.25,16889.25,3932.25
NRSNSI20091115,North Stradbroke,-27.345,153.562,2009-11-16 08:20:00,WC,25772.25,56154,1995
NRSPHB20100119,Port Hacking,-34.11923,151.22667,2010-01-20 09:20:00,WC,15876,11686.5,9964.5
NRSPHB20110517,Port Hacking,-34.11923,151.22667,2011-05-18 09:25:00,WC,23136.75,25042.5,16978.5
NRSNSI20111013,North Stradbroke,-27.345,153.562,2011-10-13 10:30:00,WC,15991.5,14574,4656.75
NRSROT20100315,Rottnest Island,-32,115.41667,2010-03-15 10:00:00,WC,20406.75,21897.75,7491.75
NRSNSI20100618,North Stradbroke,-27.345,153.562,2010-06-18 12:30:00,WC,24979.5,14054.25,2882.5
NRSESP20120229,Esperance,-33.93333,121.85,2012-02-29 10:00:00,WC,154182,22034.25,3528
NRSPHB20090318,Port Hacking,-34.11923,151.22667,2009-03-19 09:39:00,WC,10095.75,8100.75,4074
NRSNSI20100711,North Stradbroke,-27.345,153.562,2010-07-12 08:45:00,WC,7384,10949.25,1789.75
NRSYON20110118,Yongala,-19.30847,147.61842,2011-01-18 11:30:00,WC,38755.5,73594.5,1800.75
NRSROT20111020,Rottnest Island,-32,115.41667,2011-10-20 12:00:00,WC,31253.25,4373.25,5948.25
NRSYON20110616,Yongala,-19.30847,147.61842,2011-06-16 11:25:00,WC,13282.5,55644.75,1674.75
NRSPHB20110329,Port Hacking,-34.11923,151.22667,2011-03-30 09:33:00,WC,82094.25,7423.5,3486
NRSMAI20110407,Maria Island,-42.59667,148.23333,2011-04-07 10:30:00,WC,12489.75,11796.75,7565.25
NRSPHB20110717,Port Hacking,-34.11923,151.22667,2011-07-18 09:38:00,WC,8247.75,7539,4174
NRSESP20110120,Esperance,-33.93333,121.85,2011-01-20 08:50:00,WC,52962,53067,9418.5
NRSNIN20111107,Ningaloo,-21.99,113.779,2011-11-07 10:00:00,WC,109064,19373,3465
NRSMAI20140318,Maria Island,-42.59667,148.23333,2014-03-19 10:55:00,WC,29626,121894.5,8951.5
NRSNSI20131016,North Stradbroke,-27.345,153.562,2013-10-16 10:40:00,WC,3654.5,28964.5,6594
NRSPHB20140120,Port Hacking,-34.11923,151.22667,2014-01-21 09:43:00,WC,5969.5,50741.5,22958.5
NRSKAI20140713,Kangaroo Island,-35.83217,136.44733,2014-07-13 16:13:00,WC,1856.565,15430.04,9211.515
NRSMAI20141208,Maria Island,-42.59667,148.23333,2014-12-09 10:05:00,WC,4412,38273.92,12666.5
NRSYON20120726,Yongala,-19.30847,147.61842,2012-07-26 11:00:00,WC,4625.5,43444,1008
NRSMAI20121002,Maria Island,-42.59667,148.23333,2012-10-02 10:15:00,WC,1654,6148,2578
NRSNIN20130209,Ningaloo,-21.99,113.779,2013-02-09 09:22:00,WC,4295,5134.5,74
NRSROT20120928,Rottnest Island,-32,115.41667,2012-09-28 11:41:00,WC,22228.5,12815.5,5239.5
NRSDAR20130617_18:30,Darwin,-12.4,130.76805,2013-06-18 04:00:00,WC,0,181844.5,5140.5
NRSMAI20150312,Maria Island,-42.59667,148.23333,2015-03-13 09:33:00,WC,15890,115671.5,20749.5
NRSKAI20150408,Kangaroo Island,-35.83217,136.44733,2015-04-09 07:11:00,WC,43645.545,13913.875,7647.67
NRSMAI20150421,Maria Island,-42.59667,148.23333,2015-04-21 10:50:00,WC,2938,40854,10711.5
