NRS_TRIP_CODE,Station,Latitude,Longitude,SampleDateLocal,SampleDepth_m,PROCHLOROCOCCUS_CELLSPERML,SYNECOCHOCCUS_CELLSPERML,PICOEUKARYOTES_CELLSPERML
NRSYON20161012,Yongala,-19.30847,147.61842,2016-10-12 10:26:00,WC,1321.5,39153,3368.5
NRSYON20180130,Yongala,-19.30847,147.61842,2018-01-30 10:05:00,0,39826.045,71111.805,1737.85
NRSYON20180130,Yongala,-19.30847,147.61842,2018-01-30 10:05:00,26,32981.48,59649.54,1840.165
NRSYON20171215,Yongala,-19.30847,147.61842,2017-12-15 10:44:00,0,20268.045,86746.54,1931.735
NRSROT20180328,Rottnest Island,-32,115.41667,2018-03-28 09:23:00,40,7919.46,27703.705,17199.24
NRSROT20180125,Rottnest Island,-32,115.41667,2018-01-25 10:00:00,30,8243.125,19667.47,8028.465
NRSROT20171214,Rottnest Island,-32,115.41667,2017-12-14 09:37:00,10,21267.36,15920.14,10743.055
NRSROT20171214,Rottnest Island,-32,115.41667,2017-12-14 09:37:00,30,9751.27,15164.43,15546.97
NRSROT20170914,Rottnest Island,-32,115.41667,2017-09-14 09:45:00,40,2645.14,12656.94,16448.61
NRSROT20170914,Rottnest Island,-32,115.41667,2017-09-14 09:45:00,46,2337,11131.76,16101.47
NRSPHB20170614,Port Hacking,-34.11923,151.22667,2017-06-15 08:52:00,WC,8987.655,15350.505,19091.105
NRSROT20171123,Rottnest Island,-32,115.41667,2017-11-23 10:05:00,40,8619.045,8959.03,3170.27
NRSMAI20180315,Maria Island,-42.59667,148.23333,2018-03-16 08:45:00,0,14764.015,40356.255,12461.095
NRSDAR20180209_0630,Darwin,-12.4,130.76805,2018-02-09 16:00:00,0,1541.18,7191.145,26576.9
NRSYON20180220,Yongala,-19.30847,147.61842,2018-02-20 10:30:00,20,41149.44,101544.495,2694.41
NRSYON20180220,Yongala,-19.30847,147.61842,2018-02-20 10:30:00,26,41415.105,101713.3,2644.74
NRSPHB20171211,Port Hacking,-34.11923,151.22667,2017-12-12 08:54:00,25,1839.33,22034.04,7506.755
NRSPHB20171211,Port Hacking,-34.11923,151.22667,2017-12-12 08:54:00,100,1103.395,460.415,543.675
NRSYON20170724,Yongala,-19.30847,147.61842,2017-07-24 10:45:00,0,29630.415,23337.805,1551.47
NRSROT20180511,Rottnest Island,-32,115.41667,2018-05-11 09:21:00,10,4972.915,18106.945,8565.975
NRSYON20180329,Yongala,-19.30847,147.61842,2018-03-29 10:27:00,10,(null),(null),(null)
NRSMAI20180711,Maria Island,-42.59667,148.23333,2018-07-12 08:40:00,20,874.635,9493.285,7028.835
NRSDAR20190214_0630,Darwin,-12.4,130.76805,2019-02-14 16:00:00,0,(null),(null),(null)
NRSPHB20180724,Port Hacking,-34.11923,151.22667,2018-07-25 09:33:00,25,318.1,15283.425,9944.385
NRSDAR20180731_0630,Darwin,-12.4,130.76805,2018-07-31 16:00:00,0,921.895,74792.485,3271.24
NRSMAI20181204,Maria Island,-42.59667,148.23333,2018-12-05 09:10:00,10,641.69,8101.63,19881.77
NRSNSI20190118,North Stradbroke,-27.345,153.562,2019-01-18 10:40:00,0,(null),(null),(null)
NRSMAI20170801,Maria Island,-42.59667,148.23333,2017-08-01 10:01:00,20,2803.26,16192.99,11173.065
NRSMAI20170801,Maria Island,-42.59667,148.23333,2017-08-01 10:01:00,0,3320.525,12562.115,10147.655
NRSNSI20170717,North Stradbroke,-27.345,153.562,2017-07-17 11:05:00,40,31907.35,32092.38,5482.585
NRSNSI20170717,North Stradbroke,-27.345,153.562,2017-07-17 11:05:00,20,35072.145,47190.345,5547.95
NRSPHB20170716,Port Hacking,-34.11923,151.22667,2017-07-17 09:42:00,10,335.035,11639.8,11574.325
NRSPHB20171024,Port Hacking,-34.11923,151.22667,2017-10-25 09:01:00,50,606.83,2776.59,2872.035
NRSYON20170906,Yongala,-19.30847,147.61842,2017-09-06 10:00:00,20,46242.3,41421.8,3135.725
NRSROT20180719,Rottnest Island,-32,115.41667,2018-07-19 09:35:00,0,1701.595,28135.495,9621.52
NRSDAR20180731_0030,Darwin,-12.4,130.76805,2018-07-31 10:00:00,20,899.63,43169.26,2398.15
NRSDAR20180731_0330,Darwin,-12.4,130.76805,2018-07-31 13:00:00,0,733.055,45053.425,1996.945
NRSDAR20180731_0330,Darwin,-12.4,130.76805,2018-07-31 13:00:00,10,891.205,46018.515,2803.24
NRSNSI20180913,North Stradbroke,-27.345,153.562,2018-09-13 10:20:00,0,7790.575,62460.235,2092.945
NRSNSI20180913,North Stradbroke,-27.345,153.562,2018-09-13 10:20:00,40,4145.58,26278.245,2365.615
NRSDAR20190529,Darwin,-12.4,130.76805,2019-05-30 08:39:00,14,(null),(null),(null)
NRSYON20180621,Yongala,-19.30847,147.61842,2018-06-21 11:30:00,20,47211.26,71882.955,4148.855
NRSNSI20170829,North Stradbroke,-27.345,153.562,2017-08-29 11:50:00,10,60380.085,19245.7,2890.53
NRSNSI20171023,North Stradbroke,-27.345,153.562,2017-10-23 10:25:00,50,24356.805,8938.62,1439.965
NRSROT20171103,Rottnest Island,-32,115.41667,2017-11-03 09:25:00,10,3483.485,14454.15,7555.82
NRSMAI20170921,Maria Island,-42.59667,148.23333,2017-09-22 09:15:00,30,(null),(null),(null)
NRSROT20181024,Rottnest Island,-32,115.41667,2018-10-24 09:18:00,10,19211.11,3705.315,7156.28
NRSNSI20180530,North Stradbroke,-27.345,153.562,2018-05-30 10:20:00,30,24128.79,37928.155,4469.57
NRSPHB20180626,Port Hacking,-34.11923,151.22667,2018-06-27 09:41:00,10,10498.25,3568.18,7692.45
NRSPHB20180626,Port Hacking,-34.11923,151.22667,2018-06-27 09:41:00,50,3099.275,3374.035,3665.28
NRSROT20200304,Rottnest Island,-32,115.41667,2020-03-04 09:25:00,20,(null),(null),(null)
NRSYON20200212,Yongala,-19.30847,147.61842,2020-02-13 09:47:00,0,(null),(null),(null)
NRSYON20200306,Yongala,-19.30847,147.61842,2020-03-06 10:25:00,0,(null),(null),(null)
NRSYON20200306,Yongala,-19.30847,147.61842,2020-03-06 10:25:00,26,(null),(null),(null)
NRSMAI20200106,Maria Island,-42.59667,148.23333,2020-01-07 09:45:00,85,(null),(null),(null)
NRSMAI20200223,Maria Island,-42.59667,148.23333,2020-02-24 10:30:00,75,(null),(null),(null)
NRSMAI20190624,Maria Island,-42.59667,148.23333,2019-06-24 10:10:00,20,(null),(null),(null)
NRSPHB20190522,Port Hacking,-34.11923,151.22667,2019-05-23 08:50:00,100,(null),(null),(null)
NRSPHB20190522,Port Hacking,-34.11923,151.22667,2019-05-23 08:50:00,50,(null),(null),(null)
NRSKAI20190320,Kangaroo Island,-35.83217,136.44733,2019-03-20 13:40:00,20,(null),(null),(null)
NRSKAI20190320,Kangaroo Island,-35.83217,136.44733,2019-03-20 13:40:00,50,(null),(null),(null)
NRSPHB20191216,Port Hacking,-34.11923,151.22667,2019-12-17 09:02:00,75,(null),(null),(null)
NRSROT20180727,Rottnest Island,-32,115.41667,2018-07-27 09:33:00,46,886.51,18405.03,8429.63
NRSKAI20180515,Kangaroo Island,-35.83217,136.44733,2018-05-16 08:15:00,20,17020.52,18006.075,7554.41
NRSKAI20181204,Kangaroo Island,-35.83217,136.44733,2018-12-04 15:39:00,100,(null),(null),(null)
NRSMAI20190925,Maria Island,-42.59667,148.23333,2019-09-25 10:03:00,10,(null),(null),(null)
NRSNSI20190723,North Stradbroke,-27.345,153.562,2019-07-23 10:20:00,20,(null),(null),(null)
NRSYON20190528,Yongala,-19.30847,147.61842,2019-05-28 10:25:00,20,(null),(null),(null)
NRSNSI20200528,North Stradbroke,-27.345,153.562,2020-05-28 11:00:00,40,(null),(null),(null)
NRSYON20190213,Yongala,-19.30847,147.61842,2019-02-13 10:26:00,0,(null),(null),(null)
NRSPHB20190923,Port Hacking,-34.11923,151.22667,2019-09-24 09:36:00,75,(null),(null),(null)
NRSNSI20190916,North Stradbroke,-27.345,153.562,2019-09-16 10:20:00,20,(null),(null),(null)
NRSDAR20190722_2130,Darwin,-12.4,130.76805,2019-07-23 07:00:00,18,(null),(null),(null)
NRSYON20190917,Yongala,-19.30847,147.61842,2019-09-17 10:10:00,0,(null),(null),(null)
NRSYON20180720,Yongala,-19.30847,147.61842,2018-07-20 10:56:00,10,35449.075,21453.79,2228.41
NRSMAI20190731,Maria Island,-42.59667,148.23333,2019-07-31 10:20:00,10,(null),(null),(null)
NRSMAI20190828,Maria Island,-42.59667,148.23333,2019-08-29 09:20:00,50,(null),(null),(null)
NRSPHB20180905,Port Hacking,-34.11923,151.22667,2018-09-05 10:50:00,50,446.935,756.365,2944.155
NRSPHB20180927,Port Hacking,-34.11923,151.22667,2018-09-27 10:43:00,75,354.62,416.02,2112.075
NRSMAI20191015,Maria Island,-42.59667,148.23333,2019-10-16 09:40:00,50,(null),(null),(null)
NRSPHB20190121,Port Hacking,-34.11923,151.22667,2019-01-22 09:43:00,0,(null),(null),(null)
NRSMAI20190106,Maria Island,-42.59667,148.23333,2019-01-07 08:50:00,85,(null),(null),(null)
NRSNSI20181115,North Stradbroke,-27.345,153.562,2018-11-15 10:40:00,50,921.475,454.87,982.21
NRSROT20190125,Rottnest Island,-32,115.41667,2019-01-25 09:35:00,10,(null),(null),(null)
NRSNSI20190322,North Stradbroke,-27.345,153.562,2019-03-22 10:50:00,0,(null),(null),(null)
NRSNSI20190527,North Stradbroke,-27.345,153.562,2019-05-27 10:15:00,10,(null),(null),(null)
NRSPHB20190408,Port Hacking,-34.11923,151.22667,2019-04-09 08:50:00,0,(null),(null),(null)
NRSPHB20190408,Port Hacking,-34.11923,151.22667,2019-04-09 08:50:00,20,(null),(null),(null)
NRSKAI20200204,Kangaroo Island,-35.83217,136.44733,2020-02-04 14:25:00,0,(null),(null),(null)
NRSKAI20200204,Kangaroo Island,-35.83217,136.44733,2020-02-04 14:25:00,50,(null),(null),(null)
NRSROT20190221,Rottnest Island,-32,115.41667,2019-02-21 09:30:00,10,(null),(null),(null)
NRSMAI20170412,Maria Island,-42.59667,148.23333,2017-04-12 10:15:00,WC,1458,11875.5,3375
NRSMAI20190320,Maria Island,-42.59667,148.23333,2019-03-21 09:35:00,0,(null),(null),(null)
NRSROT20161214,Rottnest Island,-32,115.41667,2016-12-14 09:35:00,WC,1345.5,15066,7427.5
NRSDAR20190214_0030,Darwin,-12.4,130.76805,2019-02-14 10:00:00,10,(null),(null),(null)
NRSPHB20190408,Port Hacking,-34.11923,151.22667,2019-04-09 08:50:00,50,(null),(null),(null)
NRSPHB20181120,Port Hacking,-34.11923,151.22667,2018-11-21 09:24:00,0,740.085,2287.18,18413.57
NRSPHB20181120,Port Hacking,-34.11923,151.22667,2018-11-21 09:24:00,10,623.86,2002.77,18908.625
NRSROT20190507,Rottnest Island,-32,115.41667,2019-05-07 09:40:00,0,(null),(null),(null)
NRSNSI20190416,North Stradbroke,-27.345,153.562,2019-04-16 10:10:00,30,(null),(null),(null)
NRSROT20190306,Rottnest Island,-32,115.41667,2019-03-06 10:24:00,30,(null),(null),(null)
NRSNSI20190618,North Stradbroke,-27.345,153.562,2019-06-18 10:00:00,30,(null),(null),(null)
NRSKAI20190909,Kangaroo Island,-35.83217,136.44733,2019-09-10 07:50:00,75,(null),(null),(null)
NRSROT20190711,Rottnest Island,-32,115.41667,2019-07-11 09:26:00,30,(null),(null),(null)
NRSKAI20190514,Kangaroo Island,-35.83217,136.44733,2019-05-14 15:35:00,100,(null),(null),(null)
NRSKAI20190514,Kangaroo Island,-35.83217,136.44733,2019-05-14 15:35:00,20,(null),(null),(null)
NRSKAI20190514,Kangaroo Island,-35.83217,136.44733,2019-05-14 15:35:00,75,(null),(null),(null)
NRSYON20190313,Yongala,-19.30847,147.61842,2019-03-13 10:10:00,0,(null),(null),(null)
NRSYON20191202,Yongala,-19.30847,147.61842,2019-12-03 09:45:00,20,(null),(null),(null)
NRSPHB20190729,Port Hacking,-34.11923,151.22667,2019-07-29 10:03:00,0,(null),(null),(null)
NRSMAI20191121,Maria Island,-42.59667,148.23333,2019-11-22 09:23:00,50,(null),(null),(null)
NRSKAI20100112,Kangaroo Island,-35.83217,136.44733,2010-01-13 07:00:00,(null),(null),(null),(null)
NRSMAI20140122,Maria Island,-42.59667,148.23333,2014-01-23 10:50:00,(null),(null),(null),(null)
NRSMAI20100505,Maria Island,-42.59667,148.23333,2010-05-05 11:30:00,WC,13421.1666666666666666666666666666666667,14371.1666666666666666666666666666666667,5495
NRSNSI20080929,North Stradbroke,-27.345,153.562,2008-09-29 10:30:00,WC,(null),(null),(null)
NRSPHB20101110,Port Hacking,-34.11923,151.22667,2010-11-11 09:10:00,WC,5764.5,5460,6940.5
NRSPHB20110619,Port Hacking,-34.11923,151.22667,2011-06-20 09:34:00,WC,30885.75,20632.5,4877.25
NRSYON20131205,Yongala,-19.30847,147.61842,2013-12-05 11:26:00,WC,70292.5,122047,2641
NRSDAR20140118_03:30,Darwin,-12.4,130.76805,2014-01-18 13:00:00,WC,326,24670,1050
NRSMAI20090716,Maria Island,-42.59667,148.23333,2009-07-16 11:36:00,WC,5864.25,9108.75,3113.25
NRSNIN20110706,Ningaloo,-21.99,113.779,2011-07-06 11:04:00,WC,103572,12001.5,1160.5
NRSYON20110414,Yongala,-19.30847,147.61842,2011-04-14 11:27:00,WC,6063.75,124950,2740.5
NRSMAI20110812,Maria Island,-42.59667,148.23333,2011-08-12 10:55:00,WC,6147.75,3895.5,2089.5
NRSMAI20090506,Maria Island,-42.59667,148.23333,2009-05-06 11:20:00,WC,13203.75,14043.75,3470.25
NRSMAI20090907,Maria Island,-42.59667,148.23333,2009-09-07 11:25:00,WC,6426,10825.5,3953.25
NRSMAI20091111,Maria Island,-42.59667,148.23333,2009-11-11 11:30:00,WC,4625.25,23100,8232
NRSMAI20100722,Maria Island,-42.59667,148.23333,2010-07-22 11:10:00,WC,9549.75,7985.25,2614.5
NRSROT20120221,Rottnest Island,-32,115.41667,2012-02-21 09:40:00,WC,29956.5,41948,3028.5
NRSYON20120112,Yongala,-19.30847,147.61842,2012-01-12 11:30:00,WC,91150.5,37254,740
NRSROT20120329,Rottnest Island,-32,115.41667,2012-03-29 10:03:00,WC,28310,43685.5,882
NRSMAI20101214,Maria Island,-42.59667,148.23333,2010-12-14 11:05:00,WC,8389.5,8951.25,4562.25
NRSKAI20120215,Kangaroo Island,-35.83217,136.44733,2012-02-15 11:50:00,WC,13818,38466.75,5087.25
NRSROT20110826,Rottnest Island,-32,115.41667,2011-08-26 09:43:00,WC,14469,25441.5,3795.75
NRSNSI20120213,North Stradbroke,-27.345,153.562,2012-02-14 08:00:00,WC,80970.75,4940.25,624.75
NRSYON20101208,Yongala,-19.30847,147.61842,2010-12-08 10:45:00,WC,138075,33285,1039.5
NRSYON20100224,Yongala,-19.30847,147.61842,2010-02-24 10:58:00,WC,35122.5,115500,1317.75
NRSMAI20091207,Maria Island,-42.59667,148.23333,2009-12-07 11:10:00,WC,3832.5,11025,7491.75
NRSMAI20110223,Maria Island,-42.59667,148.23333,2011-02-23 11:15:00,WC,10122,10536.75,23966.25
NRSPHB20090223,Port Hacking,-34.11923,151.22667,2009-02-24 09:27:00,WC,10101,18448.5,3885
NRSNSI20101115,North Stradbroke,-27.345,153.562,2010-11-16 09:30:00,WC,59650.5,53786.25,6536.25
NRSNSI20100817,North Stradbroke,-27.345,153.562,2010-08-18 08:25:00,WC,31804.5,55235.25,2803.5
NRSYON20120424,Yongala,-19.30847,147.61842,2012-04-24 10:50:00,WC,15188.25,140196,1848
NRSKAI20091215,Kangaroo Island,-35.83217,136.44733,2009-12-16 07:15:00,WC,12117,16905,2152.5
NRSKAI20140507,Kangaroo Island,-35.83217,136.44733,2014-05-07 13:45:00,WC,34424.5,20559.5,3785.5
NRSPHB20140515,Port Hacking,-34.11923,151.22667,2014-05-16 09:35:00,WC,30324,18680,7497
NRSROT20140319,Rottnest Island,-32,115.41667,2014-03-19 12:30:00,WC,2620,30886,4924.5
NRSMAI20140807,Maria Island,-42.59667,148.23333,2014-08-07 12:00:00,WC,3192.5,8452.5,2620
NRSNSI20140901,North Stradbroke,-27.345,153.562,2014-09-01 10:10:00,WC,6684.045,17362.595,1532.75
NRSYON20140501,Yongala,-19.30847,147.61842,2014-05-01 11:25:00,WC,24969,89360.5,1586
NRSDAR20140906_09:30,Darwin,-12.4,130.76805,2014-09-06 19:00:00,WC,389.575,18416.24,3272.305
NRSKAI20141201,Kangaroo Island,-35.83217,136.44733,2014-12-02 06:05:00,WC,8435.515,17910.1,13326.445
NRSESP20130314,Esperance,-33.93333,121.85,2013-03-14 09:24:00,WC,1160.5,9314,319
NRSDAR20120114_23:35,Darwin,-12.4,130.76805,2012-01-15 09:05:00,WC,0,106832.5,2639.5
NRSDAR20120729_19:30,Darwin,-12.4,130.76805,2012-07-30 05:00:00,WC,0,151415.5,7676
NRSDAR20120729_22:30,Darwin,-12.4,130.76805,2012-07-30 08:00:00,WC,0,133481.5,5602
NRSNSI20120511,North Stradbroke,-27.345,153.562,2012-05-11 10:05:00,WC,14684.5,42924,6557.5
NRSPHB20120717,Port Hacking,-34.11923,151.22667,2012-07-17 10:00:00,WC,79,3701.5,4021.5
NRSDAR20121208_16:30,Darwin,-12.4,130.76805,2012-12-09 02:00:00,WC,0,79800.5,2614.5
NRSMAI20121112,Maria Island,-42.59667,148.23333,2012-11-13 10:45:00,WC,1628,97871,24255.5
NRSDAR20130405,Darwin,-12.4,130.76805,2013-04-05 09:40:00,WC,0,51870.5,614.5
NRSDAR20130617_11:30,Darwin,-12.4,130.76805,2013-06-17 21:00:00,WC,0,202713.5,3990.5
NRSDAR20130617_15:00,Darwin,-12.4,130.76805,2013-06-18 00:30:00,WC,0,193333,4620
NRSNIN20130509,Ningaloo,-21.99,113.779,2013-05-09 10:20:00,WC,3980,5203,157.5
NRSMAI20130611,Maria Island,-42.59667,148.23333,2013-06-11 11:55:00,WC,299.5,3355.5,1775
NRSNSI20150119,North Stradbroke,-27.345,153.562,2015-01-19 10:35:00,WC,9808.715,10303.175,5065.89
NRSDAR20151117,Darwin,-12.4,130.76805,2015-11-18 08:16:00,WC,1611.46,101382.845,6193.055
NRSPHB20131020,Port Hacking,-34.11923,151.22667,2013-10-21 09:36:00,WC,2168.5,20050,3833
NRSYON20151111,Yongala,-19.30847,147.61842,2015-11-11 10:45:00,WC,1442,26111,2640
NRSMAI20150526,Maria Island,-42.59667,148.23333,2015-05-26 10:35:00,WC,1163.5,17700,5930
NRSYON20150224,Yongala,-19.30847,147.61842,2015-02-24 10:40:00,WC,1776,56091,2521
NRSYON20150430,Yongala,-19.30847,147.61842,2015-04-30 12:10:00,WC,2566.5,84136.5,2500.5
NRSMAI20150811,Maria Island,-42.59667,148.23333,2015-08-12 09:35:00,WC,787,9113.5,5996.5
NRSYON20150618,Yongala,-19.30847,147.61842,2015-06-18 10:55:00,WC,1887.5,43631.5,2137.5
NRSNSI20130819,North Stradbroke,-27.345,153.562,2013-08-19 10:10:00,WC,4783,8248,1213
NRSKAI20130827,Kangaroo Island,-35.83217,136.44733,2013-08-28 08:55:00,WC,17267.5,21457,2872
NRSPHB20131202,Port Hacking,-34.11923,151.22667,2013-12-03 09:30:00,WC,12070,21556.5,7376.5
NRSROT20161004,Rottnest Island,-32,115.41667,2016-10-04 10:38:00,WC,5181.3,18540.37,9982.155
NRSNSI20160318,North Stradbroke,-27.345,153.562,2016-03-18 10:30:00,WC,(null),(null),(null)
NRSMAI20160321,Maria Island,-42.59667,148.23333,2016-03-22 10:11:00,WC,14255,22304.5,5655
NRSYON20160215,Yongala,-19.30847,147.61842,2016-02-15 10:18:00,WC,5857.5,44925,2562.5
NRSMAI20160831,Maria Island,-42.59667,148.23333,2016-08-31 10:26:00,WC,1124,4901.845,3431
NRSNSI20160920,North Stradbroke,-27.345,153.562,2016-09-20 10:15:00,WC,4216.975,20594.925,9309.205
NRSKAI20170315,Kangaroo Island,-35.83217,136.44733,2017-03-15 12:27:00,WC,3492.115,11147.08,15917.57
NRSPHB20170921,Port Hacking,-34.11923,151.22667,2017-09-22 08:48:00,50,449.715,1666.88,3945.205
NRSPHB20180123,Port Hacking,-34.11923,151.22667,2018-01-24 09:41:00,50,6797.69,7316.79,5061.485
NRSPHB20180123,Port Hacking,-34.11923,151.22667,2018-01-24 09:41:00,100,527.025,147.3,404.46
NRSPHB20180326,Port Hacking,-34.11923,151.22667,2018-03-27 09:40:00,100,828.97,268.235,1104.365
NRSMAI20170626,Maria Island,-42.59667,148.23333,2017-06-27 09:25:00,WC,2568.5,20500.5,4362.5
NRSKAI20180307,Kangaroo Island,-35.83217,136.44733,2018-03-07 12:20:00,0,16849.845,58939.355,9965.665
NRSNSI20180417,North Stradbroke,-27.345,153.562,2018-04-17 10:15:00,20,42715.815,23686.495,3396.19
NRSNSI20180320,North Stradbroke,-27.345,153.562,2018-03-20 10:40:00,10,76721.335,25439.615,2565.3
NRSNSI20180320,North Stradbroke,-27.345,153.562,2018-03-20 10:40:00,30,38717.39,22643.865,2803.475
NRSKAI20170908,Kangaroo Island,-35.83217,136.44733,2017-09-08 15:00:00,0,22316.515,18902.48,11718.405
NRSNSI20171116,North Stradbroke,-27.345,153.562,2017-11-16 10:30:00,50,5288.695,1672.78,1004.11
NRSYON20170426,Yongala,-19.30847,147.61842,2017-04-26 10:20:00,WC,784,95807,4011.5
NRSYON20170705,Yongala,-19.30847,147.61842,2017-07-05 10:21:00,WC,2379.5,86634.5,6421
NRSYON20171130,Yongala,-19.30847,147.61842,2017-11-30 10:34:00,0,45773.925,80475.405,4549.035
NRSYON20171130,Yongala,-19.30847,147.61842,2017-11-30 10:34:00,20,56174.175,85425.14,4321.005
NRSROT20161114,Rottnest Island,-32,115.41667,2016-11-14 09:45:00,WC,645.5,12081.5,8861
NRSROT20180328,Rottnest Island,-32,115.41667,2018-03-28 09:23:00,46,6215.59,27087.895,17984.64
NRSROT20170914,Rottnest Island,-32,115.41667,2017-09-14 09:45:00,0,2797.09,13768.12,17850.36
NRSNSI20170516,North Stradbroke,-27.345,153.562,2017-05-16 10:20:00,WC,68211.455,36282.355,7906.015
NRSNSI20180123,North Stradbroke,-27.345,153.562,2018-01-23 10:20:00,30,35274.395,43722.84,5149.05
NRSNSI20180123,North Stradbroke,-27.345,153.562,2018-01-23 10:20:00,40,33657.03,18783.295,12584.09
NRSROT20171123,Rottnest Island,-32,115.41667,2017-11-23 10:05:00,20,10073.755,9652.53,8836.55
NRSROT20171123,Rottnest Island,-32,115.41667,2017-11-23 10:05:00,30,8927.48,14122.905,12519.78
NRSMAI20180315,Maria Island,-42.59667,148.23333,2018-03-16 08:45:00,75,3114.005,4937.025,3469.495
NRSDAR20180209_0630,Darwin,-12.4,130.76805,2018-02-09 16:00:00,10,492.075,143126.15,13912.89
NRSMAI20171123,Maria Island,-42.59667,148.23333,2017-11-24 09:50:00,10,2661.775,175026.675,71011.055
NRSYON20180329,Yongala,-19.30847,147.61842,2018-03-29 10:27:00,20,(null),(null),(null)
NRSMAI20180711,Maria Island,-42.59667,148.23333,2018-07-12 08:40:00,0,1059.355,9549.11,7185.465
NRSDAR20190214_0330,Darwin,-12.4,130.76805,2019-02-14 13:00:00,0,(null),(null),(null)
NRSPHB20180724,Port Hacking,-34.11923,151.22667,2018-07-25 09:33:00,0,239.565,19639.25,9827.685
NRSMAI20181204,Maria Island,-42.59667,148.23333,2018-12-05 09:10:00,50,553.85,4277.845,14762.695
NRSMAI20170801,Maria Island,-42.59667,148.23333,2017-08-01 10:01:00,75,695.69,19257.44,11605.965
NRSPHB20170821,Port Hacking,-34.11923,151.22667,2017-08-22 09:50:00,75,435.005,1968.81,9064.72
NRSPHB20170821,Port Hacking,-34.11923,151.22667,2017-08-22 09:50:00,100,1296.095,1200.27,6405.245
NRSPHB20171024,Port Hacking,-34.11923,151.22667,2017-10-25 09:01:00,75,927.005,3576.965,2052.94
NRSPHB20171024,Port Hacking,-34.11923,151.22667,2017-10-25 09:01:00,100,792.64,2528.98,1052.035
NRSDAR20170714_2130,Darwin,-12.4,130.76805,2017-07-15 07:00:00,10,468,41202.33,5673.625
NRSDAR20170715_0630,Darwin,-12.4,130.76805,2017-07-15 16:00:00,10,204,59001.5,6184
NRSROT20180719,Rottnest Island,-32,115.41667,2018-07-19 09:35:00,30,1141.76,18319.29,8236.58
NRSYON20180602,Yongala,-19.30847,147.61842,2018-06-03 09:10:00,10,15075.515,78931.54,2731.08
NRSDAR20180731_0030,Darwin,-12.4,130.76805,2018-07-31 10:00:00,10,719.445,47765.275,2767.59
NRSNSI20181023,North Stradbroke,-27.345,153.562,2018-10-23 10:30:00,20,8157.655,17468.525,1462.825
NRSNSI20181023,North Stradbroke,-27.345,153.562,2018-10-23 10:30:00,30,3762.645,27114.015,4784.155
NRSNSI20181023,North Stradbroke,-27.345,153.562,2018-10-23 10:30:00,40,6960.77,15870.84,10891.155
NRSDAR20190529,Darwin,-12.4,130.76805,2019-05-30 08:39:00,0,(null),(null),(null)
NRSMAI20171015,Maria Island,-42.59667,148.23333,2017-10-16 09:50:00,50,814.505,44537.35,10846.59
NRSMAI20181018,Maria Island,-42.59667,148.23333,2018-10-19 08:45:00,0,1670.975,1184.66,40292.775
NRSMAI20181018,Maria Island,-42.59667,148.23333,2018-10-19 08:45:00,10,1616.575,1005.87,22741.715
NRSMAI20181018,Maria Island,-42.59667,148.23333,2018-10-19 08:45:00,20,877.65,440.93,4989.77
NRSROT20181024,Rottnest Island,-32,115.41667,2018-10-24 09:18:00,20,9069.395,4319.86,12999.305
NRSROT20181024,Rottnest Island,-32,115.41667,2018-10-24 09:18:00,40,12056.395,4286.245,8657.87
NRSMAI20180627,Maria Island,-42.59667,148.23333,2018-06-28 09:00:00,75,730.25,11852.47,8094.505
NRSNSI20180530,North Stradbroke,-27.345,153.562,2018-05-30 10:20:00,10,31145,36284.435,4422.445
NRSNSI20180530,North Stradbroke,-27.345,153.562,2018-05-30 10:20:00,20,23804.08,37291.02,4524.81
NRSNSI20180530,North Stradbroke,-27.345,153.562,2018-05-30 10:20:00,40,25552.395,10070.37,3550.71
NRSPHB20180528,Port Hacking,-34.11923,151.22667,2018-05-29 09:50:00,10,2111.73,12779.69,5803.645
NRSROT20180831,Rottnest Island,-32,115.41667,2018-08-31 10:07:00,10,1662.685,12290.965,14865.55
NRSROT20200128,Rottnest Island,-32,115.41667,2020-01-28 09:39:00,46,(null),(null),(null)
NRSPHB20191028,Port Hacking,-34.11923,151.22667,2019-10-29 09:30:00,75,(null),(null),(null)
NRSYON20200212,Yongala,-19.30847,147.61842,2020-02-13 09:47:00,10,(null),(null),(null)
NRSMAI20200526,Maria Island,-42.59667,148.23333,2020-05-26 10:10:00,20,(null),(null),(null)
NRSMAI20200106,Maria Island,-42.59667,148.23333,2020-01-07 09:45:00,0,(null),(null),(null)
NRSMAI20200223,Maria Island,-42.59667,148.23333,2020-02-24 10:30:00,0,(null),(null),(null)
NRSPHB20200224,Port Hacking,-34.11923,151.22667,2020-02-25 08:52:00,50,(null),(null),(null)
NRSPHB20190522,Port Hacking,-34.11923,151.22667,2019-05-23 08:50:00,0,(null),(null),(null)
NRSROT20180620,Rottnest Island,-32,115.41667,2018-06-20 09:56:00,30,2780.37,13469.135,11544.69
NRSROT20180620,Rottnest Island,-32,115.41667,2018-06-20 09:56:00,40,3351.435,11406.24,12178.775
NRSPHB20191118,Port Hacking,-34.11923,151.22667,2019-11-19 09:15:00,100,(null),(null),(null)
NRSPHB20191118,Port Hacking,-34.11923,151.22667,2019-11-19 09:15:00,50,(null),(null),(null)
NRSROT20191218,Rottnest Island,-32,115.41667,2019-12-18 09:15:00,0,(null),(null),(null)
