NRS_CODE,SAMPLE,STATION,LATITUDE,LONGITUDE,SAMPLEDATE
YON20180720,11186,Yongala,-19.30847,147.61842,2018-07-20 10:56:00
NSI20190118,11654,North Stradbroke,-27.345,153.562,2019-01-18 10:40:00
YON20190213,11581,Yongala,-19.30847,147.61842,2019-02-13 10:26:00
NSI20190821,12218,North Stradbroke,-27.345,153.562,2019-08-21 10:40:00
DAR20180509,10984,Darwin,-12.4,130.76805,2018-05-10 07:02:00
YON20181011,11225,Yongala,-19.30847,147.61842,2018-10-11 10:54:00
MAI20190925,12185,Maria Island,-42.59667,148.23333,2019-09-25 10:03:00
ROT20180221,10680,Rottnest Island,-32,115.41667,2018-02-21 10:05:00
PHB20180326,10796,Port Hacking,-34.11923,151.22667,2018-03-27 09:40:00
KAI20180820,11268,Kangaroo Island,-35.83217,136.44733,2018-08-21 08:00:00
PHB20180927,11464,Port Hacking,-34.11923,151.22667,2018-09-27 10:43:00
MAI20190731,12085,Maria Island,-42.59667,148.23333,2019-07-31 10:20:00
PHB20190522,11979,Port Hacking,-34.11923,151.22667,2019-05-23 08:50:00
PHB20191118,12822,Port Hacking,-34.11923,151.22667,2019-11-19 09:15:00
MAI20200223,12979,Maria Island,-42.59667,148.23333,2020-02-24 10:30:00
